gene	Control_#1_T_cell	Control_#1_monocyte	Control_#1_neutrophil	Control_#1_platelet	Control_#1_B_cell	Control_#2_T_cell	Control_#2_monocyte	Control_#2_B_cell	Control_#2_neutrophil	Control_#3_T_cell	Control_#3_neutrophil	Control_#3_erythroid_lineage_cell	Control_#3_monocyte	Control_#3_platelet	Control_#3_B_cell	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Mild_monocyte	SARS_CoV2_pos_Mild_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#1_platelet	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#2_monocyte	SARS_CoV2_pos_Severe_#2_neutrophil	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#2_platelet	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#3_T_cell	SARS_CoV2_pos_Severe_#3_B_cell
HYCC2	264	103	6	0	15	272	89	18	11	180	29	0	78	0	12	813	13	105	168	0	1	3	181	44	474	83	95	266	7	97	6	346	74	22
ELMO1	136	25	0	1	8	127	39	13	0	86	6	0	26	0	6	352	3	41	75	1	2	0	42	7	220	34	33	13	2	53	6	182	32	9
TMBIM4	194	169	5	1	15	265	172	16	1	192	13	0	186	0	19	907	14	111	351	0	5	0	293	22	390	81	316	139	6	119	6	399	67	22
BACH1	68	299	2	0	10	61	190	22	7	50	29	0	245	0	12	109	3	37	260	1	4	3	360	43	103	105	484	202	26	190	28	125	2	5
ATP5MJ	414	393	1	7	7	426	248	12	1	314	17	3	281	11	24	1206	5	92	537	2	34	3	507	24	963	112	462	185	22	123	114	937	125	23
UQCRB	1496	454	2	2	27	1485	392	64	3	1008	2	7	482	3	57	4098	6	290	769	9	7	53	673	4	2332	328	909	93	274	542	48	3038	400	71
RPL30	13598	2496	4	3	450	12467	2145	734	7	10044	31	19	2480	2	903	37945	22	3451	4160	26	3	124	2780	48	19111	3749	3117	283	465	5756	48	24656	3371	632
EEF1A1	18634	5411	2	0	581	17785	4571	974	6	13312	34	17	5421	8	1230	49641	12	4454	7790	10	14	60	7065	34	27567	5459	6161	148	502	7563	63	33637	4801	926
FBRS	88	37	1	3	6	69	42	4	0	58	5	0	25	1	5	174	2	31	51	0	4	4	64	16	110	43	50	35	9	46	12	141	13	4
EIF4A2	746	127	1	3	19	864	107	58	1	512	7	0	107	1	38	1780	3	230	194	0	5	5	170	8	997	233	185	38	46	349	45	1307	127	29
SMG1	650	326	7	0	38	787	298	57	6	488	29	0	270	0	30	2295	16	240	553	1	0	10	568	51	1315	257	262	168	47	245	6	856	262	73
TSC22D3	2498	252	7	18	84	2515	189	233	14	1930	43	0	184	23	110	3781	37	314	231	2	53	30	270	36	2587	675	427	152	66	2195	115	3707	144	85
DYRK1A	149	70	1	0	5	152	68	9	2	115	12	0	44	2	5	297	5	38	82	1	3	9	99	17	234	47	83	80	27	62	11	201	24	5
BRAF	372	98	4	0	17	379	56	24	2	248	17	0	65	0	24	607	9	83	104	0	0	4	122	40	511	205	102	80	17	211	5	419	35	15
SPPL3	86	42	1	2	3	91	56	3	1	52	3	0	43	1	3	194	3	19	94	0	4	1	67	10	135	23	56	33	10	26	26	113	10	2
WIPI2	98	34	0	1	4	108	43	7	0	75	9	7	44	0	4	231	1	24	70	7	1	29	76	9	179	33	63	15	49	32	10	196	24	6
WASF2	290	211	3	7	14	290	171	27	1	225	9	17	226	1	23	763	7	72	287	24	18	120	316	8	402	91	318	60	302	145	81	473	81	22
CUL4B	271	94	3	1	12	303	84	16	3	168	6	0	54	0	22	697	2	71	135	0	0	1	136	18	388	96	83	57	10	89	6	291	55	14
TAGLN2	442	367	17	102	22	439	245	51	26	428	105	3	250	122	69	1078	28	145	440	0	372	3	536	81	793	201	646	533	51	564	881	1463	136	35
NDUFS2	140	66	2	0	3	126	38	5	2	108	3	2	46	1	14	395	4	39	115	0	4	1	86	9	304	50	108	20	24	45	3	252	37	6
CDC42SE2	770	119	1	4	9	686	101	31	6	530	24	1	90	5	20	1407	8	84	126	2	21	0	159	69	1168	132	118	184	9	180	42	1060	154	23
EPB41	461	59	3	7	10	544	53	24	2	386	18	60	46	3	28	1496	10	106	108	73	14	356	145	31	771	106	62	86	984	135	67	653	148	14
SON	1001	379	1	2	27	902	343	69	2	729	23	2	276	1	60	2453	16	229	505	2	2	41	498	30	1503	363	459	191	105	460	31	1527	208	52
SNF8	142	102	0	0	6	161	76	12	1	95	5	1	92	1	6	365	1	31	141	1	1	22	128	6	281	48	170	30	26	54	5	333	38	9
MORC3	138	56	1	1	8	134	41	5	0	97	7	0	39	0	7	331	2	50	78	0	3	3	86	7	266	49	42	21	23	42	13	245	30	7
ADIPOR1	61	56	0	9	2	48	48	2	2	43	4	51	40	6	2	115	4	12	75	107	29	268	73	11	111	27	64	38	651	35	58	114	12	3
PSMD4	110	62	1	0	4	128	38	7	1	87	4	4	68	0	8	395	4	48	95	5	2	29	94	5	248	31	124	22	81	39	16	265	52	7
GPBP1L1	78	49	0	2	5	110	36	6	0	74	7	0	48	1	7	250	2	30	67	3	2	16	76	5	170	42	83	16	37	50	4	145	11	5
ATP6V0D1	68	196	3	2	4	58	167	10	2	51	22	1	131	1	10	182	4	32	250	0	5	2	282	35	123	43	252	119	13	55	21	131	22	2
CALM3	269	123	1	48	7	239	101	12	1	174	9	1	137	74	11	792	1	32	224	3	155	16	276	16	634	35	295	78	48	62	543	597	75	11
BSDC1	181	34	0	2	5	119	28	12	1	105	6	0	21	2	17	300	1	39	51	1	4	20	43	4	214	54	53	21	51	85	13	258	17	4
SSU72	249	108	1	1	9	247	113	10	3	156	3	0	81	1	15	669	4	67	159	2	1	2	175	14	381	74	195	76	40	101	21	490	60	10
U2AF1	306	201	2	0	7	159	52	10	0	228	13	0	133	1	46	731	11	62	349	2	0	2	276	24	689	111	69	24	6	78	5	379	36	11
ZNF66	845	146	2	0	28	754	142	52	2	538	8	0	111	1	50	1821	8	180	280	0	0	4	196	26	1019	221	146	60	28	187	0	823	124	31
PRMT2	499	56	0	2	2	305	37	9	1	427	2	0	48	1	7	1371	2	53	75	0	10	3	60	2	461	40	68	16	11	54	21	797	117	5
SHKBP1	49	93	2	1	5	47	58	3	2	34	8	0	41	0	2	140	10	21	136	0	4	0	152	30	119	24	112	137	2	22	3	109	19	6
TAOK1	162	90	0	0	4	178	80	14	3	106	7	0	70	1	15	447	3	52	188	0	3	1	164	16	211	37	72	59	5	59	20	195	57	11
MED27	316	104	2	1	10	277	132	28	1	225	14	0	137	0	13	753	5	77	155	0	1	0	202	22	478	107	91	65	4	117	1	377	40	23
PCSK7	1161	373	5	0	43	1130	324	72	12	643	46	0	299	0	76	2900	22	219	455	1	2	3	607	93	1720	324	292	196	21	321	6	1346	268	41
ADAR	524	212	11	0	15	480	167	36	9	405	39	7	154	1	33	1317	40	124	324	8	1	13	344	70	896	193	228	149	30	187	7	847	131	25
IER2	1605	550	22	1	15	1633	329	37	30	885	129	6	361	0	30	1504	38	125	827	1	1	3	609	199	1046	142	392	732	21	243	6	1428	87	32
ORAI2	90	124	6	3	19	108	59	21	9	98	21	0	83	8	26	360	5	90	123	0	11	1	131	43	193	132	86	94	2	103	32	154	34	22
SQSTM1	417	205	6	6	15	398	216	33	6	255	31	3	205	3	39	420	5	69	225	1	32	7	403	182	354	173	261	209	27	202	41	425	15	9
RPL8	3432	1034	0	1	134	3785	1026	291	3	2699	1	8	1137	0	284	9735	2	1154	1863	15	3	52	1585	3	6532	1757	2042	59	184	2904	36	9756	1422	390
AP2M1	151	97	0	8	4	178	66	9	4	127	7	8	84	13	12	427	2	37	156	11	22	49	165	5	291	52	161	44	151	58	93	358	58	6
PCYT1A	168	78	2	0	6	164	59	19	1	100	10	0	65	0	10	491	5	43	123	0	3	0	150	14	287	50	56	28	1	36	10	140	44	16
SAP30BP	73	55	4	0	4	87	35	7	1	50	5	0	43	0	3	172	1	24	60	0	2	0	72	3	161	23	67	38	9	43	2	150	12	4
PRPSAP1	186	104	0	1	5	164	69	11	1	136	8	0	50	0	3	371	9	33	92	0	2	1	84	13	239	32	64	38	12	42	11	185	30	5
SRSF2	379	176	1	1	7	543	140	25	4	312	2	1	120	2	15	633	4	55	223	0	6	0	157	8	616	49	179	42	11	130	29	673	61	16
EMC10	242	106	0	1	6	224	68	16	3	165	5	0	86	1	16	878	5	76	236	0	3	1	287	10	408	75	88	31	7	63	8	292	116	27
MED11	150	47	1	1	3	117	30	5	0	108	5	0	33	0	11	356	7	43	59	0	2	0	63	8	207	42	50	45	3	28	2	159	24	7
RNASEK-C17orf49	382	473	1	8	10	364	250	27	4	252	16	0	324	0	23	919	4	103	585	0	12	1	434	14	587	82	578	255	20	177	117	841	92	31
EIF4A1	713	880	0	0	27	860	666	40	1	537	14	0	673	0	25	1498	9	118	1227	0	2	1	1086	19	1203	128	1098	40	7	297	6	1754	182	40
RPL26	9094	2445	0	1	297	8370	2153	476	1	7433	6	2	2750	0	694	25325	3	2525	4582	2	15	40	2711	4	13462	2879	3155	73	241	4504	53	17983	2343	532
CYB561A3	696	285	6	0	29	632	226	61	1	460	42	0	174	2	63	1429	14	247	281	1	1	3	353	54	980	292	214	182	13	277	5	664	106	57
UBXN1	413	129	1	0	16	426	124	37	1	342	3	2	120	0	29	1088	2	133	235	0	0	20	188	7	739	171	217	32	40	274	12	829	93	27
RPL29	5627	1261	0	0	208	5198	1067	352	2	4328	6	1	1321	3	495	15983	1	1633	2380	11	7	46	1625	6	9049	2105	1759	43	208	2942	38	12378	1688	387
JAK1	715	146	10	2	21	716	137	39	10	481	42	0	128	1	29	1762	10	134	237	0	14	0	206	37	1085	159	285	198	22	209	81	1176	168	24
LAPTM5	597	867	14	0	45	529	688	110	18	373	92	4	608	3	88	1541	59	290	1134	0	7	4	1399	184	979	700	1206	667	18	726	29	1048	162	50
FAAP20	132	61	0	0	7	130	50	9	0	81	5	0	41	1	8	368	1	45	119	1	3	1	104	5	250	49	67	17	3	57	15	284	41	13
ARPC5	371	428	7	26	7	308	310	18	13	265	65	1	367	47	13	1437	47	101	706	0	88	4	636	48	743	82	653	393	17	100	296	675	115	15
TRIM58	218	49	0	17	5	185	47	9	2	130	3	69	33	6	10	500	5	36	68	81	42	354	76	11	330	42	47	39	1325	61	134	225	33	5
BROX	105	41	1	0	7	100	20	1	1	87	4	0	25	3	10	214	3	19	63	2	8	10	72	6	185	37	74	22	43	45	19	226	27	10
MAPKAPK2	92	70	3	2	2	89	59	10	0	94	8	0	51	3	8	193	9	19	74	0	2	3	107	20	156	16	120	73	8	37	28	169	9	4
WDR26	206	91	1	0	9	204	92	13	2	131	22	11	87	0	6	278	15	21	120	15	4	64	175	46	296	63	126	204	232	62	16	233	16	4
REL	1730	571	9	0	88	1639	479	175	4	1141	35	2	423	0	137	2485	19	456	660	1	0	9	683	61	1951	808	815	338	39	833	6	1750	105	57
H3-3A	1744	2175	34	258	97	1860	1588	145	92	1348	439	6	1713	223	164	5049	240	607	2771	19	712	59	2867	475	3248	641	4058	4388	753	897	2251	4368	488	104
CTSS	242	2797	8	0	29	223	2118	33	46	188	135	2	2043	0	48	666	71	191	4362	1	0	4	4041	136	422	227	3518	625	10	255	6	428	78	34
CGGBP1	163	60	1	2	2	154	47	8	0	105	4	1	56	2	8	351	3	38	81	3	8	10	77	6	256	44	81	38	36	55	26	251	39	9
HIPK1	225	72	1	2	1	220	60	4	1	137	8	5	43	0	10	306	3	22	88	4	2	32	84	7	272	18	63	39	75	37	15	288	37	1
ATP1A1	242	204	3	0	4	233	152	10	1	172	11	0	112	0	16	520	5	36	219	0	2	1	242	16	420	46	197	55	7	72	12	401	64	9
LRRC58	1458	432	10	0	44	1223	357	90	9	889	46	0	313	1	98	2964	25	293	592	0	0	6	648	83	2102	397	365	198	29	410	1	1494	254	82
TMEM183A	80	43	2	0	2	81	27	1	1	83	2	2	37	0	3	189	3	19	66	6	1	40	62	5	194	25	59	13	72	34	12	198	21	2
ARPC2	1069	704	6	9	35	1217	572	72	11	805	74	2	718	17	64	2971	42	278	1127	1	57	1	1187	79	2460	316	1355	559	30	462	243	2431	359	80
STT3B	345	171	4	0	16	333	124	22	2	248	30	0	102	0	15	758	6	71	164	0	0	1	200	28	504	87	141	72	15	88	10	537	83	14
IFI16	169	53	3	0	6	180	56	17	2	127	11	0	47	0	13	815	11	120	260	1	0	1	172	17	531	49	98	48	4	68	7	425	65	10
PPP4R2	95	57	2	1	0	107	49	4	1	67	14	2	40	0	4	305	9	19	95	0	2	13	82	20	197	39	97	150	43	44	18	236	26	4
THOC7	123	50	0	1	5	128	37	7	0	89	0	5	38	0	9	416	0	36	94	9	7	30	77	2	280	31	75	16	75	30	15	340	59	10
ATXN7	379	116	9	0	3	321	79	14	9	239	38	1	45	0	8	719	8	48	129	0	1	2	131	19	616	90	79	53	20	82	9	526	50	10
PSMD6	84	48	1	2	3	105	30	6	1	88	0	0	37	0	11	276	0	28	64	2	4	8	57	3	237	34	69	17	25	38	15	273	30	5
CCNL1	1162	521	27	0	43	983	348	74	13	691	99	1	310	3	70	1891	29	166	692	2	0	6	798	128	1868	328	514	467	37	523	11	2170	179	36
SLMAP	95	49	1	4	4	87	40	3	1	68	8	0	35	2	5	236	3	25	71	0	12	1	87	11	143	28	54	55	6	28	23	123	26	5
SNRK	222	68	2	0	2	197	50	6	2	122	10	0	49	1	6	458	10	17	83	0	2	0	68	29	272	24	116	78	5	34	1	304	36	2
ZNF148	119	23	0	0	6	142	20	11	2	95	6	0	27	1	9	365	6	49	80	0	1	1	64	15	187	42	46	41	29	57	13	190	25	7
NMNAT3	2832	489	6	0	121	2991	436	254	2	1948	17	1	381	2	214	6282	12	761	723	0	5	20	652	55	3701	855	543	100	97	998	13	2927	388	107
TKT	109	599	3	0	2	121	450	12	4	82	28	2	521	0	10	357	15	39	701	0	0	7	1038	33	264	45	991	217	17	99	13	402	43	8
PBRM1	165	71	1	2	3	129	45	11	4	100	12	0	48	2	7	423	4	41	130	2	3	3	117	14	211	40	63	17	8	55	10	180	49	13
H2AZ1	330	137	4	2	2	361	116	13	8	264	21	0	132	3	15	973	7	60	214	2	18	1	208	16	1058	68	268	141	13	69	48	980	85	8
SHISA5	97	48	0	2	1	133	47	3	4	94	5	1	32	1	2	390	19	26	76	0	3	3	94	14	226	21	93	44	4	45	12	231	22	4
HSPA4L	632	229	7	0	14	534	174	29	2	361	21	0	140	0	32	1303	12	134	243	0	0	2	294	34	853	123	147	108	2	114	5	579	76	24
C4orf3	271	146	1	3	5	283	110	25	3	214	25	0	116	8	16	974	14	87	227	0	22	8	215	27	430	85	229	345	13	138	73	593	100	16
HMGB2	227	88	1	0	6	269	69	12	2	202	3	0	77	1	6	881	5	37	138	0	1	8	106	7	1289	38	61	114	70	95	5	1142	59	9
ANXA5	110	377	1	1	3	171	307	5	1	119	6	0	358	0	7	376	4	35	649	0	3	0	655	4	486	28	596	61	1	49	21	414	66	7
NIPBL	289	131	2	0	12	303	99	22	3	203	17	0	80	0	25	634	9	62	203	3	0	14	222	15	452	84	126	86	42	113	6	397	47	3
CMBL	308	129	8	2	6	304	120	16	6	188	21	0	81	0	19	612	9	53	134	2	1	3	150	41	426	63	90	85	28	67	2	247	32	4
RICTOR	429	138	16	0	18	482	102	28	9	345	45	2	99	1	26	1244	25	140	167	1	0	5	240	83	897	164	114	251	25	168	2	782	131	29
ACSL6	455	180	7	0	13	479	119	44	12	321	37	5	156	0	20	1488	13	133	291	7	0	7	368	70	871	159	154	167	116	117	3	640	159	47
CREBRF	411	118	3	2	20	430	128	40	8	329	40	0	93	0	26	842	9	77	131	0	3	10	200	78	569	145	170	288	41	167	29	624	84	14
STK17A	486	46	0	2	27	429	16	23	1	353	6	4	17	0	21	1398	7	110	38	2	1	16	43	14	1330	198	76	95	111	203	22	1123	60	27
TRA2A	553	115	3	1	34	485	86	47	2	371	17	0	90	0	34	764	3	81	160	1	4	1	142	11	595	183	123	61	18	261	12	599	59	24
RPS14	11973	2393	5	3	316	11160	2118	540	7	10472	18	14	2665	3	870	34284	13	2867	4181	27	11	123	3024	38	17209	3150	3044	170	440	5284	55	22974	2997	640
SLU7	171	34	0	0	2	190	54	10	0	134	7	1	55	2	15	355	5	42	83	2	5	11	98	6	336	53	121	54	74	96	9	368	25	7
CAMLG	218	34	1	2	6	234	39	12	2	130	6	0	48	0	9	521	3	47	96	0	2	0	79	3	328	35	61	44	22	54	5	402	48	8
BRI3	154	658	1	0	3	156	534	7	5	113	42	0	560	2	6	377	28	22	928	1	1	3	1158	81	288	89	1168	613	9	81	21	385	35	7
RAD21	337	95	0	0	15	313	74	22	1	276	7	1	76	0	31	823	19	89	135	2	8	15	139	21	675	89	143	92	89	109	20	743	76	9
YWHAZ	1066	382	3	28	46	1180	398	92	16	975	48	1	332	22	89	2027	36	221	601	3	105	3	554	41	1660	303	733	332	17	720	349	1853	160	41
TP53INP1	62	21	1	0	9	51	14	8	1	55	2	0	18	0	9	105	3	49	25	1	0	0	45	4	119	67	43	42	5	94	5	260	22	8
PSIP1	320	31	0	1	13	309	21	19	1	168	2	0	21	4	20	1036	2	86	49	2	8	0	49	1	518	82	50	9	7	98	22	607	105	20
HNRNPK	703	428	3	6	27	610	277	34	5	428	27	16	228	4	33	1599	14	145	544	3	26	56	496	32	1147	211	453	162	201	285	79	1221	172	32
DYNLT3	80	18	1	2	5	79	17	3	2	44	4	0	13	5	3	182	0	20	26	0	6	0	32	7	101	25	37	15	1	51	47	174	16	6
GAPVD1	71	44	0	0	2	63	33	5	1	34	4	1	27	1	2	180	0	12	65	1	2	34	64	7	118	19	47	21	129	33	13	129	16	3
ATP7A	167	56	1	0	3	138	36	12	4	74	8	0	29	1	11	313	4	48	67	3	0	3	65	16	179	35	39	25	24	32	0	144	30	9
VCP	152	109	2	1	6	162	66	8	1	111	6	1	70	1	7	404	4	22	139	0	10	7	119	15	270	30	131	49	15	49	24	284	59	2
RPL36AL	1355	355	0	4	22	1828	423	73	2	1476	19	2	462	4	84	4035	8	268	683	3	4	36	623	11	2591	306	735	159	182	592	40	3505	451	53
BEND7	374	118	1	1	16	291	87	26	0	237	20	0	69	0	19	789	5	91	185	0	1	0	198	31	547	75	102	58	11	62	22	317	91	28
FAM204A	161	75	0	2	5	151	46	10	3	104	3	1	58	1	19	409	1	48	105	2	6	10	120	1	300	63	152	14	38	89	25	346	49	9
NSD1	209	58	3	1	8	215	50	11	1	146	6	0	60	1	9	621	3	74	131	0	4	5	132	10	320	89	112	45	11	65	8	327	52	19
GHITM	309	173	0	5	5	296	116	20	1	226	7	16	121	1	17	820	3	55	207	17	11	77	199	11	524	68	200	33	213	80	20	557	93	20
DDX21	662	351	18	0	36	405	308	72	10	378	50	1	327	1	34	1061	13	118	516	1	0	2	531	56	1236	385	429	92	22	709	1	1435	145	48
CCDC186	186	62	1	0	3	176	35	3	1	129	6	1	37	0	7	421	7	53	73	0	0	7	91	9	291	43	130	79	25	80	5	296	34	5
TCP11L2	114	22	1	0	12	122	24	12	2	84	8	14	15	0	7	291	3	16	16	27	1	52	16	2	191	51	27	39	294	74	3	227	14	3
RAB8B	121	73	6	2	3	115	43	10	4	64	14	0	46	4	4	251	9	28	114	0	6	3	154	22	211	42	112	150	8	72	13	173	12	3
COPS2	135	44	0	1	6	126	43	12	1	110	5	3	28	0	10	288	2	22	73	1	4	12	75	3	257	41	101	10	26	81	11	326	23	5
ARIH1	205	102	6	0	8	298	79	12	1	168	11	2	59	0	13	322	5	45	118	0	0	11	98	18	238	56	78	98	35	62	11	237	21	10
BORCS7	307	182	2	1	7	244	152	11	1	221	12	0	104	1	11	602	6	64	192	0	0	3	211	28	426	107	180	46	11	105	7	375	50	12
ANAPC16	582	166	0	0	16	582	122	39	2	456	6	2	130	1	48	1619	7	181	209	2	8	12	239	16	863	177	176	45	39	227	11	931	150	45
TAF10	213	70	0	7	6	177	83	6	1	128	2	2	85	4	9	497	1	36	171	1	12	10	132	7	300	73	188	37	17	70	27	377	44	1
ATP9B	1117	275	4	0	33	1116	196	85	5	747	30	0	214	1	79	3028	17	305	406	1	2	10	398	45	1751	313	290	84	16	341	4	1328	254	51
RPL27A	7039	1463	1	2	230	6425	1361	411	2	5486	13	5	1529	5	491	16263	6	1681	2174	5	4	43	1633	19	9457	2411	2032	75	237	3887	57	13536	1400	338
TMEM41B	159	59	0	1	3	136	26	7	3	81	5	0	41	0	12	288	3	22	56	0	0	0	86	13	236	40	66	48	1	42	6	190	26	5
PRKCB	259	232	2	9	23	290	154	61	3	211	33	3	138	7	47	670	20	216	254	0	35	1	233	58	415	200	211	171	4	307	127	449	64	33
B2M	9099	3190	13	132	162	20468	4502	743	108	7714	281	2	1991	221	362	39922	419	2587	7816	73	1199	34	7284	592	26454	2764	9869	5957	646	4890	3516	29957	2565	341
GOLM2	102	42	0	0	7	94	28	6	0	74	7	0	31	2	7	217	4	24	59	0	2	0	80	9	158	43	71	93	2	42	9	178	19	4
TERF2IP	360	62	0	9	13	390	47	28	1	287	8	50	39	6	19	702	4	54	85	60	25	228	99	18	669	99	107	63	1140	124	109	626	74	13
YWHAB	660	524	6	0	12	780	377	52	9	536	30	1	409	3	33	2043	13	170	715	1	6	3	671	55	1454	184	729	300	26	248	38	1397	203	38
TSC22D4	98	34	2	5	1	82	31	5	0	70	5	1	24	1	3	360	9	23	66	6	16	14	74	13	183	13	44	61	36	17	34	131	27	6
CCNDBP1	145	65	2	3	7	163	65	19	3	156	20	45	66	0	6	573	10	66	108	40	8	170	106	25	351	58	98	74	566	85	32	306	43	8
PDIA3	1002	542	2	1	28	938	355	51	4	734	44	1	352	0	54	2121	11	164	600	0	10	2	779	48	1716	269	598	145	17	326	55	1671	261	37
GOLGA2	103	59	4	0	4	100	29	10	1	75	8	0	31	1	6	358	6	39	82	0	10	0	69	27	200	46	61	62	5	28	40	172	42	7
CERCAM	436	212	13	1	18	389	139	34	6	298	35	0	142	7	30	850	14	82	225	0	3	1	269	45	532	104	135	109	11	89	5	398	56	27
ATP5MG	1488	654	7	4	48	1436	497	90	4	1069	29	2	530	6	89	3948	15	297	959	10	14	71	909	43	2712	364	839	214	331	478	84	2795	372	78
TPM4	119	173	3	61	11	145	97	14	6	115	41	0	99	55	16	511	7	42	249	0	195	0	270	19	382	60	266	116	18	53	804	364	43	11
RAB8A	99	77	0	6	5	126	88	11	1	82	7	0	77	8	9	274	7	37	169	0	35	0	143	9	200	48	163	48	7	43	119	217	28	8
GPX4	353	243	1	48	12	311	213	12	1	217	5	16	236	36	18	876	2	85	330	7	154	7	371	6	469	82	413	23	128	128	605	579	89	29
MIDN	195	326	5	1	9	176	323	5	14	157	94	2	308	1	26	288	24	29	518	0	1	1	483	93	234	42	507	339	7	48	4	237	19	2
GATAD2A	127	83	1	5	4	144	43	7	1	107	10	0	44	4	7	353	5	35	93	0	7	6	115	16	224	27	84	64	8	42	18	222	25	4
ANKRD11	469	196	1	2	11	525	166	47	3	367	18	0	194	1	23	1094	8	95	308	0	10	1	275	19	730	227	243	123	17	263	23	719	79	17
SPATA33	138	43	3	1	3	113	41	9	1	79	8	0	35	0	8	316	2	19	66	0	0	1	76	27	182	29	26	26	2	26	1	116	39	9
RPL13	16068	2681	1	2	545	15145	2513	882	1	12594	1	8	2994	6	1281	43239	3	4111	4525	19	11	106	3729	9	25185	5290	3328	71	562	7465	66	32408	4430	1037
TUBA1A	551	396	5	1	25	549	238	23	16	495	121	0	414	3	14	1118	40	82	356	1	9	1	440	54	609	68	619	266	16	309	34	1016	50	14
ZNF526	1389	468	16	0	56	1443	330	68	6	870	61	4	321	4	75	2772	25	230	515	0	0	5	649	79	2283	378	407	232	32	329	2	1460	262	58
EEF2	1192	498	0	2	50	1105	388	85	1	895	1	5	448	0	109	2974	0	336	632	4	2	52	653	5	1965	446	476	14	94	690	13	2138	282	67
SEMA6B	1509	565	20	0	56	1268	409	111	22	885	95	3	351	2	87	4387	41	502	893	1	3	3	1035	138	2488	484	361	278	30	313	0	1430	412	100
OTUB1	128	66	0	0	4	142	37	7	2	91	6	1	60	0	12	387	5	33	105	0	2	3	93	8	267	54	98	32	11	78	7	268	40	8
SRRM2	865	339	2	0	59	850	282	69	1	582	26	0	273	0	71	1881	9	225	440	0	1	5	435	35	1378	345	513	143	29	472	11	1305	147	43
FTH1	3622	9843	155	330	90	3591	8862	186	375	2478	2022	69	9374	366	194	6412	686	668	10953	204	1338	941	13876	1938	6085	1196	18485	14216	2954	1828	4459	6925	625	163
C2CD3	2478	977	20	10	124	2180	840	182	10	1670	102	2	855	9	181	6764	43	717	1393	5	16	22	1738	216	4077	885	1287	539	64	865	29	2969	623	165
SF1	1012	190	5	1	43	805	111	76	3	715	23	0	111	2	72	2047	13	196	225	2	1	8	226	31	1317	343	249	131	23	459	6	1589	227	61
MAP4K2	136	63	1	2	13	137	59	12	0	86	8	0	62	1	13	320	8	50	60	0	1	2	89	6	197	54	64	39	2	46	24	132	34	9
PAFAH1B2	84	61	1	0	3	85	46	6	2	46	12	0	45	0	11	213	9	29	126	0	0	6	109	17	152	49	86	89	17	78	6	119	23	4
HOOK3	127	115	1	1	5	158	102	10	0	93	10	0	101	2	8	388	1	34	173	0	4	0	149	6	240	62	130	41	2	66	27	198	21	4
MAPK1IP1L	195	81	0	0	8	224	62	23	0	164	4	0	75	2	13	322	1	28	103	0	2	2	100	7	406	83	124	33	5	105	8	388	29	5
LMBRD1	103	40	2	0	11	71	35	12	1	71	7	0	31	0	10	241	4	39	48	0	2	1	57	5	164	76	59	10	3	105	13	198	20	16
DNAJC7	423	233	1	0	19	388	186	31	1	269	5	0	202	1	23	992	1	119	314	0	0	0	348	12	692	180	308	47	13	156	15	679	102	27
PCMTD1	119	33	0	8	5	145	27	13	1	92	1	19	25	2	11	369	4	52	66	8	12	25	55	2	148	42	33	29	105	55	59	153	15	2
MPLKIP	106	28	1	0	6	76	26	6	1	54	4	0	34	0	8	363	3	38	76	0	2	0	64	3	197	25	63	13	8	31	2	162	39	7
IRF2	62	27	3	1	0	68	24	5	2	57	10	0	23	0	6	301	9	39	79	0	10	3	40	4	99	24	30	46	16	39	17	86	19	5
ARF4	135	83	0	2	5	125	49	6	1	97	11	7	47	1	8	226	4	21	93	2	16	36	95	15	165	24	107	74	137	39	56	197	34	6
SEPTIN2	344	199	5	2	7	306	125	27	3	215	8	1	128	1	19	771	10	72	212	1	16	6	262	22	619	102	200	46	25	122	57	498	66	8
TMUB2	103	29	2	0	5	77	33	5	0	46	7	0	29	1	8	331	3	42	101	0	0	12	79	10	177	35	47	56	19	59	9	126	34	14
STAT3	587	163	7	4	8	403	120	13	10	405	50	1	126	3	17	992	19	56	217	0	9	2	230	52	894	81	213	204	22	117	30	1094	131	14
DNAJC21	296	100	2	0	10	319	109	26	2	244	3	0	105	0	25	1155	4	127	225	1	0	4	172	14	797	138	306	81	25	233	22	766	131	44
TET2	68	142	2	0	4	77	114	10	8	42	41	1	94	0	3	169	16	19	183	1	4	2	196	19	130	44	158	124	10	40	13	116	12	2
C2orf68	494	182	7	0	23	522	196	38	4	357	22	0	155	0	27	2183	21	235	362	1	5	5	429	41	1115	190	142	72	12	131	7	571	228	75
ATP5ME	403	213	3	0	9	448	166	22	1	264	6	0	171	0	15	1132	5	95	357	2	5	14	343	10	779	122	212	38	21	124	17	755	161	17
