	G3R1_Cortex_3xTgAD	G3R3_Cortex_3xTgAD	G3R4_Cortex_3xTgAD	G3R10_Cortex_WT	G3R7_Cortex_WT	G3R9_Cortex_WT
ENSMUSG00000029831	0	0	0	1	1	0
ENSMUSG00000029832	141	208	215	226	171	240
ENSMUSG00000029833	842	892	814	950	905	794
ENSMUSG00000029836	2834	2927	2859	3096	2899	2952
ENSMUSG00000029837	60	59	37	137	48	93
ENSMUSG00000029838	4296	3803	4729	4355	5490	4007
ENSMUSG00000029840	7689	7470	8120	9099	7301	8605
ENSMUSG00000029843	308	410	701	312	319	320
ENSMUSG00000029844	0	0	1	0	0	0
ENSMUSG00000029847	37	29	22	42	25	19
ENSMUSG00000029848	1	0	0	0	0	0
ENSMUSG00000029851	30	30	40	22	28	35
ENSMUSG00000029859	46	51	54	40	57	46
ENSMUSG00000029860	960	1320	1026	1157	1074	1084
ENSMUSG00000029861	3717	5084	4358	5352	4188	5179
ENSMUSG00000029862	470	679	555	736	572	648
ENSMUSG00000029863	440	632	550	553	452	631
ENSMUSG00000029864	192	251	237	232	237	210
ENSMUSG00000029865	0	0	0	0	0	0
ENSMUSG00000029866	3	1	1	4	1	1
ENSMUSG00000029867	0	0	0	0	0	0
ENSMUSG00000029868	340	481	404	492	166	410
ENSMUSG00000029869	2909	4279	3864	4177	1645	3830
ENSMUSG00000029875	301	467	455	529	394	530
ENSMUSG00000029878	1075	1000	988	1068	1556	848
ENSMUSG00000029882	0	0	0	0	0	1
ENSMUSG00000029883	0	0	0	0	0	0
ENSMUSG00000029885	0	0	0	0	0	0
ENSMUSG00000029909	0	0	0	0	0	0
ENSMUSG00000029910	152	166	193	189	128	175
ENSMUSG00000029911	502	540	498	539	561	470
ENSMUSG00000029913	244	162	204	229	153	310
ENSMUSG00000029915	36	36	39	28	55	27
ENSMUSG00000029916	1046	1051	1076	1325	1049	1200
ENSMUSG00000029917	10	3	1	14	25	10
ENSMUSG00000029918	1110	1071	1201	1184	1251	1188
ENSMUSG00000029919	383	398	393	493	421	410
ENSMUSG00000029920	869	888	813	1019	847	961
ENSMUSG00000029922	2842	3419	3465	3410	2911	3378
ENSMUSG00000029923	0	3	3	2	1	0
ENSMUSG00000029924	1617	1562	1491	1596	1614	1676
ENSMUSG00000029925	123	143	127	176	128	158
ENSMUSG00000029992	1890	1883	1856	2163	1945	2155
ENSMUSG00000029993	819	884	895	948	1095	1002
ENSMUSG00000029994	160	183	225	226	138	250
ENSMUSG00000029998	2899	2978	2964	3495	3161	3367
ENSMUSG00000029999	666	692	732	1156	878	957
ENSMUSG00000030000	3542	3885	3623	4859	3092	5152
ENSMUSG00000030001	1	1	2	2	4	1
ENSMUSG00000030002	3655	4183	4346	4999	4448	5293
ENSMUSG00000030004	58	78	86	54	72	91
ENSMUSG00000030007	3676	3745	3814	4007	3916	3926
ENSMUSG00000030008	371	485	474	467	303	454
ENSMUSG00000030016	2938	3096	2953	4197	2713	3959
ENSMUSG00000030017	8	6	9	1	14	9
ENSMUSG00000030019	576	738	686	756	722	740
ENSMUSG00000030020	5774	5627	5466	7399	5553	7085
ENSMUSG00000030022	192	283	94	131	218	119
ENSMUSG00000030029	814	769	767	972	1385	926
ENSMUSG00000030030	629	772	609	727	818	639
ENSMUSG00000030031	196	222	257	235	205	275
ENSMUSG00000030032	1372	1974	1702	1698	1337	1725
ENSMUSG00000030034	237	246	244	243	288	258
ENSMUSG00000030035	605	586	649	628	714	555
ENSMUSG00000030036	608	672	598	630	798	663
ENSMUSG00000030037	442	506	449	501	526	484
ENSMUSG00000030041	6	5	5	4	7	2
ENSMUSG00000030042	750	663	871	881	884	870
ENSMUSG00000030043	48	36	31	86	221	58
ENSMUSG00000030045	728	740	727	930	794	859
ENSMUSG00000030046	0	0	0	0	0	0
ENSMUSG00000030047	219	400	304	365	111	384
ENSMUSG00000030048	60	31	75	45	84	40
ENSMUSG00000030049	0	0	0	0	0	0
ENSMUSG00000030050	0	0	1	1	4	1
ENSMUSG00000030051	224	239	278	342	295	383
ENSMUSG00000030054	3	11	9	3	9	5
ENSMUSG00000030055	805	1096	969	984	1002	1072
ENSMUSG00000030056	537	669	634	643	659	644
ENSMUSG00000030057	5327	5939	5601	5623	5415	5633
ENSMUSG00000030058	8804	9198	9538	9784	8972	9819
ENSMUSG00000030059	800	861	825	1087	758	1084
ENSMUSG00000030060	901	1091	921	1053	1083	1000
ENSMUSG00000030061	1940	1947	2053	2237	1872	2288
ENSMUSG00000030062	2771	2716	2831	3142	3221	2867
ENSMUSG00000030064	594	641	788	935	522	888
ENSMUSG00000030067	2142	2620	2466	4081	1446	3234
ENSMUSG00000030068	896	1079	876	1318	919	1118
ENSMUSG00000030069	6	7	2	4	15	3
ENSMUSG00000030074	25	19	25	18	25	22
ENSMUSG00000030075	1372	1447	1226	1439	1033	1155
ENSMUSG00000030077	3867	2700	2756	4071	3572	3243
ENSMUSG00000030079	1034	1105	1001	1051	1098	1090
ENSMUSG00000030082	1805	2021	2082	1929	2029	1972
ENSMUSG00000030083	1185	1779	1339	1365	1240	1350
ENSMUSG00000030084	4138	4550	4718	4778	4808	4982
ENSMUSG00000030086	1029	1045	1008	1230	1147	1010
ENSMUSG00000030087	1161	1900	1860	1245	1289	1740
ENSMUSG00000030088	1862	2703	2266	2234	2091	2304
ENSMUSG00000030089	98	114	118	134	119	100
ENSMUSG00000030091	1608	1984	1532	1764	1720	1601
ENSMUSG00000030092	492	618	473	623	696	494
ENSMUSG00000030093	266	135	222	264	513	231
ENSMUSG00000030094	745	894	767	1028	801	862
ENSMUSG00000030095	950	987	988	1102	1214	981
ENSMUSG00000030096	6205	6928	6090	6858	6912	5337
ENSMUSG00000030098	919	1536	1405	1415	1269	1421
ENSMUSG00000030101	673	709	691	699	685	679
ENSMUSG00000030102	11381	15558	14432	26024	9210	25449
ENSMUSG00000030103	2761	4500	4639	3224	3531	5273
ENSMUSG00000030104	600	774	759	988	750	950
ENSMUSG00000030105	4712	4772	5020	5925	5157	5350
ENSMUSG00000030107	25	30	65	45	51	45
ENSMUSG00000030108	249	506	793	302	342	259
ENSMUSG00000030109	48	104	224	49	39	49
ENSMUSG00000030110	115	89	82	116	141	90
ENSMUSG00000030111	66	118	140	63	97	117
ENSMUSG00000030114	2	2	1	3	6	1
ENSMUSG00000030116	3	1	4	2	1	4
ENSMUSG00000030117	0	0	0	0	1	1
ENSMUSG00000030120	7730	9088	8313	8772	8845	8180
ENSMUSG00000030122	7547	8769	7913	8967	9122	7351
ENSMUSG00000030123	3048	3781	2955	3559	4665	2591
ENSMUSG00000030124	83	99	96	116	121	78
ENSMUSG00000030125	109	85	81	82	171	57
ENSMUSG00000030126	2585	2421	2646	3031	2992	3007
ENSMUSG00000030127	2783	2875	2748	2915	3102	2873
ENSMUSG00000030131	0	0	0	0	0	0
ENSMUSG00000030134	8490	8676	7409	8911	11967	7128
ENSMUSG00000030137	207	283	232	351	243	420
ENSMUSG00000030138	1485	1735	1430	1769	1625	1565
ENSMUSG00000030142	0	2	0	0	0	0
ENSMUSG00000030143	0	0	0	0	0	0
ENSMUSG00000030144	2	0	1	1	0	1
ENSMUSG00000030145	353	423	419	453	344	445
ENSMUSG00000030147	1	1	1	0	0	0
ENSMUSG00000030148	44	41	44	31	36	28
ENSMUSG00000030149	0	0	0	0	1	0
ENSMUSG00000030154	0	0	0	1	0	0
ENSMUSG00000030155	0	1	0	0	0	1
ENSMUSG00000030156	0	0	0	1	0	1
ENSMUSG00000030157	73	90	125	141	118	105
ENSMUSG00000030158	0	0	0	0	0	0
ENSMUSG00000030159	7	3	4	4	3	1
ENSMUSG00000030160	0	0	0	0	0	0
ENSMUSG00000030161	11253	12948	12080	13150	12392	12973
ENSMUSG00000030162	0	0	1	1	0	0
ENSMUSG00000030165	2	0	0	1	1	0
ENSMUSG00000030166	994	1085	913	1032	984	991
ENSMUSG00000030167	0	0	0	0	0	0
ENSMUSG00000030168	1293	2014	1989	2200	1660	2527
ENSMUSG00000030170	715	889	852	895	872	869
ENSMUSG00000030172	1894	1711	1655	1999	2092	1802
ENSMUSG00000030173	0	0	0	0	0	0
ENSMUSG00000030177	271	341	318	437	318	395
ENSMUSG00000030178	0	0	0	0	0	0
ENSMUSG00000030180	1236	1298	1297	2045	1086	1778
ENSMUSG00000030187	3	11	6	10	17	11
ENSMUSG00000030188	95	106	79	114	115	127
ENSMUSG00000030189	1292	1779	1687	1759	1183	1648
ENSMUSG00000030194	0	0	0	0	0	0
ENSMUSG00000030196	0	0	0	0	0	0
ENSMUSG00000030199	658	1040	959	950	541	895
ENSMUSG00000030200	0	4	1	2	2	2
ENSMUSG00000030201	1531	1601	1593	2337	1425	2302
ENSMUSG00000030203	508	619	664	673	408	590
ENSMUSG00000030204	1111	1178	1138	1258	1136	1109
ENSMUSG00000030205	0	1	2	6	4	4
ENSMUSG00000030206	55	76	52	66	54	71
ENSMUSG00000030207	4227	4940	4766	5337	4223	5253
ENSMUSG00000030208	54	116	92	32	54	45
ENSMUSG00000030209	8739	7197	7342	16588	9126	12541
ENSMUSG00000030213	2252	2417	2487	3525	2109	3519
ENSMUSG00000030214	27	26	37	5	3	5
ENSMUSG00000030216	2991	2696	2587	2271	2273	1820
ENSMUSG00000030217	0	0	0	0	4	2
ENSMUSG00000030218	197	288	328	204	230	251
ENSMUSG00000030219	2	2	0	1	2	1
ENSMUSG00000030220	163	164	142	153	238	142
ENSMUSG00000030222	235	105	93	253	311	274
ENSMUSG00000030223	1139	441	498	595	2093	483
ENSMUSG00000030224	2745	2563	2675	3117	2909	2733
ENSMUSG00000030225	85	68	76	100	118	78
ENSMUSG00000030226	1889	1233	1467	2842	5841	2595
ENSMUSG00000030228	27	21	15	23	13	32
ENSMUSG00000030230	44	9	14	48	163	23
ENSMUSG00000030231	3164	4295	3318	4743	3377	4385
ENSMUSG00000030232	1722	1921	1971	2288	1864	2347
ENSMUSG00000030235	2413	2131	2613	2826	2703	2416
ENSMUSG00000030236	31	6	22	30	20	15
ENSMUSG00000030237	2042	2142	2646	3844	2808	2987
ENSMUSG00000030243	1095	1288	1237	1464	1169	1456
ENSMUSG00000030244	4	1	5	5	4	4
ENSMUSG00000030245	1013	1096	1069	1288	1112	1279
ENSMUSG00000030246	8866	12062	11989	11605	9191	11488
ENSMUSG00000030247	105	174	151	102	105	135
ENSMUSG00000030249	290	562	321	395	239	321
ENSMUSG00000030254	268	294	218	333	293	311
ENSMUSG00000030255	367	392	439	700	380	376
ENSMUSG00000030256	1036	1125	1309	1179	1099	1534
ENSMUSG00000030257	13682	14010	13682	15620	14231	13718
ENSMUSG00000030259	741	670	783	1015	1056	1123
ENSMUSG00000030263	73	72	66	98	120	84
ENSMUSG00000030264	741	647	646	768	716	745
ENSMUSG00000030265	2400	2466	2639	3833	2748	3651
ENSMUSG00000030268	1961	2409	2567	2763	2063	2727
ENSMUSG00000030269	634	784	720	745	749	765
ENSMUSG00000030270	1244	2659	2525	2687	584	2961
ENSMUSG00000030271	594	734	585	597	809	589
ENSMUSG00000030272	2073	2508	2034	2165	2599	1853
ENSMUSG00000030275	10851	10938	11100	14895	10537	14233
ENSMUSG00000030276	1678	1825	1769	1688	2027	1719
ENSMUSG00000030278	1	1	1	1	0	0
ENSMUSG00000030279	3401	3678	3558	4222	3715	4250
ENSMUSG00000030281	144	229	186	165	118	174
ENSMUSG00000030282	2116	2226	2093	2373	2453	2479
ENSMUSG00000030283	1453	1379	1477	1838	1511	1779
ENSMUSG00000030284	1799	2081	1787	2018	2235	1837
ENSMUSG00000030286	1462	1639	1763	1779	1710	1727
ENSMUSG00000030287	697	748	786	994	688	1022
ENSMUSG00000030291	437	498	547	484	474	555
ENSMUSG00000030292	0	4	2	7	4	6
ENSMUSG00000030298	1215	1337	1346	1350	1373	1339
ENSMUSG00000030301	609	711	723	1097	952	969
ENSMUSG00000030302	15065	21194	19861	25731	11758	24100
ENSMUSG00000030303	1734	1736	1647	2099	1679	1834
ENSMUSG00000030304	1582	1684	1622	1879	1504	1660
ENSMUSG00000030306	2575	2858	2801	3983	2621	3765
ENSMUSG00000030307	3537	3488	3719	4086	5877	3544
ENSMUSG00000030309	406	529	488	565	510	506
ENSMUSG00000030310	12324	12951	12690	13823	17324	13025
ENSMUSG00000030313	1950	2276	2257	3257	1446	3547
ENSMUSG00000030314	884	1011	984	960	967	914
ENSMUSG00000030315	957	1134	1133	1039	930	1077
ENSMUSG00000030316	413	481	442	440	532	473
ENSMUSG00000030317	1066	1132	1083	1242	1296	1194
ENSMUSG00000030319	150	132	99	125	192	96
ENSMUSG00000030321	354	468	340	362	467	339
ENSMUSG00000030322	428	555	458	556	447	642
ENSMUSG00000030323	1423	1376	1236	1304	1680	1182
ENSMUSG00000030324	9	8	10	13	20	8
ENSMUSG00000030325	3	0	0	0	0	0
ENSMUSG00000030327	4292	4375	4410	4500	4278	4407
ENSMUSG00000030329	3796	4579	4200	4451	4766	3735
ENSMUSG00000030330	1224	1428	1329	1361	1396	1224
ENSMUSG00000030335	773	870	852	883	913	911
ENSMUSG00000030336	5	7	6	19	3	22
ENSMUSG00000030337	3057	4595	4762	5750	3542	6587
ENSMUSG00000030339	175	185	185	152	206	176
ENSMUSG00000030340	193	193	228	254	105	331
ENSMUSG00000030341	235	276	245	206	321	206
ENSMUSG00000030342	578	598	898	752	719	831
ENSMUSG00000030344	15	8	7	11	18	9
ENSMUSG00000030345	5	6	11	12	14	10
ENSMUSG00000030346	66	82	61	79	72	54
ENSMUSG00000030347	873	908	988	1048	858	1033
ENSMUSG00000030350	2406	2424	2453	2821	2424	2638
ENSMUSG00000030351	88	113	124	134	56	223
ENSMUSG00000030352	1360	1214	1062	1352	1663	1178
ENSMUSG00000030353	56	87	64	66	73	79
ENSMUSG00000030357	2131	2153	2633	2574	2593	2628
ENSMUSG00000030359	89	50	80	98	138	81
ENSMUSG00000030361	8	3	9	3	10	2
ENSMUSG00000030363	0	0	0	1	0	0
ENSMUSG00000030364	7	12	7	2	13	7
ENSMUSG00000030365	2	2	5	7	6	4
ENSMUSG00000030366	0	0	0	0	0	0
ENSMUSG00000030368	0	0	0	0	0	0
ENSMUSG00000030373	2	4	1	0	0	0
ENSMUSG00000030374	7225	8415	7959	8359	7814	7759
ENSMUSG00000030376	7624	8845	8850	9428	7590	8471
ENSMUSG00000030378	0	1	0	2	0	1
ENSMUSG00000030380	671	676	547	639	653	436
ENSMUSG00000030382	22	40	46	33	27	32
ENSMUSG00000030385	47	33	26	24	12	18
ENSMUSG00000030386	440	485	480	524	441	541
ENSMUSG00000030393	548	531	574	592	505	621
ENSMUSG00000030397	1547	1868	1665	1722	1974	1753
ENSMUSG00000030399	66	75	44	80	57	40
ENSMUSG00000030400	1036	1373	1131	1147	1316	1003
ENSMUSG00000030401	1806	2519	2133	2369	2288	2299
ENSMUSG00000030402	10	16	15	13	4	10
ENSMUSG00000030403	333	419	367	391	456	286
ENSMUSG00000030406	84	111	57	86	90	65
ENSMUSG00000030407	279	313	352	316	344	322
ENSMUSG00000030409	1325	1579	1749	1396	1958	1437
ENSMUSG00000030410	2807	3001	2618	2968	3304	2503
ENSMUSG00000030411	2555	2722	2412	3048	3105	2356
ENSMUSG00000030413	49	87	50	51	56	57
ENSMUSG00000030417	747	812	756	788	807	776
ENSMUSG00000030421	1512	1558	1488	2139	1624	1714
ENSMUSG00000030423	333	410	314	718	642	682
ENSMUSG00000030424	415	461	483	359	367	397
ENSMUSG00000030427	13	21	7	1	1	0
ENSMUSG00000030428	16471	20834	19052	18095	20312	17727
ENSMUSG00000030431	64	67	60	54	59	72
ENSMUSG00000030432	1897	2377	2327	2336	2615	2377
ENSMUSG00000030433	6	5	11	8	2	3
ENSMUSG00000030435	3922	4460	4147	4563	4984	4053
ENSMUSG00000030443	293	288	289	282	339	298
ENSMUSG00000030446	181	160	161	209	172	183
ENSMUSG00000030447	3018	2951	2953	3537	3383	3438
ENSMUSG00000030450	7	9	9	13	13	10
ENSMUSG00000030451	6746	7388	6935	12115	6518	12790
ENSMUSG00000030452	953	1023	959	1211	1069	1169
ENSMUSG00000030463	0	0	0	0	0	0
ENSMUSG00000030465	13508	14742	13215	20269	11423	19022
ENSMUSG00000030468	8	18	4	14	7	4
ENSMUSG00000030469	426	401	458	516	424	510
ENSMUSG00000030470	0	0	0	1	0	1
ENSMUSG00000030471	880	875	705	915	775	814
ENSMUSG00000030472	0	1	3	0	3	1
ENSMUSG00000030474	32	19	19	27	35	23
ENSMUSG00000030483	0	0	0	0	0	0
ENSMUSG00000030484	0	0	0	0	0	0
ENSMUSG00000030486	139	147	131	223	125	165
ENSMUSG00000030491	24	12	12	33	30	20
ENSMUSG00000030492	0	0	0	3	0	4
ENSMUSG00000030493	84	88	92	96	91	76
ENSMUSG00000030494	184	207	234	221	217	279
ENSMUSG00000030495	3413	3907	3878	3894	3937	3727
ENSMUSG00000030498	488	556	515	700	534	619
ENSMUSG00000030499	283	323	358	299	290	357
ENSMUSG00000030500	797	773	975	933	834	1198
ENSMUSG00000030505	618	773	752	1003	843	953
ENSMUSG00000030507	0	0	0	0	0	0
ENSMUSG00000030509	508	564	533	614	593	563
ENSMUSG00000030510	19	21	21	32	29	28
ENSMUSG00000030512	635	578	617	632	630	614
ENSMUSG00000030513	510	594	652	546	552	649
ENSMUSG00000030515	1069	1082	1129	1480	1081	1269
ENSMUSG00000030516	3116	3503	3882	4516	3367	4357
ENSMUSG00000030518	4269	3789	3366	4435	4152	3650
ENSMUSG00000030519	7297	8703	7970	8428	7671	8220
ENSMUSG00000030521	452	442	550	498	537	552
ENSMUSG00000030522	674	900	787	962	684	975
ENSMUSG00000030523	24	28	14	26	35	8
ENSMUSG00000030525	398	270	298	512	351	469
ENSMUSG00000030527	945	935	816	897	1088	906
ENSMUSG00000030528	253	345	282	394	241	308
ENSMUSG00000030530	1036	1050	906	1019	1238	956
ENSMUSG00000030532	340	427	388	414	371	375
ENSMUSG00000030533	1156	1611	1499	1194	1563	1393
ENSMUSG00000030534	884	965	923	945	1003	929
ENSMUSG00000030536	1064	1280	1125	1377	1295	1328
ENSMUSG00000030538	303	305	286	269	339	256
ENSMUSG00000030539	709	754	709	712	994	755
ENSMUSG00000030541	1294	1741	1434	1363	1557	1358
ENSMUSG00000030543	74	65	61	6	12	4
ENSMUSG00000030544	2	1	0	1	0	0
ENSMUSG00000030545	295	315	324	311	319	315
ENSMUSG00000030546	3	1	2	2	3	2
ENSMUSG00000030549	78	53	31	42	93	22
ENSMUSG00000030551	710	288	269	350	1417	250
ENSMUSG00000030553	25	16	18	23	37	15
ENSMUSG00000030554	1668	1560	1569	1936	1431	1899
ENSMUSG00000030555	134	138	170	181	158	162
ENSMUSG00000030556	569	595	593	675	581	589
ENSMUSG00000030557	4306	4289	4338	5965	4132	5099
ENSMUSG00000030559	23	3	8	12	32	3
ENSMUSG00000030560	210	221	259	241	266	220
ENSMUSG00000030562	4	3	2	5	19	4
ENSMUSG00000030577	2	11	11	0	0	3
ENSMUSG00000030579	252	230	254	196	329	205
ENSMUSG00000030583	2018	1366	1862	2158	2217	2089
ENSMUSG00000030584	1279	1589	1621	1502	2064	1755
ENSMUSG00000030587	99	135	134	149	115	143
ENSMUSG00000030588	443	567	536	611	452	581
ENSMUSG00000030589	277	326	347	413	340	355
ENSMUSG00000030590	536	622	730	808	595	757
ENSMUSG00000030591	1683	1779	1866	1916	1946	1865
ENSMUSG00000030592	1114	937	1058	1166	1431	1062
ENSMUSG00000030595	759	951	887	882	779	903
ENSMUSG00000030598	59	88	66	53	49	84
ENSMUSG00000030600	1371	1651	1344	1627	1771	1386
ENSMUSG00000030602	3446	4109	3873	4167	4628	3953
ENSMUSG00000030603	1934	2091	2124	1930	2082	2080
ENSMUSG00000030604	64	71	59	83	38	81
ENSMUSG00000030605	5936	4998	5829	4786	7859	4437
ENSMUSG00000030606	55	34	42	37	73	38
ENSMUSG00000030607	120	154	157	200	203	257
ENSMUSG00000030609	591	554	638	688	731	731
ENSMUSG00000030610	139	177	138	177	169	200
ENSMUSG00000030611	544	622	577	701	689	655
ENSMUSG00000030612	502	501	488	581	551	510
ENSMUSG00000030613	525	509	568	596	618	504
ENSMUSG00000030614	627	617	606	664	678	801
ENSMUSG00000030615	674	833	846	883	766	761
ENSMUSG00000030616	2405	4339	3683	3529	1119	3148
ENSMUSG00000030617	2	1	0	3	1	0
ENSMUSG00000030619	513	619	589	659	592	690
ENSMUSG00000030621	2139	2645	2351	2858	2086	2318
ENSMUSG00000030623	143	211	223	249	180	261
ENSMUSG00000030629	1461	1676	1714	1872	1477	1773
ENSMUSG00000030630	807	1071	1085	1619	1169	1458
ENSMUSG00000030636	7	10	7	5	6	10
ENSMUSG00000030638	917	909	875	1137	1025	1123
ENSMUSG00000030641	19	25	14	25	16	20
ENSMUSG00000030643	267	306	333	638	235	596
ENSMUSG00000030647	1038	1168	996	1167	1198	1199
ENSMUSG00000030649	533	603	622	595	652	552
ENSMUSG00000030650	8	2	7	12	5	5
ENSMUSG00000030651	0	0	0	1	0	0
ENSMUSG00000030652	304	329	294	328	320	264
ENSMUSG00000030653	16353	17597	15814	15694	19357	13400
ENSMUSG00000030654	5242	6206	5583	5022	5190	4990
ENSMUSG00000030655	4606	5238	4832	6756	4961	7243
ENSMUSG00000030657	864	831	781	1010	996	878
ENSMUSG00000030659	419	402	330	385	409	318
ENSMUSG00000030660	844	954	904	1183	772	1117
ENSMUSG00000030662	4360	4253	4286	4937	3966	4692
ENSMUSG00000030663	2115	2276	2257	2462	2041	2365
ENSMUSG00000030664	5	2	1	3	1	5
ENSMUSG00000030666	18	12	6	4	16	6
ENSMUSG00000030669	37	23	13	17	30	14
ENSMUSG00000030670	11	12	5	24	7	14
ENSMUSG00000030671	604	621	572	714	707	554
ENSMUSG00000030672	14	16	18	17	14	16
ENSMUSG00000030674	15	8	10	7	14	3
ENSMUSG00000030677	306	370	314	306	390	305
ENSMUSG00000030678	3689	4127	4135	4545	5005	3781
ENSMUSG00000030680	8082	11503	10246	11357	8339	11708
ENSMUSG00000030681	471	611	569	499	515	500
ENSMUSG00000030682	2833	3455	2965	3140	3002	3071
ENSMUSG00000030683	8591	11207	9816	10347	9207	10279
ENSMUSG00000030685	2811	3223	3148	3132	3203	2999
ENSMUSG00000030688	801	1360	1122	1648	1181	1712
ENSMUSG00000030689	1628	1880	1834	1627	1945	1507
ENSMUSG00000030691	1467	1518	1473	1814	2128	1658
ENSMUSG00000030693	9	3	4	7	6	31
ENSMUSG00000030695	31403	35513	30701	32110	31647	30646
ENSMUSG00000030697	710	743	830	752	773	692
ENSMUSG00000030699	38	69	76	64	47	57
ENSMUSG00000030701	4737	6844	8339	7932	5318	8943
ENSMUSG00000030703	632	960	967	637	748	784
ENSMUSG00000030704	13693	14516	14954	14606	11493	14785
ENSMUSG00000030706	2816	3089	3128	3015	2322	3177
ENSMUSG00000030707	2334	2858	2381	2393	2399	2354
ENSMUSG00000030708	8	4	9	11	9	6
ENSMUSG00000030711	243	573	352	351	318	417
ENSMUSG00000030713	3	1	5	3	6	5
ENSMUSG00000030714	323	374	368	375	330	473
ENSMUSG00000030717	79	120	164	197	153	202
ENSMUSG00000030718	5217	7444	6411	6393	4447	6477
ENSMUSG00000030720	548	628	585	599	716	629
ENSMUSG00000030722	209	281	253	250	259	277
ENSMUSG00000030724	0	3	2	2	2	0
ENSMUSG00000030725	80	74	70	55	76	48
ENSMUSG00000030726	1026	1148	1094	1167	1006	1065
ENSMUSG00000030727	382	504	503	453	495	428
ENSMUSG00000030729	9023	8211	7917	10602	6246	9138
ENSMUSG00000030730	14	23	42	21	27	14
ENSMUSG00000030731	1533	1949	1572	1787	1746	1650
ENSMUSG00000030732	83	35	42	184	296	123
ENSMUSG00000030733	2374	2605	2644	2529	2491	2337
ENSMUSG00000030735	1	1	3	0	0	2
ENSMUSG00000030737	654	772	805	577	705	529
ENSMUSG00000030738	4139	4170	4313	4560	3975	4364
ENSMUSG00000030739	1045	1348	1225	1356	1140	1354
ENSMUSG00000030741	1789	2182	1978	2007	1977	1837
ENSMUSG00000030742	31	38	39	31	44	40
ENSMUSG00000030744	4689	5237	5449	5314	5496	5226
ENSMUSG00000030745	44	38	63	41	63	38
ENSMUSG00000030747	1591	1591	1440	1318	1344	1254
ENSMUSG00000030748	126	217	165	192	183	191
ENSMUSG00000030750	320	270	296	251	329	221
ENSMUSG00000030751	2054	1951	2029	2147	2021	1994
ENSMUSG00000030752	205	205	191	209	181	165
ENSMUSG00000030753	1916	2089	1969	2082	2045	1970
ENSMUSG00000030754	1709	1732	1874	2518	2088	2431
ENSMUSG00000030757	598	698	497	1182	434	905
ENSMUSG00000030759	3791	4197	3779	5372	3868	4965
ENSMUSG00000030760	379	402	365	523	381	452
ENSMUSG00000030761	73	85	85	100	91	97
ENSMUSG00000030762	0	0	1	0	0	0
ENSMUSG00000030763	1716	1781	1771	1967	2017	2126
ENSMUSG00000030766	1070	1179	1142	1387	1136	1285
ENSMUSG00000030768	263	328	281	317	274	268
ENSMUSG00000030769	46	52	29	58	50	54
ENSMUSG00000030770	1580	1973	2073	2095	1460	2156
ENSMUSG00000030771	143	162	208	255	197	259
ENSMUSG00000030772	7973	11381	11437	10382	5198	11695
ENSMUSG00000030774	9675	11167	11843	13579	9058	13836
ENSMUSG00000030775	16	20	11	30	22	24
ENSMUSG00000030779	3166	3321	3318	3912	3285	3581
ENSMUSG00000030780	665	751	659	616	848	622
ENSMUSG00000030781	189	220	188	146	244	182
ENSMUSG00000030782	343	433	323	276	460	235
ENSMUSG00000030785	38	54	56	43	51	56
ENSMUSG00000030786	534	481	542	524	697	425
ENSMUSG00000030787	26	18	56	10	40	14
ENSMUSG00000030788	2826	2747	2838	3073	2895	2956
ENSMUSG00000030789	8	5	13	4	9	4
ENSMUSG00000030790	26	206	67	41	42	47
ENSMUSG00000030792	219	379	372	314	219	414
ENSMUSG00000030793	31	42	42	38	37	22
ENSMUSG00000030795	8453	10085	9576	9891	10120	9544
ENSMUSG00000030796	53	78	94	73	68	65
ENSMUSG00000030798	126	132	157	134	156	126
ENSMUSG00000030800	23	10	5	10	62	5
ENSMUSG00000030801	831	936	932	807	885	866
ENSMUSG00000030802	894	1038	891	1070	940	981
ENSMUSG00000030804	453	449	537	403	578	457
ENSMUSG00000030805	1626	2070	2136	2066	1951	1992
ENSMUSG00000030806	13273	16571	16137	15674	14807	14689
ENSMUSG00000030811	2590	2820	2700	2897	3630	2597
ENSMUSG00000030814	375	454	403	478	495	408
ENSMUSG00000030815	1712	1962	1767	1839	2138	1773
ENSMUSG00000030816	1960	2282	2195	2159	2131	2108
ENSMUSG00000030822	1404	1488	1549	1549	1636	1539
ENSMUSG00000030823	139	151	128	153	130	157
ENSMUSG00000030824	1810	1870	1732	1910	2136	1600
ENSMUSG00000030825	5	7	10	32	5	17
ENSMUSG00000030826	635	794	637	632	765	667
ENSMUSG00000030827	0	0	0	3	2	1
ENSMUSG00000030830	58	60	57	69	28	76
ENSMUSG00000030834	176	157	204	76	82	73
ENSMUSG00000030835	2575	2567	2538	3197	3799	3106
ENSMUSG00000030838	9	3	5	13	37	31
ENSMUSG00000030839	1353	1448	1336	1434	1730	1353
ENSMUSG00000030842	1551	1758	1646	1779	1782	1709
ENSMUSG00000030844	462	470	495	609	672	534
ENSMUSG00000030846	3409	3591	3590	4060	3994	3716
ENSMUSG00000030847	199	220	225	259	273	277
ENSMUSG00000030849	34395	37573	36434	43728	36244	42707
ENSMUSG00000030850	2429	2217	2181	2555	2455	2313
ENSMUSG00000030851	0	0	0	2	0	1
ENSMUSG00000030852	2723	2775	2573	3004	3185	2730
