HOG	OG	Gene Tree Parent Clade	Prokka on dataset 1_ faa	Prokka on dataset 2_ faa	Prokka on dataset 3_ faa	Prokka on dataset 4_ faa
N0.HOG0001350	OG0001307	n0	KBS0714_01574	SA211_01284	AS2_01350	KD33716_01243
N0.HOG0001351	OG0001308	n0	KBS0714_01575	SA211_01285	AS2_01349	KD33716_01242
N0.HOG0001352	OG0001309	n0	KBS0714_01576	SA211_01286	AS2_01348	KD33716_01241
N0.HOG0001353	OG0001310	n0	KBS0714_01577	SA211_01287	AS2_01346	KD33716_01239
N0.HOG0001354	OG0001311	n0	KBS0714_01578	SA211_01288	AS2_01345	KD33716_01238
N0.HOG0001355	OG0001312	n0	KBS0714_01579	SA211_01289	AS2_01344	KD33716_01237
N0.HOG0001356	OG0001313	n0	KBS0714_01580	SA211_01290	AS2_01343	KD33716_01236
N0.HOG0001357	OG0001314	n0	KBS0714_01587	SA211_01298	AS2_01335	KD33716_01233
N0.HOG0001358	OG0001315	n0	KBS0714_01589	SA211_01300	AS2_01333	KD33716_01231
N0.HOG0001359	OG0001316	n0	KBS0714_01591	SA211_01303	AS2_01300	KD33716_01219
N0.HOG0001360	OG0001317	n0	KBS0714_01594	SA211_01306	AS2_01327	KD33716_01215
N0.HOG0001361	OG0001318	n0	KBS0714_01595	SA211_01307	AS2_01301	KD33716_01214
N0.HOG0001362	OG0001319	n0	KBS0714_01597	SA211_01309	AS2_01298	KD33716_01207
N0.HOG0001363	OG0001320	n0	KBS0714_01598	SA211_01310	AS2_01295	KD33716_01204
N0.HOG0001364	OG0001321	n0	KBS0714_01599	SA211_01311	AS2_01294	KD33716_01203
N0.HOG0001365	OG0001322	n0	KBS0714_01600	SA211_01312	AS2_01293	KD33716_01202
N0.HOG0001366	OG0001323	n0	KBS0714_01602	SA211_01314	AS2_01292	KD33716_01200
N0.HOG0001367	OG0001324	n0	KBS0714_01603	SA211_01315	AS2_01291	KD33716_01199
N0.HOG0001368	OG0001325	n0	KBS0714_01610	SA211_01321	AS2_01288	KD33716_01193
N0.HOG0001369	OG0001326	n0	KBS0714_01611	SA211_01322	AS2_01287	KD33716_01192
N0.HOG0001370	OG0001327	n0	KBS0714_01612	SA211_01323	AS2_01286	KD33716_01191
N0.HOG0001371	OG0001328	n0	KBS0714_01614	SA211_01324	AS2_01285	KD33716_01189
N0.HOG0001372	OG0001329	n0	KBS0714_01623	SA211_01646	AS2_00902	KD33716_00841
N0.HOG0001373	OG0001330	n0	KBS0714_01626	SA211_01332	AS2_01271	KD33716_01181
N0.HOG0001374	OG0001331	n0	KBS0714_01628	SA211_01333	AS2_01268	KD33716_01176
N0.HOG0001375	OG0001332	n0	KBS0714_01629	SA211_01334	AS2_01267	KD33716_01175
N0.HOG0001376	OG0001333	n0	KBS0714_01630	SA211_01335	AS2_01266	KD33716_01174
N0.HOG0001377	OG0001334	n0	KBS0714_01631	SA211_01336	AS2_00143, AS2_01265	
N0.HOG0001378	OG0001335	n0	KBS0714_01632	SA211_01337	AS2_01263	KD33716_01172
N0.HOG0001379	OG0001336	n0	KBS0714_01633	SA211_01338	AS2_01262	KD33716_01171
N0.HOG0001380	OG0001337	n0	KBS0714_01634	SA211_01339	AS2_01261	KD33716_01170
N0.HOG0001381	OG0001338	n0	KBS0714_01635	SA211_01340	AS2_01260	KD33716_01169
N0.HOG0001382	OG0001339	n0	KBS0714_01636	SA211_01341	AS2_01259	KD33716_01168
N0.HOG0001383	OG0001340	n0	KBS0714_01637	SA211_01342	AS2_01258	KD33716_01167
N0.HOG0001384	OG0001341	n0	KBS0714_01638	SA211_01343	AS2_01257	KD33716_01166
N0.HOG0001385	OG0001342	n0	KBS0714_01639	SA211_01344	AS2_01256	KD33716_01165
N0.HOG0001386	OG0001343	n0	KBS0714_01640	SA211_01345	AS2_01255	KD33716_01164
N0.HOG0001387	OG0001344	n0	KBS0714_01641	SA211_01346	AS2_01254	KD33716_01163
N0.HOG0001388	OG0001345	n0	KBS0714_01642	SA211_01347	AS2_01251	KD33716_01162
N0.HOG0001389	OG0001346	n0	KBS0714_01643	SA211_01348	AS2_01250	KD33716_01161
N0.HOG0001390	OG0001347	n0	KBS0714_01644	SA211_01349	AS2_01249	KD33716_01160
N0.HOG0001391	OG0001348	n0	KBS0714_01645	SA211_01350	AS2_01248	KD33716_01159
N0.HOG0001392	OG0001349	n0	KBS0714_01646	SA211_01351	AS2_01247	KD33716_01158
N0.HOG0001393	OG0001350	n0	KBS0714_01647	SA211_01352	AS2_01246	KD33716_01157
N0.HOG0001394	OG0001351	n0	KBS0714_01648	SA211_01353	AS2_01245	KD33716_01156
N0.HOG0001395	OG0001352	n0	KBS0714_01649	SA211_01354	AS2_01244	KD33716_01155
N0.HOG0001396	OG0001353	n0	KBS0714_01650	SA211_01355	AS2_01243	KD33716_01154
N0.HOG0001397	OG0001354	n0	KBS0714_01651	SA211_01356	AS2_01242	KD33716_01153
N0.HOG0001398	OG0001355	n0	KBS0714_01652	SA211_01357	AS2_01241	KD33716_01152
N0.HOG0001399	OG0001356	n0	KBS0714_01653	SA211_01358	AS2_01240	KD33716_01151
N0.HOG0001400	OG0001357	n0	KBS0714_01654	SA211_01359	AS2_01239	KD33716_01150
N0.HOG0001401	OG0001358	n0	KBS0714_01657	SA211_01362	AS2_01237	KD33716_01148
N0.HOG0001402	OG0001359	n0	KBS0714_01659	SA211_01364	AS2_01235	KD33716_01146
N0.HOG0001403	OG0001360	n0	KBS0714_01660	SA211_01365	AS2_01234	KD33716_01145
N0.HOG0001404	OG0001361	n0	KBS0714_01661	SA211_01366	AS2_01233	KD33716_01144
N0.HOG0001405	OG0001362	n0	KBS0714_01662	SA211_01367	AS2_01232	KD33716_01143
N0.HOG0001406	OG0001363	n0	KBS0714_01663	SA211_01368	AS2_01231	KD33716_01142
N0.HOG0001407	OG0001364	n0	KBS0714_01664	SA211_01369	AS2_01230	KD33716_01141
N0.HOG0001408	OG0001365	n0	KBS0714_01665	SA211_01370	AS2_01229	KD33716_01140
N0.HOG0001409	OG0001366	n0	KBS0714_01666	SA211_01371	AS2_01228	KD33716_01139
N0.HOG0001410	OG0001367	n0	KBS0714_01667	SA211_01372	AS2_01227	KD33716_01138
N0.HOG0001411	OG0001368	n0	KBS0714_01668	SA211_01373	AS2_01226	KD33716_01137
N0.HOG0001412	OG0001369	n0	KBS0714_01670	SA211_01375	AS2_01208	KD33716_01136
N0.HOG0001413	OG0001370	n0	KBS0714_01671	SA211_01376	AS2_01207	KD33716_01135
N0.HOG0001414	OG0001371	n0	KBS0714_01672	SA211_01377	AS2_01206	KD33716_01134
N0.HOG0001415	OG0001372	n0	KBS0714_01673	SA211_01378	AS2_01205	KD33716_01133
N0.HOG0001416	OG0001373	n0	KBS0714_01674	SA211_01379	AS2_01204	KD33716_01132
N0.HOG0001417	OG0001374	n0	KBS0714_01675	SA211_01380	AS2_01203	KD33716_01131
N0.HOG0001418	OG0001375	n0	KBS0714_01676	SA211_01381	AS2_01202	KD33716_01130
N0.HOG0001419	OG0001376	n0	KBS0714_01677	SA211_01382	AS2_01201	KD33716_01129
N0.HOG0001420	OG0001377	n0	KBS0714_01678	SA211_01383	AS2_01200	KD33716_01128
N0.HOG0001421	OG0001378	n0	KBS0714_01680	SA211_01384	AS2_01198	KD33716_01127
N0.HOG0001422	OG0001379	n0	KBS0714_01682	SA211_01386	AS2_01196	KD33716_01125
N0.HOG0001423	OG0001380	n0	KBS0714_01684	SA211_01388	AS2_01194	KD33716_01124
N0.HOG0001424	OG0001381	n0	KBS0714_01685	SA211_01389	AS2_01193	KD33716_01123
N0.HOG0001425	OG0001382	n0	KBS0714_01686	SA211_01390	AS2_01192	KD33716_01122
N0.HOG0001426	OG0001383	n0	KBS0714_01688	SA211_01392	AS2_01190	KD33716_01120
N0.HOG0001427	OG0001384	n0	KBS0714_01689	SA211_01396	AS2_01189	KD33716_01119
N0.HOG0001428	OG0001385	n0	KBS0714_01690	SA211_01397	AS2_01188	KD33716_01118
N0.HOG0001429	OG0001386	n0	KBS0714_01691	SA211_01398	AS2_01187	KD33716_01117
N0.HOG0001430	OG0001387	n0	KBS0714_01692	SA211_01399	AS2_01186	KD33716_01116
N0.HOG0001431	OG0001388	n0	KBS0714_01693	SA211_01400	AS2_01185	KD33716_01115
N0.HOG0001432	OG0001389	n0	KBS0714_01694	SA211_01401	AS2_01184	KD33716_01114
N0.HOG0001433	OG0001390	n0	KBS0714_01695	SA211_01402	AS2_01183	KD33716_01113
N0.HOG0001434	OG0001391	n0	KBS0714_01696	SA211_01403	AS2_01182	KD33716_01112
N0.HOG0001435	OG0001392	n0	KBS0714_01697	SA211_01404	AS2_01181	KD33716_01111
N0.HOG0001436	OG0001393	n0	KBS0714_01698	SA211_01405	AS2_01180	KD33716_01110
N0.HOG0001437	OG0001394	n0	KBS0714_01699	SA211_01406	AS2_01179	KD33716_01109
N0.HOG0001438	OG0001395	n0	KBS0714_01700	SA211_01407	AS2_01178	KD33716_01108
N0.HOG0001439	OG0001396	n0	KBS0714_01701	SA211_01408	AS2_01177	KD33716_01107
N0.HOG0001440	OG0001397	n0	KBS0714_01702	SA211_01409	AS2_01176	KD33716_01106
N0.HOG0001441	OG0001398	n0	KBS0714_01703	SA211_01410	AS2_01175	KD33716_01105
N0.HOG0001442	OG0001399	n0	KBS0714_01704	SA211_01411	AS2_01174	KD33716_01104
N0.HOG0001443	OG0001400	n0	KBS0714_01705	SA211_01412	AS2_01173	KD33716_01103
N0.HOG0001444	OG0001401	n0	KBS0714_01706	SA211_01413	AS2_01172	KD33716_01102
N0.HOG0001445	OG0001402	n0	KBS0714_01707	SA211_01414	AS2_01171	KD33716_01101
N0.HOG0001446	OG0001403	n0	KBS0714_01708	SA211_01415	AS2_01170	KD33716_01100
N0.HOG0001447	OG0001404	n0	KBS0714_01709	SA211_01416	AS2_01169	KD33716_01099
N0.HOG0001448	OG0001405	n0	KBS0714_01710	SA211_01417	AS2_01168	KD33716_01098
N0.HOG0001449	OG0001406	n0	KBS0714_01711	SA211_01418	AS2_01167	KD33716_01097
N0.HOG0001450	OG0001407	n0	KBS0714_01712	SA211_01419	AS2_01166	KD33716_01096
N0.HOG0001451	OG0001408	n0	KBS0714_01713	SA211_01420	AS2_01165	KD33716_01095
N0.HOG0001452	OG0001409	n0	KBS0714_01714	SA211_01421	AS2_01164	KD33716_01094
N0.HOG0001453	OG0001410	n0	KBS0714_01715	SA211_01422	AS2_01163	KD33716_01093
N0.HOG0001454	OG0001411	n0	KBS0714_01716	SA211_01423	AS2_01162	KD33716_01092
N0.HOG0001455	OG0001412	n0	KBS0714_01717	SA211_01424	AS2_01161	KD33716_01091
N0.HOG0001456	OG0001413	n0	KBS0714_01718	SA211_01425	AS2_01160	KD33716_01090
N0.HOG0001457	OG0001414	n0	KBS0714_01719	SA211_01426	AS2_01159	KD33716_01089
N0.HOG0001458	OG0001415	n0	KBS0714_01720	SA211_01427	AS2_01158	KD33716_01088
N0.HOG0001459	OG0001416	n0	KBS0714_01721	SA211_01428	AS2_01157	KD33716_01087
N0.HOG0001460	OG0001417	n0	KBS0714_01722	SA211_01429	AS2_01156	KD33716_01086
N0.HOG0001461	OG0001418	n0	KBS0714_01723	SA211_01430	AS2_01155	KD33716_01085
N0.HOG0001462	OG0001419	n0	KBS0714_01724	SA211_01431	AS2_01154	KD33716_01084
N0.HOG0001463	OG0001420	n0	KBS0714_01725	SA211_01432	AS2_01153	KD33716_01083
N0.HOG0001464	OG0001421	n0	KBS0714_01726	SA211_01433	AS2_01152	KD33716_01082
N0.HOG0001465	OG0001422	n0	KBS0714_01727	SA211_01434	AS2_01151	KD33716_01080
N0.HOG0001466	OG0001423	n0	KBS0714_01728	SA211_01435	AS2_01150	KD33716_01079
N0.HOG0001467	OG0001424	n0	KBS0714_01729	SA211_01436	AS2_01149	KD33716_01078
N0.HOG0001468	OG0001425	n0	KBS0714_01730	SA211_01437	AS2_01148	KD33716_01077
N0.HOG0001469	OG0001426	n0	KBS0714_01731	SA211_01438	AS2_01147	KD33716_01076
N0.HOG0001470	OG0001427	n0	KBS0714_01732	SA211_01439	AS2_01146	KD33716_01075
N0.HOG0001471	OG0001428	n0	KBS0714_01733	SA211_01440	AS2_01145	KD33716_01074
N0.HOG0001472	OG0001429	n0	KBS0714_01734	SA211_01441	AS2_01144	KD33716_01073
N0.HOG0001473	OG0001430	n0	KBS0714_01736	SA211_01443	AS2_01142	KD33716_01071
N0.HOG0001474	OG0001431	n0	KBS0714_01738	SA211_01445	AS2_01140	KD33716_01069
N0.HOG0001475	OG0001432	n0	KBS0714_01739	SA211_01446	AS2_01139	KD33716_01068
N0.HOG0001476	OG0001433	n0	KBS0714_01740	SA211_01447	AS2_01137	KD33716_01066
N0.HOG0001477	OG0001434	n0	KBS0714_01741	SA211_01448	AS2_01136	KD33716_01065
N0.HOG0001478	OG0001435	n0	KBS0714_01742	SA211_01449	AS2_01135	KD33716_01064
N0.HOG0001479	OG0001436	n0	KBS0714_01743	SA211_01450	AS2_01134	KD33716_01063
N0.HOG0001480	OG0001437	n0	KBS0714_01744	SA211_01451	AS2_01133	KD33716_01062
N0.HOG0001481	OG0001438	n0	KBS0714_01745	SA211_01452	AS2_01132	KD33716_01061
N0.HOG0001482	OG0001439	n0	KBS0714_01746	SA211_01453	AS2_01131	KD33716_01059
N0.HOG0001483	OG0001440	n0	KBS0714_01747	SA211_01454	AS2_01130	KD33716_01058
N0.HOG0001484	OG0001441	n0	KBS0714_01748	SA211_01455	AS2_01129	KD33716_01057
N0.HOG0001485	OG0001442	n0	KBS0714_01749	SA211_01456	AS2_01128	KD33716_01053
N0.HOG0001486	OG0001443	n0	KBS0714_01750	SA211_01457	AS2_01127	KD33716_01052
N0.HOG0001487	OG0001444	n0	KBS0714_01751	SA211_01458	AS2_01126	KD33716_01051
N0.HOG0001488	OG0001445	n0	KBS0714_01752	SA211_01459	AS2_01125	KD33716_01050
N0.HOG0001489	OG0001446	n0	KBS0714_01753	SA211_01460	AS2_01124	KD33716_01049
N0.HOG0001490	OG0001447	n0	KBS0714_01754	SA211_01461	AS2_01123	KD33716_01048
N0.HOG0001491	OG0001448	n0	KBS0714_01755	SA211_01462	AS2_01122	KD33716_01047
N0.HOG0001492	OG0001449	n0	KBS0714_01756	SA211_01463	AS2_01121	KD33716_01046
N0.HOG0001493	OG0001450	n0	KBS0714_01759	SA211_01466	AS2_01118	KD33716_01043
N0.HOG0001494	OG0001451	n0	KBS0714_01760	SA211_01467	AS2_01117	KD33716_01042
N0.HOG0001495	OG0001452	n0	KBS0714_01761	SA211_01468	AS2_01116	KD33716_01041
N0.HOG0001496	OG0001453	n0	KBS0714_01762	SA211_01469	AS2_01115	KD33716_01040
N0.HOG0001497	OG0001454	n0	KBS0714_01763	SA211_01470	AS2_01114	KD33716_01039
N0.HOG0001498	OG0001455	n0	KBS0714_01764	SA211_01471	AS2_01113	KD33716_01038
N0.HOG0001499	OG0001456	n0	KBS0714_01765	SA211_01472	AS2_01112	KD33716_01037
N0.HOG0001500	OG0001457	n0	KBS0714_01768	SA211_01475	AS2_01109	KD33716_01035
N0.HOG0001501	OG0001458	n0	KBS0714_01769	SA211_01476	AS2_01108	KD33716_01034
N0.HOG0001502	OG0001459	n0	KBS0714_01770	SA211_01477	AS2_01107	KD33716_01033
N0.HOG0001503	OG0001460	n0	KBS0714_01772	SA211_01479	AS2_01105	KD33716_01031
N0.HOG0001504	OG0001461	n0	KBS0714_01773	SA211_01480	AS2_01104	KD33716_01029
N0.HOG0001505	OG0001462	n0	KBS0714_01774	SA211_01481	AS2_01103	KD33716_01028
N0.HOG0001506	OG0001463	n0	KBS0714_01775	SA211_01482	AS2_01102	KD33716_01026
N0.HOG0001507	OG0001464	n0	KBS0714_01776	SA211_01483	AS2_01101	KD33716_01025
N0.HOG0001508	OG0001465	n0	KBS0714_01777	SA211_01484	AS2_01100	KD33716_01024
N0.HOG0001509	OG0001466	n0	KBS0714_01781	SA211_01488	AS2_01097	KD33716_01020
N0.HOG0001510	OG0001467	n0	KBS0714_01782	SA211_01489	AS2_01096	KD33716_01019
N0.HOG0001511	OG0001468	n0	KBS0714_01783	SA211_01490	AS2_01095	KD33716_01018
N0.HOG0001512	OG0001469	n0	KBS0714_01784	SA211_01491	AS2_01094	KD33716_01017
N0.HOG0001513	OG0001470	n0	KBS0714_01785	SA211_01492	AS2_01093	KD33716_01016
N0.HOG0001514	OG0001471	n0	KBS0714_01787	SA211_01494	AS2_01089	KD33716_01015
N0.HOG0001515	OG0001472	n0	KBS0714_01798	SA211_01495	AS2_01078	KD33716_01013
N0.HOG0001516	OG0001473	n0	KBS0714_01799	SA211_01496	AS2_01074	KD33716_01010
N0.HOG0001517	OG0001474	n0	KBS0714_01800	SA211_01497	AS2_01073	KD33716_01009
N0.HOG0001518	OG0001475	n0	KBS0714_01801	SA211_01498	AS2_01072	KD33716_01008
N0.HOG0001519	OG0001476	n0	KBS0714_01802	SA211_01499	AS2_01071	KD33716_01007
N0.HOG0001520	OG0001477	n0	KBS0714_01803	SA211_01500	AS2_01070	KD33716_01006
N0.HOG0001521	OG0001478	n0	KBS0714_01804	SA211_01501	AS2_01069	KD33716_01005
N0.HOG0001522	OG0001479	n0	KBS0714_01807	SA211_01504	AS2_01067	KD33716_01002
N0.HOG0001523	OG0001480	n0	KBS0714_01810	SA211_01507	AS2_01064	KD33716_00999
N0.HOG0001524	OG0001481	n0	KBS0714_01811	SA211_01508	AS2_01063	KD33716_00998
N0.HOG0001525	OG0001482	n0	KBS0714_01812	SA211_01509	AS2_01062	KD33716_00997
N0.HOG0001526	OG0001483	n0	KBS0714_01813	SA211_01510	AS2_01061	KD33716_00996
N0.HOG0001527	OG0001484	n0	KBS0714_01814	SA211_01511	AS2_01060	KD33716_00995
N0.HOG0001528	OG0001485	n0	KBS0714_01815	SA211_01512	AS2_01059	KD33716_00994
N0.HOG0001529	OG0001486	n0	KBS0714_01816	SA211_01513	AS2_01054	KD33716_00992
N0.HOG0001530	OG0001487	n0	KBS0714_01817	SA211_01514	AS2_01053	KD33716_00991
N0.HOG0001531	OG0001488	n0	KBS0714_01818	SA211_01515	AS2_01052	KD33716_00990
N0.HOG0001532	OG0001489	n0	KBS0714_01819	SA211_01516	AS2_01051	KD33716_00989
N0.HOG0001533	OG0001490	n0	KBS0714_01820	SA211_01517	AS2_01049	KD33716_00988
N0.HOG0001534	OG0001491	n0	KBS0714_01821	SA211_01518	AS2_01048	KD33716_00987
N0.HOG0001535	OG0001492	n0	KBS0714_01822	SA211_01519	AS2_01047	KD33716_00986
N0.HOG0001536	OG0001493	n0	KBS0714_01823	SA211_01520	AS2_01046	KD33716_00985
N0.HOG0001537	OG0001494	n0	KBS0714_01824	SA211_01521	AS2_01045	KD33716_00984
N0.HOG0001538	OG0001495	n0	KBS0714_01825	SA211_01522	AS2_01044	KD33716_00983
N0.HOG0001539	OG0001496	n0	KBS0714_01826	SA211_01523	AS2_01043	KD33716_00982
N0.HOG0001540	OG0001497	n0	KBS0714_01827	SA211_01524	AS2_01042	KD33716_00981
N0.HOG0001541	OG0001498	n0	KBS0714_01828	SA211_01525	AS2_01041	KD33716_00980
N0.HOG0001542	OG0001499	n0	KBS0714_01829	SA211_01526	AS2_01040	KD33716_00979
N0.HOG0001543	OG0001500	n0	KBS0714_01831	SA211_01528	AS2_01037	KD33716_00977
N0.HOG0001544	OG0001501	n0	KBS0714_01833	SA211_01530	AS2_01035	KD33716_01055
N0.HOG0001545	OG0001502	n0	KBS0714_01834	SA211_01531	AS2_01034	KD33716_00975
N0.HOG0001546	OG0001503	n0	KBS0714_01835	SA211_01532	AS2_01033	KD33716_00974
N0.HOG0001547	OG0001504	n0	KBS0714_01836	SA211_01533	AS2_01032	KD33716_00973
N0.HOG0001548	OG0001505	n0	KBS0714_01837	SA211_01534	AS2_01031	KD33716_00972
N0.HOG0001549	OG0001506	n0	KBS0714_01838	SA211_01535	AS2_01030	KD33716_00971
N0.HOG0001550	OG0001507	n0	KBS0714_01839	SA211_01536	AS2_01029	KD33716_00970
N0.HOG0001551	OG0001508	n0	KBS0714_01840	SA211_01537	AS2_01028	KD33716_00969
N0.HOG0001552	OG0001509	n0	KBS0714_01841	SA211_01538	AS2_01027	KD33716_00968
N0.HOG0001553	OG0001510	n0	KBS0714_01842	SA211_01539	AS2_01026	KD33716_00967
N0.HOG0001554	OG0001511	n0	KBS0714_01843	SA211_01540	AS2_01025	KD33716_00966
N0.HOG0001555	OG0001512	n0	KBS0714_01847	SA211_01543	AS2_01021	KD33716_00963
N0.HOG0001556	OG0001513	n0	KBS0714_01848	SA211_01544	AS2_01020	KD33716_00962
N0.HOG0001557	OG0001514	n0	KBS0714_01850	SA211_01546	AS2_01018	KD33716_00960
N0.HOG0001558	OG0001515	n0	KBS0714_01851	SA211_01547	AS2_01017	KD33716_00959
N0.HOG0001559	OG0001516	n0	KBS0714_01853	SA211_01549	AS2_01015	KD33716_00957
N0.HOG0001560	OG0001517	n0	KBS0714_01854	SA211_01550	AS2_01014	KD33716_00956
N0.HOG0001561	OG0001518	n0	KBS0714_01855	SA211_01551	AS2_01009	KD33716_00953
N0.HOG0001562	OG0001519	n0	KBS0714_01856	SA211_01552	AS2_01008	KD33716_00952
N0.HOG0001563	OG0001520	n0	KBS0714_01857	SA211_01553	AS2_01007	KD33716_00951
N0.HOG0001564	OG0001521	n0	KBS0714_01858	SA211_01554	AS2_01006	KD33716_00950
N0.HOG0001565	OG0001522	n0	KBS0714_01859	SA211_01555	AS2_01004	KD33716_00947
N0.HOG0001566	OG0001523	n0	KBS0714_01860	SA211_01556	AS2_01003	KD33716_00946
N0.HOG0001567	OG0001524	n0	KBS0714_01861	SA211_01557	AS2_00999, AS2_01510	
N0.HOG0001568	OG0001525	n0	KBS0714_01863	SA211_01559	AS2_00997	KD33716_00936
N0.HOG0001569	OG0001526	n0	KBS0714_01864	SA211_01560	AS2_00996	KD33716_00935
N0.HOG0001570	OG0001527	n0	KBS0714_01865	SA211_01561	AS2_00995	KD33716_00933
N0.HOG0001571	OG0001528	n0	KBS0714_01866	SA211_01562	AS2_00994	KD33716_00932
N0.HOG0001572	OG0001529	n0	KBS0714_01867	SA211_01563	AS2_00993	KD33716_00931
N0.HOG0001573	OG0001530	n0	KBS0714_01868	SA211_01564	AS2_00992	KD33716_00930
N0.HOG0001574	OG0001531	n0	KBS0714_01869	SA211_01565	AS2_00991	KD33716_00929
N0.HOG0001575	OG0001532	n0	KBS0714_01870	SA211_01566	AS2_00990	KD33716_00928
N0.HOG0001576	OG0001533	n0	KBS0714_01871	SA211_01567	AS2_00989	KD33716_00926
N0.HOG0001577	OG0001534	n0	KBS0714_01872	SA211_01568	AS2_00988	KD33716_00925
N0.HOG0001578	OG0001535	n0	KBS0714_01873	SA211_01569	AS2_00987	KD33716_00924
N0.HOG0001579	OG0001536	n0	KBS0714_01874	SA211_01570	AS2_00986	KD33716_00923
N0.HOG0001580	OG0001537	n0	KBS0714_01875	SA211_01571	AS2_00984	KD33716_00922
N0.HOG0001581	OG0001538	n0	KBS0714_01876	SA211_01572	AS2_00983	KD33716_00921
N0.HOG0001582	OG0001539	n0	KBS0714_01877	SA211_01573	AS2_00982	KD33716_00920
N0.HOG0001583	OG0001540	n0	KBS0714_01880	SA211_01576	AS2_00979	KD33716_00919
N0.HOG0001584	OG0001541	n0	KBS0714_01881	SA211_01577	AS2_00977	KD33716_00915
N0.HOG0001585	OG0001542	n0	KBS0714_01882	SA211_01578	AS2_00976	KD33716_00914
N0.HOG0001586	OG0001543	n0	KBS0714_01883	SA211_01579	AS2_00975	KD33716_00913
N0.HOG0001587	OG0001544	n0	KBS0714_01884	SA211_01580	AS2_00974	KD33716_00912
N0.HOG0001588	OG0001545	n0	KBS0714_01885	SA211_01581	AS2_00973	KD33716_00911
N0.HOG0001589	OG0001546	n0	KBS0714_01886	SA211_01582	AS2_00972	KD33716_00910
N0.HOG0001590	OG0001547	n0	KBS0714_01887	SA211_01583	AS2_00971	KD33716_00909
N0.HOG0001591	OG0001548	n0	KBS0714_01888	SA211_01584	AS2_00970	KD33716_00908
N0.HOG0001592	OG0001549	n0	KBS0714_01889	SA211_01585	AS2_00969	KD33716_00907
N0.HOG0001593	OG0001550	n0	KBS0714_01890	SA211_01586	AS2_00968	KD33716_00906
N0.HOG0001594	OG0001551	n0	KBS0714_01891	SA211_01587	AS2_00967	KD33716_00905
N0.HOG0001595	OG0001552	n0	KBS0714_01896	SA211_01592	AS2_00962	KD33716_00901
N0.HOG0001596	OG0001553	n0	KBS0714_01899	SA211_01595	AS2_00959	KD33716_00899
N0.HOG0001597	OG0001554	n0	KBS0714_01900	SA211_01596	AS2_00958	KD33716_00898
N0.HOG0001598	OG0001555	n0	KBS0714_01901	SA211_01597	AS2_00957	KD33716_00897
N0.HOG0001599	OG0001556	n0	KBS0714_01902	SA211_01598	AS2_00956	KD33716_00896
N0.HOG0001600	OG0001557	n0	KBS0714_01903	SA211_01599	AS2_00955	KD33716_00895
N0.HOG0001601	OG0001558	n0	KBS0714_01904	SA211_01600	AS2_00954	KD33716_00894
N0.HOG0001602	OG0001559	n0	KBS0714_01905	SA211_01601	AS2_00953	KD33716_00893
N0.HOG0001603	OG0001560	n0	KBS0714_01906	SA211_01602	AS2_00952	KD33716_00892
N0.HOG0001604	OG0001561	n0	KBS0714_01907	SA211_01603	AS2_00951	KD33716_00891
N0.HOG0001605	OG0001562	n0	KBS0714_01908	SA211_01604	AS2_00950	KD33716_00890
N0.HOG0001606	OG0001563	n0	KBS0714_01909	SA211_01605	AS2_00949	KD33716_00889
N0.HOG0001607	OG0001564	n0	KBS0714_01910	SA211_01606	AS2_00948	KD33716_00888
N0.HOG0001608	OG0001565	n0	KBS0714_01911	SA211_01607	AS2_00943	KD33716_00884
N0.HOG0001609	OG0001566	n0	KBS0714_01918	SA211_01614	AS2_00942	KD33716_00877
N0.HOG0001610	OG0001567	n0	KBS0714_01919	SA211_01615	AS2_00941	KD33716_00876
N0.HOG0001611	OG0001568	n0	KBS0714_01920	SA211_01616	AS2_00940	KD33716_00875
N0.HOG0001612	OG0001569	n0	KBS0714_01922	SA211_01618	AS2_00938	KD33716_00873
N0.HOG0001613	OG0001570	n0	KBS0714_01923	SA211_01619	AS2_00937	KD33716_00872
N0.HOG0001614	OG0001571	n0	KBS0714_01924	SA211_01620	AS2_00936	KD33716_00868
N0.HOG0001615	OG0001572	n0	KBS0714_01926	SA211_01622	AS2_00935	KD33716_00866
N0.HOG0001616	OG0001573	n0	KBS0714_01927	SA211_01623	AS2_00934	KD33716_00865
N0.HOG0001617	OG0001574	n0	KBS0714_01928	SA211_01624	AS2_00931	KD33716_00863
N0.HOG0001618	OG0001575	n0	KBS0714_01929	SA211_01625	AS2_00930	KD33716_01592
N0.HOG0001619	OG0001576	n0	KBS0714_01930	SA211_01626	AS2_00928	KD33716_00862
N0.HOG0001620	OG0001577	n0	KBS0714_01932	SA211_01628	AS2_00927	KD33716_00861
N0.HOG0001621	OG0001578	n0	KBS0714_01933	SA211_01629	AS2_00926	KD33716_00860
N0.HOG0001622	OG0001579	n0	KBS0714_01934	SA211_01630	AS2_00925	KD33716_00859
N0.HOG0001623	OG0001580	n0	KBS0714_01935	SA211_01631	AS2_00924	KD33716_00858
N0.HOG0001624	OG0001581	n0	KBS0714_01936	SA211_01632	AS2_00923	KD33716_00857
N0.HOG0001625	OG0001582	n0	KBS0714_01937	SA211_01633	AS2_00922	KD33716_00856
N0.HOG0001626	OG0001583	n0	KBS0714_01938	SA211_01634	AS2_00921	KD33716_00855
N0.HOG0001627	OG0001584	n0	KBS0714_01941	SA211_01637	AS2_00918	KD33716_00853
