gene	Control_#1_B_cell	Control_#2_B_cell	Control_#3_B_cell	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#3_B_cell	Control_#1_T_cell	Control_#2_T_cell	Control_#3_T_cell	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#3_T_cell	Control_#3_erythroid_lineage_cell	SARS_CoV2_pos_Mild_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	Control_#1_monocyte	Control_#2_monocyte	Control_#3_monocyte	SARS_CoV2_pos_Mild_monocyte	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#2_monocyte	Control_#1_neutrophil	Control_#2_neutrophil	Control_#3_neutrophil	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#2_neutrophil	Control_#1_platelet	Control_#3_platelet	SARS_CoV2_pos_Severe_#1_platelet	SARS_CoV2_pos_Severe_#2_platelet
PRKAR1A	9	10	17	52	100	161	9	202	189	157	370	410	373	25	1	0	1	8	111	105	80	175	166	180	0	7	23	8	10	102	1	0	12	45
PRKCB	23	61	47	216	200	307	33	259	290	211	670	415	449	64	3	0	1	4	232	154	138	254	233	211	2	3	33	20	58	171	9	7	35	127
PRKX	21	34	17	87	114	129	17	466	466	332	962	670	556	76	1	0	1	5	199	177	152	229	226	137	1	1	20	12	40	91	1	0	1	2
PRMT2	2	9	7	53	40	54	5	499	305	427	1371	461	797	117	0	0	3	11	56	37	48	75	60	68	0	1	2	2	2	16	2	1	10	21
PRPSAP1	5	11	3	33	32	42	5	186	164	136	371	239	185	30	0	0	1	12	104	69	50	92	84	64	0	1	8	9	13	38	1	0	2	11
PRR11	14	16	16	53	64	53	13	298	233	168	461	328	213	32	0	0	0	7	84	81	50	89	112	62	1	1	11	7	11	34	2	0	0	1
PRR13	9	18	24	78	60	106	27	191	272	205	698	429	486	79	0	1	2	9	150	141	106	277	224	230	2	2	27	13	22	149	0	0	6	20
PRRC2C	43	91	54	225	428	524	48	1201	1072	858	2221	1944	2036	195	1	1	4	21	318	232	227	408	442	414	5	5	30	14	37	184	3	5	13	31
PSAP	8	8	13	25	74	96	5	155	152	115	322	248	266	30	3	2	20	45	1686	1220	1308	1860	2125	1742	5	9	33	12	29	139	4	3	33	49
PSIP1	13	19	20	86	82	98	20	320	309	168	1036	518	607	105	0	2	0	7	31	21	21	49	49	50	0	1	2	2	1	9	1	4	8	22
PSMA4	4	8	5	40	50	61	7	140	166	158	482	479	458	45	0	0	2	9	140	102	98	243	148	218	3	1	4	2	8	32	0	0	0	8
PSMA6	7	12	11	37	46	53	6	181	155	138	421	374	379	63	0	0	0	1	154	103	77	174	171	226	1	2	11	1	21	85	0	0	1	23
PSMA7	6	20	18	87	94	152	35	289	431	286	1260	1006	884	138	5	6	9	41	304	183	224	466	382	471	1	0	11	3	8	59	5	4	14	95
PSMB1	10	14	18	66	90	177	19	309	323	261	937	766	822	100	0	1	3	24	162	128	152	252	278	363	0	3	13	5	8	80	0	1	0	12
PSMD13	5	5	9	39	52	41	6	89	117	77	356	246	250	40	0	0	5	16	50	51	49	101	99	102	0	0	2	6	4	21	2	1	5	24
PSMD4	4	7	8	48	31	39	7	110	128	87	395	248	265	52	4	5	29	81	62	38	68	95	94	124	1	1	4	4	5	22	0	0	2	16
PSMD6	3	6	11	28	34	38	5	84	105	88	276	237	273	30	0	2	8	25	48	30	37	64	57	69	1	1	0	0	3	17	2	0	4	15
PSME1	21	35	23	160	128	166	39	663	706	449	1870	1475	1157	205	2	8	11	40	301	249	222	425	373	386	1	7	13	14	10	93	0	4	2	16
PSME4	7	4	6	34	41	47	7	167	130	112	286	371	187	19	2	7	15	68	63	44	31	81	88	71	2	1	6	4	9	28	0	0	1	25
PTBP3	10	22	8	49	56	92	8	197	218	160	500	315	343	45	1	1	2	11	121	124	110	208	232	184	2	3	20	20	22	146	1	1	1	8
PTEN	5	8	17	61	39	37	8	100	107	69	382	175	178	38	0	1	4	14	146	85	59	244	195	163	6	3	31	28	65	178	0	1	1	5
PTGES3	7	24	27	89	66	158	26	366	386	311	1161	737	865	113	14	9	40	203	124	95	153	222	199	417	0	1	3	0	3	15	2	3	13	61
PTMA	232	458	479	1567	1902	3192	297	5654	5786	4315	15253	10580	12750	1488	2	1	8	127	2027	1753	1829	3025	2810	3925	5	1	16	5	13	67	43	74	228	632
PTP4A2	10	42	46	111	188	258	28	601	711	436	1423	1023	1013	141	5	5	16	86	495	408	450	730	819	1128	8	1	31	8	69	262	24	15	69	220
PTPN1	7	22	30	68	118	184	18	204	200	159	444	341	429	32	0	0	1	5	69	55	75	96	93	156	0	1	3	3	5	34	3	0	3	15
PTPN11	14	23	17	68	87	69	12	282	294	180	784	508	363	61	0	0	1	2	108	97	79	169	201	90	0	2	12	4	18	54	0	1	3	11
PTPN18	5	16	6	14	22	41	4	71	84	57	176	160	195	24	0	0	1	5	66	69	61	112	131	172	0	0	0	1	3	14	18	19	50	158
PTPN6	5	15	11	116	62	72	24	51	68	42	340	154	150	38	0	0	1	1	127	101	144	226	259	228	2	4	11	5	18	85	1	1	3	7
PTPRC	23	59	53	244	250	306	34	1134	1335	879	3999	2066	1655	379	2	2	1	24	707	540	601	1244	1043	895	23	30	182	66	118	789	0	4	0	5
PTPRJ	5	18	25	96	80	62	18	269	249	186	823	476	306	77	1	1	0	1	108	93	91	187	235	145	3	4	13	13	24	113	13	5	18	52
QKI	5	10	8	24	38	54	8	156	149	88	252	162	187	18	0	0	1	9	231	202	167	297	370	268	2	2	19	7	26	148	2	1	10	34
R3HDM2	7	8	13	52	53	66	16	161	186	138	473	269	231	39	0	0	0	6	43	56	50	84	91	78	1	2	4	3	6	24	0	1	0	7
R3HDM4	5	8	1	31	12	52	4	93	73	67	249	205	178	27	18	26	73	170	27	23	28	61	56	31	6	12	55	18	52	192	13	6	26	88
RAB11A	1	6	7	29	14	35	8	75	93	84	242	190	218	25	0	0	3	13	45	38	46	80	73	103	1	2	4	4	8	73	14	7	72	278
RAB14	6	9	7	37	63	67	7	149	164	111	340	290	332	35	1	0	1	12	55	42	66	116	107	100	0	2	3	1	10	49	1	0	5	22
RAB18	9	6	9	26	54	59	6	174	174	131	350	240	319	44	0	0	1	13	60	34	51	93	99	97	0	5	6	3	6	55	0	0	2	5
RAB1A	2	7	6	16	33	54	4	124	89	77	209	162	199	13	0	0	2	11	146	90	102	163	183	200	2	4	12	2	17	78	0	1	3	30
RAB21	4	13	6	31	59	101	7	196	175	145	351	260	259	20	1	2	6	26	91	79	66	111	131	135	3	3	17	9	47	227	1	1	5	8
RAB27A	13	7	10	71	61	57	20	282	352	181	889	591	353	98	0	0	2	1	123	115	67	224	281	128	2	1	10	3	24	152	0	0	2	5
RAB2A	8	16	16	36	66	100	7	206	251	189	453	442	455	50	0	0	1	14	165	106	137	163	271	322	2	3	14	7	22	122	2	1	4	23
RAB5A	4	5	4	16	48	46	3	107	105	85	205	214	205	22	0	2	16	48	62	36	30	74	88	101	1	4	8	9	22	72	2	0	1	11
RAB5C	3	9	8	39	48	51	7	126	124	92	272	304	264	43	0	4	6	19	146	115	99	200	242	209	2	4	12	8	19	99	1	4	3	29
RAB5IF	3	8	2	24	22	28	5	113	206	105	361	370	358	32	0	0	3	3	187	115	108	275	286	326	3	3	15	14	25	147	2	2	1	24
RAB7A	5	8	7	36	47	52	7	148	149	114	388	256	294	41	0	0	2	9	143	122	92	220	157	208	2	3	19	4	24	151	0	5	6	24
RAB8A	5	11	9	37	48	43	8	99	126	82	274	200	217	28	0	0	0	7	77	88	77	169	143	163	0	1	7	7	9	48	6	8	35	119
RAB8B	3	10	4	28	42	72	3	121	115	64	251	211	173	12	0	0	3	8	73	43	46	114	154	112	6	4	14	9	22	150	2	4	6	13
RABAC1	10	17	10	53	97	139	18	218	235	195	555	428	556	98	1	0	5	22	89	66	58	121	166	165	1	4	5	2	13	58	4	3	19	77
RABGAP1L	3	17	10	41	56	75	12	136	158	131	381	317	211	26	2	0	6	29	52	58	62	137	104	104	1	0	6	4	6	15	12	3	36	119
RAC1	9	21	21	60	107	110	15	306	348	205	743	627	548	70	1	0	9	39	451	327	336	589	894	737	7	9	34	22	54	324	15	22	65	241
RAC2	23	27	37	124	98	167	43	454	553	362	1689	970	1018	208	0	1	2	8	150	140	122	235	222	328	4	8	29	22	35	157	0	2	4	20
RACK1	103	195	229	920	1144	1530	159	2885	2369	2119	8337	4884	6015	803	1	4	14	94	996	745	922	1539	1233	1181	1	0	3	3	5	39	1	1	6	43
RAD21	15	22	31	89	89	109	9	337	313	276	823	675	743	76	1	2	15	89	95	74	76	135	139	143	0	1	7	19	21	92	0	0	8	20
RAD23B	6	13	3	35	45	45	7	105	96	81	273	248	273	26	0	0	8	28	88	65	60	117	132	133	1	0	11	6	22	60	0	0	4	25
RAF1	7	12	17	43	103	97	8	190	212	151	449	465	319	43	0	1	4	11	154	85	94	135	229	147	5	9	58	23	134	261	0	0	0	8
RALBP1	4	7	6	30	25	38	8	98	120	63	382	131	205	45	3	14	57	225	60	34	50	91	89	84	0	3	12	11	10	68	2	0	7	18
RALY	2	8	7	29	29	61	4	132	136	110	329	298	320	26	0	0	5	7	56	49	51	98	89	118	0	0	5	1	7	25	5	1	9	43
RAP1A	2	16	7	38	35	60	10	222	228	147	540	328	400	62	3	3	29	79	175	88	106	205	197	207	0	5	25	10	24	207	6	3	16	69
RAP1B	12	43	20	126	150	300	31	796	831	642	1923	1301	1291	150	1	1	1	37	416	453	497	512	563	980	3	5	31	18	15	201	98	60	300	1208
RASGRP2	7	21	12	71	72	104	20	153	149	83	457	254	241	46	0	0	0	4	59	29	53	67	111	145	2	1	7	1	8	57	14	8	31	262
RB1CC1	10	24	21	43	95	110	11	325	314	207	513	436	398	35	1	0	36	207	136	123	109	177	237	170	5	1	29	11	23	184	0	1	0	9
RBBP6	14	22	21	41	92	130	11	273	264	174	446	462	554	31	0	0	4	21	110	100	61	122	148	156	0	1	5	5	14	41	23	15	30	78
RBM22P2	23	20	35	110	131	109	25	581	516	389	1013	784	492	88	0	0	0	6	194	112	124	244	254	130	6	8	27	5	43	79	0	0	2	1
RBM3	31	55	49	138	211	334	28	677	643	479	1315	988	1028	111	0	1	3	15	385	251	323	429	317	320	1	2	3	0	7	37	0	1	3	7
RBM38	9	29	11	57	107	98	2	273	226	150	412	497	358	21	88	130	521	1043	26	25	6	27	23	36	0	0	1	1	3	8	8	3	15	39
RBM39	55	86	100	259	614	1003	65	1554	1262	963	2438	2231	2610	192	0	1	24	112	521	358	398	634	658	696	5	5	35	17	50	208	5	3	15	84
RBM4	11	15	16	58	79	101	6	292	266	178	580	400	533	50	3	0	0	9	76	62	80	121	116	150	1	0	4	2	8	35	0	1	0	5
RBM8A	10	26	23	60	63	122	12	329	336	247	631	561	641	61	0	1	9	40	108	93	90	157	126	186	2	4	9	0	9	49	0	0	2	14
RBX1	3	9	12	65	44	78	16	175	186	134	639	437	371	67	20	37	148	487	91	80	94	218	138	185	0	0	4	0	0	31	18	5	70	192
RC3H1	7	10	8	32	44	33	9	108	144	86	294	210	162	20	1	1	12	20	77	58	35	101	129	74	3	3	8	5	8	51	2	0	2	8
RCOR3	6	7	3	21	42	23	3	72	80	62	204	125	120	8	2	2	8	27	25	29	17	37	64	48	1	0	4	4	10	14	1	0	9	35
REEP5	3	9	10	46	36	61	3	131	151	150	328	395	289	64	0	1	1	8	123	106	118	197	219	266	1	2	5	3	4	58	1	0	10	22
REL	88	175	137	456	808	833	57	1730	1639	1141	2485	1951	1750	105	2	1	9	39	571	479	423	660	683	815	9	4	35	19	61	338	0	0	0	6
RESF1	19	28	27	88	128	152	16	307	293	267	1104	584	459	72	1	2	9	47	124	50	64	133	197	158	3	8	51	34	115	206	0	0	1	15
RFFL	18	43	35	146	155	138	43	590	515	432	1539	1010	560	176	1	0	5	15	183	142	111	293	306	133	7	8	27	12	42	96	1	0	1	2
RGS10	3	6	4	12	11	29	6	283	281	239	1248	493	600	104	14	14	34	99	96	115	89	239	186	174	0	1	1	0	4	16	81	77	233	835
RHAG	3	9	9	14	29	16	2	105	119	76	195	124	83	11	0	1	32	171	34	21	33	32	40	23	6	2	19	5	13	21	0	0	0	11
RHEB	2	10	7	19	32	49	5	81	86	67	258	203	216	15	1	0	2	11	65	54	56	107	115	132	1	0	3	1	3	21	6	2	17	91
RHOA	11	64	43	116	218	506	44	447	495	317	1138	995	1112	111	0	3	4	36	472	411	433	722	799	817	9	8	34	15	39	293	13	25	70	221
RHOF	5	6	9	32	34	47	9	163	194	120	607	365	274	49	0	0	1	7	30	28	31	56	45	50	1	0	0	2	9	13	6	5	11	43
RHOG	3	9	11	17	42	67	10	122	127	87	336	240	273	22	1	0	1	5	175	136	150	259	351	396	2	7	29	17	58	309	2	1	4	11
RICTOR	18	28	26	140	164	168	29	429	482	345	1244	897	782	131	2	1	5	25	138	102	99	167	240	114	16	9	45	25	83	251	0	1	0	2
RILPL2	1	7	9	24	16	38	4	74	71	58	148	144	155	20	0	0	0	0	155	156	108	187	213	162	2	6	19	11	39	228	2	2	14	25
RIOK3	6	11	10	36	80	111	7	166	189	105	338	324	374	25	75	101	251	1357	200	128	165	227	302	444	2	4	14	12	44	153	15	18	60	251
RIPOR2	23	66	66	296	160	212	40	560	613	375	2369	640	716	201	0	1	3	9	130	80	72	278	230	149	8	4	66	54	47	383	42	15	58	352
RNASEK	3	11	16	71	66	112	9	224	164	153	408	231	317	46	0	0	1	17	226	231	172	403	317	407	9	7	37	16	52	331	7	3	8	53
RNASEK-C17orf49	10	27	23	103	82	177	31	382	364	252	919	587	841	92	0	0	1	20	473	250	324	585	434	578	1	4	16	4	14	255	8	0	12	117
RNASET2	13	37	42	125	198	248	30	350	291	232	799	622	665	120	0	0	0	10	291	219	318	490	391	578	8	10	60	20	41	337	2	3	10	18
RNF10	6	21	19	53	87	73	9	277	263	185	570	524	360	49	49	60	295	870	108	78	79	111	126	121	3	5	38	6	31	144	4	0	12	59
RNF11	1	3	0	1	19	17	1	61	68	40	77	70	93	7	18	22	77	184	67	31	30	45	80	75	1	0	7	4	10	54	11	9	28	85
RNF115	10	25	20	93	86	101	14	485	455	298	995	654	474	63	0	0	6	17	135	92	96	187	186	107	0	1	6	7	21	48	0	0	8	11
RNF14	9	18	15	71	75	64	22	267	253	187	731	439	318	96	6	9	18	76	82	69	71	138	166	85	1	3	2	7	19	29	0	0	4	17
RNF145	11	10	5	33	60	57	4	179	151	105	310	394	309	24	0	0	1	6	53	57	33	76	103	108	1	2	6	4	18	67	0	0	2	7
RNF213	11	20	17	81	98	117	12	651	717	446	1812	1226	914	145	1	0	1	22	187	177	111	324	282	185	5	6	13	29	32	93	0	2	3	6
RNF41	10	23	21	115	86	76	27	278	287	167	800	412	281	86	0	0	1	11	104	74	68	187	173	86	5	3	16	7	22	41	0	0	0	5
RNF7	3	5	14	40	73	75	11	234	228	177	554	470	497	55	0	1	2	12	135	61	105	186	184	217	0	0	2	1	5	24	0	2	7	9
RNPEPL1	2	8	10	25	38	42	6	137	138	124	346	252	215	36	1	0	2	15	89	56	62	124	137	101	1	1	2	0	4	17	4	3	11	44
RO60	9	15	4	32	54	73	5	155	163	111	446	296	271	43	0	4	1	24	49	43	37	90	55	61	0	0	5	3	4	30	0	2	5	21
ROCK1	9	26	30	79	152	186	12	319	330	228	778	593	536	47	0	2	1	11	214	163	148	298	351	266	4	7	31	16	34	175	3	1	10	30
RPAP2	24	51	50	174	172	192	27	646	664	465	1596	793	655	130	1	0	2	13	103	97	85	143	136	97	3	0	3	2	11	16	1	1	0	0
RPL10	506	853	1070	4068	5281	6808	830	16425	16329	12835	45839	27637	31144	4593	7	11	48	293	3145	3024	3678	5527	4096	3517	1	0	9	1	14	73	5	7	29	132
RPL11	350	606	743	2809	3032	4789	576	10685	9060	7140	29825	14163	19237	2717	4	16	62	327	2231	2032	2335	3964	2681	2795	1	7	11	9	8	58	4	5	8	50
RPL12	226	410	506	2087	2752	3194	417	5714	6279	4603	19531	11091	12412	1903	4	11	100	202	1113	1232	1520	2627	1983	1734	1	1	15	8	16	57	0	6	6	26
RPL13	545	882	1281	4111	5290	7465	1037	16068	15145	12594	43239	25185	32408	4430	8	19	106	562	2681	2513	2994	4525	3729	3328	1	1	1	3	9	71	2	6	11	66
RPL13A	441	731	844	2987	3974	5704	561	10444	10000	7974	25709	15380	19150	2220	5	6	30	195	1988	1747	1924	2991	2220	1940	0	0	6	1	7	29	3	2	6	45
RPL14	148	269	398	1433	1538	2937	348	5854	5775	5073	17573	9105	13290	1875	1	1	18	147	1030	991	1222	1864	1346	1588	0	1	8	2	6	59	0	1	2	43
RPL15	197	330	398	1623	1911	2622	304	5190	5030	4041	14468	8312	12026	1493	1	2	26	182	1487	1271	1637	2479	1927	2035	0	0	4	1	4	45	14	9	34	123
RPL18	231	385	546	1798	2186	3328	412	6561	5874	5228	17449	10281	13302	1767	2	4	37	217	1296	1152	1402	2284	1576	1737	0	1	5	1	10	68	2	2	4	28
RPL18A	350	605	709	2588	3707	4406	428	7686	7041	5485	20866	12344	15912	1956	4	10	70	237	1540	1590	1849	3096	2208	2184	0	0	1	1	3	19	0	0	2	15
RPL19	288	528	665	2447	2986	4152	493	9215	8523	7150	26143	13731	17378	2367	7	8	45	226	1764	1672	1912	3371	2150	2341	3	1	8	6	8	62	1	2	3	40
RPL21	381	646	847	2982	3611	5025	602	11498	11504	8350	32324	15536	21699	2889	51	67	433	1179	2203	2133	2270	3759	2846	2602	2	2	9	7	7	57	9	1	14	61
RPL23	130	285	269	894	1103	1860	129	3813	3562	2151	8707	4938	7515	623	2	2	7	105	1306	1299	1321	1835	1565	1775	2	3	12	5	15	112	1	1	3	13
RPL23A	344	505	741	2496	3269	4824	561	9545	8089	7889	24177	13563	18533	2394	6	8	50	268	1387	1237	1529	2511	1632	1884	0	0	2	4	2	27	1	0	5	19
RPL24	107	203	254	978	1116	1688	211	4264	3758	3235	11834	6507	8608	1127	3	4	35	216	938	829	1051	1619	1198	1470	0	3	2	4	7	56	0	0	1	36
RPL26	297	476	694	2525	2879	4504	532	9094	8370	7433	25325	13462	17983	2343	2	2	40	241	2445	2153	2750	4582	2711	3155	0	1	6	3	4	73	1	0	15	53
RPL27A	230	411	491	1681	2411	3887	338	7039	6425	5486	16263	9457	13536	1400	5	5	43	237	1463	1361	1529	2174	1633	2032	1	2	13	6	19	75	2	5	4	57
RPL28	274	511	626	2701	2845	4300	494	9254	8010	7680	29603	14972	20547	2618	6	23	47	272	2211	1950	2471	4358	3048	3581	0	4	35	14	32	276	2	2	7	43
RPL29	208	352	495	1633	2105	2942	387	5627	5198	4328	15983	9049	12378	1688	1	11	46	208	1261	1067	1321	2380	1625	1759	0	2	6	1	6	43	0	3	7	38
RPL3	267	383	565	1982	2493	3621	529	9481	8791	7461	24935	13854	17040	2389	1	5	16	158	1343	1132	1378	2211	1337	1283	1	1	4	0	2	12	2	0	5	19
RPL30	450	734	903	3451	3749	5756	632	13598	12467	10044	37945	19111	24656	3371	19	26	124	465	2496	2145	2480	4160	2780	3117	4	7	31	22	48	283	3	2	3	48
RPL31	105	155	200	636	753	1198	113	2968	2883	2052	7401	4158	5791	548	4	6	42	171	533	540	466	945	717	729	0	1	0	0	7	30	0	3	3	13
RPL32	391	684	829	3206	3476	5415	617	12041	11693	8987	35302	17309	23869	3173	9	32	110	486	2048	1915	2131	3809	2602	2525	2	2	12	4	20	82	0	3	4	35
RPL34	442	718	897	3615	3851	5571	743	13940	12693	10379	39975	19170	24202	3572	3	13	56	404	2743	2351	2760	4753	3012	2892	0	2	23	9	41	226	1	0	2	27
RPL35A	237	357	485	1978	2087	3123	411	7504	6740	5629	21261	10593	14043	2076	9	23	108	472	1655	1410	1631	2878	1983	2047	2	4	3	6	17	93	16	14	32	142
RPL36	231	376	489	1830	2097	2901	358	6777	6603	5187	19310	10381	12868	1992	4	8	33	161	1113	1090	1091	2221	1396	1456	1	0	0	1	4	33	1	0	3	26
RPL36AL	22	73	84	268	306	592	53	1355	1828	1476	4035	2591	3505	451	2	3	36	182	355	423	462	683	623	735	0	2	19	8	11	159	4	4	4	40
RPL37	476	802	955	3217	4104	5088	688	13480	12665	9319	34026	18593	20755	3077	2	11	58	302	2686	2302	2660	4598	3035	2615	1	6	33	16	57	313	2	3	3	39
RPL37A	343	570	732	2458	3242	3767	537	9558	8234	6705	24775	13523	16085	2321	2	12	60	254	2127	1779	2118	3726	2715	2301	0	0	4	4	5	60	5	7	9	57
RPL38	210	334	382	1476	1492	2081	279	5841	5601	4108	15715	8053	8946	1334	5	8	62	251	1091	979	1010	1779	1402	1257	1	5	10	5	20	89	0	0	4	18
RPL39	530	777	1023	3642	4411	5863	747	13506	12285	10098	34798	19711	23069	3217	5	14	49	292	2867	2536	2945	4956	3468	3089	3	7	40	16	65	294	1	2	5	35
RPL4	102	151	197	621	789	1208	124	2767	2464	1869	6245	4086	4801	596	1	0	19	77	823	662	758	1189	943	760	0	1	0	0	4	10	7	2	11	84
RPL41	651	1155	1532	5123	6243	8937	1119	19529	17722	15581	50663	28697	35425	5144	26	48	391	982	3816	3367	4102	6690	5090	5159	8	26	68	19	82	324	6	13	48	158
RPL5	170	259	308	1212	1524	2144	207	4932	4621	3590	13229	7819	9819	1417	2	4	33	140	1032	906	1118	1574	1260	1279	0	0	2	0	4	23	0	1	2	14
RPL6	161	246	346	1360	1643	2069	308	5189	5253	3994	15704	8833	10679	1783	2	8	18	143	1374	1184	1451	2523	1868	1666	0	4	3	0	4	28	1	1	2	19
RPL7	142	244	286	961	1208	2135	198	4470	4003	3128	11355	6429	9708	919	5	6	50	180	1293	1214	1217	1815	1685	1612	0	1	6	1	6	32	0	0	1	15
RPL7A	216	351	467	1773	2098	3125	368	6095	5487	5104	16759	9872	13396	1777	3	1	32	228	1388	1165	1623	2328	1768	1840	1	2	4	2	3	50	0	0	2	30
RPL8	134	291	284	1154	1757	2904	390	3432	3785	2699	9735	6532	9756	1422	8	15	52	184	1034	1026	1137	1863	1585	2042	0	3	1	2	3	59	1	0	3	36
RPLP1	498	772	1009	4504	5437	8144	729	15445	12839	11214	41893	25951	34216	3650	12	37	185	808	4325	3092	4202	6359	5607	4516	2	4	22	15	42	179	12	16	62	198
RPLP2	306	572	662	2503	3052	4514	439	9494	8511	6361	23782	13144	16695	1912	9	43	148	514	1834	1506	1572	2933	2358	2201	1	3	7	4	16	82	0	2	8	52
RPS10	197	464	594	1711	2008	3760	379	6430	7851	6307	18222	9799	15549	1876	3	12	77	248	1279	1389	1474	2237	1666	1905	0	6	10	4	11	75	0	1	4	17
RPS11	294	525	580	1843	2549	3361	282	4891	4814	3170	11792	7162	8763	843	14	20	112	419	1810	1691	1676	2644	1937	2046	3	8	25	15	25	230	5	4	19	91
RPS12	446	812	994	3804	4503	6886	845	17072	15647	13017	47879	24781	33553	4218	74	121	344	1271	2354	2228	2762	4494	2927	3074	2	5	10	10	15	71	3	3	16	78
RPS13	187	370	439	1845	2568	3166	363	6666	6310	4641	19891	11893	14315	1767	6	15	57	226	1806	1541	1835	3107	2756	2414	0	2	6	3	10	60	1	0	4	34
RPS14	316	540	870	2867	3150	5284	640	11973	11160	10472	34284	17209	22974	2997	14	27	123	440	2393	2118	2665	4181	3024	3044	5	7	18	13	38	170	3	3	11	55
RPS15	277	449	497	2016	2252	3700	376	7172	6732	5653	20006	11951	15437	2013	8	26	145	379	1554	1256	1562	2846	1911	2298	2	1	8	3	18	107	1	1	18	68
RPS15A	346	575	741	2754	2966	4840	553	11959	11474	9740	32828	19643	23170	3101	6	20	98	431	1831	1658	2020	3215	2139	2537	3	2	11	10	14	145	7	7	12	129
RPS16	229	408	445	1566	2529	3659	377	6723	6518	5244	17133	11080	15008	1704	4	4	19	190	1453	1386	1596	2121	2084	2238	3	5	10	5	11	133	0	1	3	20
RPS19	380	532	718	2528	4080	5601	581	9625	9669	8096	23677	16806	22701	2494	3	8	40	251	1600	1674	2220	3358	2791	4537	2	1	5	6	15	54	2	0	9	27
RPS19BP1	5	9	12	37	41	69	8	164	160	134	445	335	361	48	0	0	5	22	74	34	43	80	75	130	0	1	1	3	2	24	2	3	10	71
RPS2	412	565	742	3078	3411	4938	680	11406	10043	8643	30349	17119	22350	3179	6	11	60	289	2695	2048	2596	4187	2574	2615	0	3	8	2	14	44	1	1	5	23
RPS20	228	380	468	1353	1609	2618	233	5551	5313	3721	12892	7171	9194	980	1	10	23	149	1052	935	936	1523	1317	1632	1	3	5	1	13	50	4	3	13	60
RPS21	318	532	636	2386	2696	3605	529	8600	8029	6478	24849	13732	14774	2183	0	0	20	173	1263	1195	1301	2419	1658	1443	1	1	6	2	12	51	0	0	1	16
RPS23	446	718	972	3625	3816	6261	728	10602	9535	8184	31543	15322	22246	2795	1	6	31	257	2004	2026	2395	3845	2417	3013	0	0	4	1	4	35	0	0	3	21
RPS24	179	390	484	1772	2130	3546	487	6278	6094	5599	20176	11544	15709	2224	4	13	109	341	2467	2183	2649	4639	3451	3150	0	4	18	7	17	96	2	2	9	30
RPS25	213	406	488	1937	2108	2618	312	7327	6864	5431	22117	11026	12327	1676	7	8	61	219	1157	1031	1166	2045	1471	1514	1	0	7	8	14	87	2	2	6	27
RPS26	104	401	224	164	1202	3135	363	4684	8304	3571	2785	7250	14689	2295	1	0	37	239	756	1219	776	541	1112	1937	1	5	5	2	14	55	2	0	4	18
RPS27	955	1701	1699	7824	9071	10250	1446	29353	27317	17420	75853	39726	40317	6990	2	14	81	444	3084	2937	2672	5807	4114	3881	1	8	14	7	26	106	8	7	30	232
RPS27A	367	645	839	2973	3377	5403	633	12505	11367	10101	33054	17876	24154	3103	1	13	64	414	1917	1606	2087	3059	2539	2655	3	6	23	12	29	150	8	6	19	95
RPS27L	13	20	17	137	127	72	29	460	476	364	1646	969	847	242	0	2	7	39	178	134	127	325	343	313	2	2	4	1	20	47	1	0	1	20
RPS28	370	557	711	2926	3206	4842	545	11158	10655	8471	31762	15949	20218	2833	1	9	66	309	2329	2092	2348	4268	2771	2628	2	2	12	7	16	95	1	3	6	36
RPS29	438	762	726	3910	3625	3436	772	13653	13818	8485	42451	21084	16855	4303	0	6	49	166	1644	1515	1435	3196	2155	1297	1	3	5	5	9	68	3	3	10	35
RPS3	255	381	598	2001	2040	4007	470	9652	9024	8672	26446	13586	20838	2727	2	5	61	319	1368	1171	1555	2276	1274	1806	4	5	11	5	4	81	2	3	11	48
RPS3A	354	563	792	2249	3153	4941	619	11462	10914	8649	25654	16607	22895	2913	5	2	37	287	2162	1999	2272	2846	2443	2623	1	2	7	1	10	82	1	6	7	31
RPS4X	270	496	631	1920	1670	3964	469	8693	8152	6458	24063	9189	18270	2359	3	8	20	238	1692	1300	1690	2603	1361	2023	1	1	4	0	1	26	3	2	4	28
RPS5	155	281	395	1208	1797	2480	284	3802	3941	3170	10841	6430	9409	1198	1	6	17	148	549	562	717	1037	718	951	0	2	4	0	3	17	0	0	4	25
RPS6	304	508	642	2313	2835	4044	462	10218	9361	7004	26768	14425	19310	2665	6	16	40	307	1617	1607	1814	2812	1961	2122	0	6	10	3	11	86	1	1	3	17
RPS6KA3	15	22	20	64	76	101	10	429	441	298	936	542	454	62	0	1	0	2	183	120	133	245	196	165	2	5	28	10	25	114	0	0	0	8
