"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_002008305_4","GCF_003691675_1","GCF_005280335_1","GCF_020097155_1"
"group_1847","","hypothetical protein","2","2","1","1","2472","1","689","","479","479","479","MICKBS0714_01403","MICSA211_01133","",""
"cmk","","Cytidylate kinase","2","2","1","1","2583","1","552","","731","731","731","MICKBS0714_01405","MICSA211_01135","",""
"group_1849","","hypothetical protein","2","2","1","1","2584","1","551","","1160","1160","1160","MICKBS0714_01406","MICSA211_01136","",""
"dctA2","","C4-dicarboxylate transport protein 2","2","2","1","1","2588","1","556","","1415","1415","1415","MICKBS0714_01409","MICSA211_01139","",""
"rspR_1","","HTH-type transcriptional repressor RspR","2","2","1","1","2467","1","560","","689","689","689","MICKBS0714_01413","MICSA211_01144","",""
"prpD2","","2-methylcitrate dehydratase 2","2","2","1","1","2594","1","559","","1526","1526","1526","MICKBS0714_01414","MICSA211_01145","",""
"tyrS","","Tyrosine--tRNA ligase","2","2","1","1","3488","38","6","","1343","1343","1343","MICKBS0714_01428","MICSA211_01159","",""
"rep_1","","ATP-dependent DNA helicase Rep","2","2","1","1","3489","38","5","","2288","2288","2288","MICKBS0714_01429","MICSA211_01161","",""
"argH","","Argininosuccinate lyase","2","2","1","1","3490","38","3","","1460","1460","1460","MICKBS0714_01430","MICSA211_01162","",""
"argR","","Arginine repressor","2","2","1","1","2416","25","4","","488","488","488","MICKBS0714_01433","MICSA211_01165","",""
"argF","","Ornithine carbamoyltransferase","2","2","1","1","2417","25","5","","959","959","959","MICKBS0714_01434","MICSA211_01166","",""
"argD","","Acetylornithine aminotransferase","2","2","1","1","2418","25","6","","1286","1286","1286","MICKBS0714_01435","MICSA211_01167","",""
"argB","","Acetylglutamate kinase","2","2","1","1","2419","25","7","","986","986","986","MICKBS0714_01436","MICSA211_01168","",""
"argJ","","Arginine biosynthesis bifunctional protein ArgJ","2","2","1","1","2420","25","8","","1160","1160","1160","MICKBS0714_01437","MICSA211_01169","",""
"argC","","N-acetyl-gamma-glutamyl-phosphate reductase","2","2","1","1","2421","25","9","","1040","1040","1040","MICKBS0714_01438","MICSA211_01170","",""
"qorA_1","","Quinone oxidoreductase 1","2","2","1","1","2422","25","10","","1001","1001","1001","MICKBS0714_01439","MICSA211_01171","",""
"dltA","","D-alanine--D-alanyl carrier protein ligase","2","2","1","1","2423","25","11","","4007","4007","4007","MICKBS0714_01440","MICSA211_01172","",""
"pepN_3","","Aminopeptidase N","2","2","1","1","2424","25","12","","1340","1340","1340","MICKBS0714_01441","MICSA211_01173","",""
"group_1868","","hypothetical protein","2","2","1","1","2425","25","13","","620","620","620","MICKBS0714_01442","MICSA211_01174","",""
"pheT","","Phenylalanine--tRNA ligase beta subunit","2","2","1","1","2426","25","14","","2579","2579","2579","MICKBS0714_01443","MICSA211_01175","",""
"gabD1_1","","Succinate-semialdehyde dehydrogenase [NADP(+)] 1","2","2","1","1","5083","23","4","","797","1415","1106","MICKBS0714_00769","MICSA211_00499","",""
"group_1870","","hypothetical protein","2","2","1","1","2430","25","29","","1073","1073","1073","MICKBS0714_01448","MICSA211_01180","",""
"mutT2","","Putative 8-oxo-dGTP diphosphatase 2","2","2","1","1","2429","25","28","","428","428","428","MICKBS0714_01449","MICSA211_01181","",""
"group_1875","","hypothetical protein","2","2","1","1","2375","51","2","","476","476","476","MICKBS0714_01457","MICSA211_01189","",""
"pdtaS","","putative sensor histidine kinase pdtaS","2","2","1","1","2410","3","46","","1508","1508","1508","MICKBS0714_01459","MICSA211_01191","",""
"group_1877","","hypothetical protein","2","2","1","1","2405","3","51","","752","752","752","MICKBS0714_01464","MICSA211_01196","",""
"secA","","Protein translocase subunit SecA","2","2","1","1","2403","3","53","","2735","2735","2735","MICKBS0714_01466","MICSA211_01198","",""
"hpf","","Ribosome hibernation promotion factor","2","2","1","1","2402","3","54","","677","677","677","MICKBS0714_01467","MICSA211_01199","",""
"pyrE_2","","Orotate phosphoribosyltransferase","2","2","1","1","2401","3","55","","791","797","794","MICKBS0714_01468","MICSA211_01200","",""
"group_1882","","hypothetical protein","2","2","1","1","2378","3","61","","389","389","389","MICKBS0714_01473","MICSA211_01205","",""
"mnmA","","tRNA-specific 2-thiouridylase MnmA","2","2","1","1","2379","3","62","","1136","1136","1136","MICKBS0714_01474","MICSA211_01206","",""
"group_1885","","hypothetical protein","2","2","1","1","2238","3","28","","1064","1064","1064","MICKBS0714_01478","MICSA211_01210","",""
"group_1886","","hypothetical protein","2","2","1","1","2237","3","27","","791","791","791","MICKBS0714_01479","MICSA211_01211","",""
"dnaJ_1","","Chaperone protein DnaJ","2","2","1","1","2236","3","26","","953","953","953","MICKBS0714_01480","MICSA211_01212","",""
"trmL","","tRNA (cytidine(34)-2'-O)-methyltransferase","2","2","1","1","2235","3","25","","560","560","560","MICKBS0714_01481","MICSA211_01213","",""
"group_1889","","hypothetical protein","2","2","1","1","2232","3","22","","1280","1280","1280","MICKBS0714_01484","MICSA211_01216","",""
"group_1891","","Phage shock protein A ","2","2","1","1","2230","3","20","","818","818","818","MICKBS0714_01486","MICSA211_01218","",""
"group_1892","","hypothetical protein","2","2","1","1","2229","3","19","","1400","1400","1400","MICKBS0714_01487","MICSA211_01219","",""
"group_1911","","hypothetical protein","2","2","1","1","2268","3","101","","3143","3143","3143","MICKBS0714_01512","MICSA211_01221","",""
"ylbL","","putative protein YlbL","2","2","1","1","2269","3","102","","1070","1070","1070","MICKBS0714_01513","MICSA211_01222","",""
"group_1913","","hypothetical protein","2","2","1","1","2270","3","103","","1400","1400","1400","MICKBS0714_01514","MICSA211_01223","",""
"group_1914","","hypothetical protein","2","2","1","1","2271","3","104","","566","566","566","MICKBS0714_01515","MICSA211_01224","",""
"group_1915","","hypothetical protein","2","2","1","1","2272","3","105","","728","728","728","MICKBS0714_01516","MICSA211_01225","",""
"uvrD2","","ATP-dependent DNA helicase UvrD2","2","2","1","1","2273","3","106","","2129","2129","2129","MICKBS0714_01517","MICSA211_01226","",""
"nudC","","NADH pyrophosphatase","2","2","1","1","2274","3","107","","989","989","989","MICKBS0714_01518","MICSA211_01227","",""
"rep_2","","ATP-dependent DNA helicase Rep","2","2","1","1","2276","3","109","","3524","3530","3527","MICKBS0714_01520","MICSA211_01229","",""
"recD","","RecBCD enzyme subunit RecD","2","2","1","1","2277","3","110","","3440","3440","3440","MICKBS0714_01521","MICSA211_01230","",""
"group_1920","","hypothetical protein","2","2","1","1","2278","3","111","","410","410","410","MICKBS0714_01522","MICSA211_01231","",""
"dinG_3","","3'-5' exonuclease DinG","2","2","1","1","2279","3","112","","686","686","686","MICKBS0714_01523","MICSA211_01232","",""
"hemL","","Glutamate-1-semialdehyde 2,1-aminomutase","2","2","1","1","2280","3","113","","1325","1325","1325","MICKBS0714_01524","MICSA211_01233","",""
"group_1923","","hypothetical protein","2","2","1","1","3578","3","180","","281","281","281","MICKBS0714_01528","MICSA211_01238","",""
"hemC","","Porphobilinogen deaminase","2","2","1","1","3580","3","159","","1133","1133","1133","MICKBS0714_01530","MICSA211_01240","",""
"hemH","","Ferrochelatase","2","2","1","1","3581","3","160","","1349","1349","1349","MICKBS0714_01531","MICSA211_01241","",""
"group_1926","","putative protein","2","2","1","1","3582","3","161","","716","716","716","MICKBS0714_01532","MICSA211_01242","",""
"hemY","","Protoporphyrinogen oxidase","2","2","1","1","3583","3","162","","1508","1508","1508","MICKBS0714_01533","MICSA211_01243","",""
"hemE","","Uroporphyrinogen decarboxylase","2","2","1","1","3584","3","163","","1223","1223","1223","MICKBS0714_01534","MICSA211_01244","",""
"hemA","","Glutamyl-tRNA reductase","2","2","1","1","3585","3","164","","1352","1352","1352","MICKBS0714_01535","MICSA211_01245","",""
"betI_2","","HTH-type transcriptional regulator BetI","2","2","1","1","3586","3","165","","656","656","656","MICKBS0714_01536","MICSA211_01246","",""
"group_1931","","hypothetical protein","2","2","1","1","3587","3","166","","224","224","224","MICKBS0714_01537","MICSA211_01247","",""
"group_1932","","3',5'-nucleoside bisphosphate phosphatase","2","2","1","1","2372","3","158","","860","860","860","MICKBS0714_01540","MICSA211_01250","",""
"pepPI","","Xaa-Pro aminopeptidase 1","2","2","1","1","2371","3","157","","1598","1598","1598","MICKBS0714_01541","MICSA211_01251","",""
"group_1934","","hypothetical protein","2","2","1","1","2368","3","154","","1268","1268","1268","MICKBS0714_01544","MICSA211_01254","",""
"group_1935","","hypothetical protein","2","2","1","1","2367","3","153","","779","779","779","MICKBS0714_01545","MICSA211_01255","",""
"mrp","","Iron-sulfur cluster carrier protein","2","2","1","1","2366","3","152","","1148","1148","1148","MICKBS0714_01546","MICSA211_01256","",""
"tatB","","Sec-independent protein translocase protein TatB","2","2","1","1","2365","3","151","","608","611","609","MICKBS0714_01547","MICSA211_01257","",""
"group_1938","","hypothetical protein","2","2","1","1","2364","3","150","","872","872","872","MICKBS0714_01548","MICSA211_01258","",""
"group_1939","","Putative O-methyltransferase","2","2","1","1","2363","3","149","","650","650","650","MICKBS0714_01549","MICSA211_01259","",""
"group_1941","","hypothetical protein","2","2","1","1","2362","3","115","","377","377","377","MICKBS0714_01551","MICSA211_01261","",""
"glnQ_1","","Glutamine transport ATP-binding protein GlnQ","2","2","1","1","2358","3","131","","824","824","824","MICKBS0714_01553","MICSA211_01263","",""
"glnH","","ABC transporter glutamine-binding protein GlnH","2","2","1","1","2359","3","132","","893","893","893","MICKBS0714_01554","MICSA211_01264","",""
"group_1945","","hypothetical protein","2","2","1","1","3608","3","129","","887","887","887","MICKBS0714_01556","MICSA211_01266","",""
"dapE_3","","Putative succinyl-diaminopimelate desuccinylase DapE","2","2","1","1","3607","3","128","","1136","1136","1136","MICKBS0714_01557","MICSA211_01267","",""
"dapD","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase","2","2","1","1","3606","3","127","","965","965","965","MICKBS0714_01558","MICSA211_01268","",""
"dapL","","LL-diaminopimelate aminotransferase","2","2","1","1","3614","3","116","","1151","1151","1151","MICKBS0714_01561","MICSA211_01271","",""
"typA","","GTP-binding protein TypA/BipA","2","2","1","1","3620","3","3","","1910","1910","1910","MICKBS0714_01564","MICSA211_01274","",""
"gsiA","","Glutathione import ATP-binding protein GsiA","2","2","1","1","3621","3","4","","1880","1880","1880","MICKBS0714_01565","MICSA211_01275","",""
"group_1952","","hypothetical protein","2","2","1","1","3622","3","5","","1190","1190","1190","MICKBS0714_01566","MICSA211_01276","",""
"group_1954","","putative lipoprotein","2","2","1","1","2342","3","297","","1862","1862","1862","MICKBS0714_01568","MICSA211_01278","",""
"thi4","","Thiamine thiazole synthase","2","2","1","1","2343","3","296","","1478","1478","1478","MICKBS0714_01569","MICSA211_01279","",""
"group_1956","","hypothetical protein","2","2","1","1","2347","3","292","","902","902","902","MICKBS0714_01573","MICSA211_01283","",""
"group_1957","","hypothetical protein","2","2","1","1","2348","3","291","","539","539","539","MICKBS0714_01574","MICSA211_01284","",""
"ftnA","","putative bacterial non-heme ferritin","2","2","1","1","2349","3","290","","518","518","518","MICKBS0714_01575","MICSA211_01285","",""
"yedI","","Inner membrane protein YedI","2","2","1","1","2350","3","289","","947","947","947","MICKBS0714_01576","MICSA211_01286","",""
"ybfF","","Esterase YbfF","2","2","1","1","2351","3","288","","836","836","836","MICKBS0714_01577","MICSA211_01287","",""
"sstT","","Serine/threonine transporter SstT","2","2","1","1","1206","1","1269","","1301","1301","1301","MICKBS0714_01587","MICSA211_01298","",""
"stp_3","","Multidrug resistance protein Stp","2","2","1","1","3663","1","1403","","1445","1445","1445","MICKBS0714_01590","MICSA211_01302","",""
"arfB","","Peptidyl-tRNA hydrolase ArfB","2","2","1","1","3664","1","1404","","455","455","455","MICKBS0714_01591","MICSA211_01303","",""
"zitB","","Zinc transporter ZitB","2","2","1","1","3665","1","1405","","989","989","989","MICKBS0714_01592","MICSA211_01304","",""
"ubiB","","protein kinase UbiB","2","2","1","1","3667","1","1407","","1652","1652","1652","MICKBS0714_01594","MICSA211_01306","",""
"qorA_2","","Quinone oxidoreductase 1","2","2","1","1","1234","1","1409","","1010","1010","1010","MICKBS0714_01596","MICSA211_01308","",""
"group_1970","","Succinyl-CoA:acetate CoA-transferase","2","2","1","1","1235","1","1410","","1514","1514","1514","MICKBS0714_01597","MICSA211_01309","",""
"group_1971","","hypothetical protein","2","2","1","1","1241","44","4","","827","830","828","MICKBS0714_01605","MICSA211_01317","",""
"relJ","","Antitoxin RelJ","2","2","1","1","1245","36","4","","260","260","260","MICKBS0714_01616","MICSA211_01326","",""
"ygbN","","Inner membrane permease YgbN","2","2","1","1","2181","36","17","","1403","1403","1403","MICKBS0714_01617","","MICAS2_01279",""
"group_1984","","hypothetical protein","2","2","1","1","1278","12","72","","1088","1088","1088","MICKBS0714_01633","MICSA211_01338","",""
"xseA","","Exodeoxyribonuclease 7 large subunit","2","2","1","1","1279","12","73","","1313","1313","1313","MICKBS0714_01634","MICSA211_01339","",""
"group_1987","","Polyphosphate:AMP/ADP phosphotransferase","2","2","1","1","1283","12","77","","917","917","917","MICKBS0714_01637","MICSA211_01342","",""
"aspC_1","","putative aspartate aminotransferase","2","2","1","1","1281","12","76","","1238","1238","1238","MICKBS0714_01638","MICSA211_01343","",""
"rppH_1","","RNA pyrophosphohydrolase","2","2","1","1","2133","12","13","","476","476","476","MICKBS0714_01640","MICSA211_01345","",""
"group_1991","","hypothetical protein","2","2","1","1","2134","12","14","","1835","1835","1835","MICKBS0714_01641","MICSA211_01346","",""
"group_1992","","5-formyltetrahydrofolate cyclo-ligase","2","2","1","1","2138","12","18","","665","665","665","MICKBS0714_01645","MICSA211_01350","",""
"group_1994","","hypothetical protein","2","2","1","1","2142","12","21","","3764","3764","3764","MICKBS0714_01648","MICSA211_01353","",""
"group_1995","","hypothetical protein","2","2","1","1","2130","12","8","","548","548","548","MICKBS0714_01650","MICSA211_01355","",""
"group_1996","","putative oxidoreductase/MSMEI_1564","2","2","1","1","2128","12","6","","1136","1136","1136","MICKBS0714_01652","MICSA211_01357","",""
"gltP","","Proton/glutamate-aspartate symporter","2","2","1","1","1365","12","2","","1433","1433","1433","MICKBS0714_01654","MICSA211_01359","",""
"lcoP","","Betaine/ectoine transporter LcoP","2","2","1","1","1366","12","1","","1955","1955","1955","MICKBS0714_01655","MICSA211_01360","",""
"group_1999","","hypothetical protein","2","2","1","1","2102","1","1672","","977","977","977","MICKBS0714_01658","MICSA211_01363","",""
"group_2","","IS481 family transposase ISKrh2","2","2","1","1","333","14","78","","962","1007","984","MICKBS0714_02111","MICSA211_01818","",""
"group_2002","","Putative glutamate--cysteine ligase 2","2","2","1","1","1369","1","1707","","1196","1196","1196","MICKBS0714_01664","MICSA211_01369","",""
"group_2003","","putative protein","2","2","1","1","1285","1","1767","","671","671","671","MICKBS0714_01672","MICSA211_01377","",""
"group_2004","","hypothetical protein","2","2","1","1","1286","1","1766","","626","626","626","MICKBS0714_01673","MICSA211_01378","",""
"alr","","Alanine racemase","2","2","1","1","1287","1","1765","","1205","1205","1205","MICKBS0714_01674","MICSA211_01379","",""
