gene	Control_#1_B_cell	Control_#1_T_cell	Control_#1_monocyte	Control_#1_neutrophil	Control_#1_platelet	Control_#2_B_cell	Control_#2_T_cell	Control_#2_monocyte	Control_#2_neutrophil	Control_#3_B_cell	Control_#3_T_cell	Control_#3_erythroid_lineage_cell	Control_#3_monocyte	Control_#3_neutrophil	Control_#3_platelet	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Mild_erythroid_lineage_cell	SARS_CoV2_pos_Mild_monocyte	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#1_platelet	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#2_monocyte	SARS_CoV2_pos_Severe_#2_neutrophil	SARS_CoV2_pos_Severe_#2_platelet	SARS_CoV2_pos_Severe_#3_B_cell	SARS_CoV2_pos_Severe_#3_T_cell
PRKAR1A	9	202	111	0	1	10	189	105	7	17	157	1	80	23	0	52	370	0	175	8	100	410	1	166	10	12	161	373	8	180	102	45	9	25
PRKCB	23	259	232	2	9	61	290	154	3	47	211	3	138	33	7	216	670	0	254	20	200	415	1	233	58	35	307	449	4	211	171	127	33	64
PRKX	21	466	199	1	1	34	466	177	1	17	332	1	152	20	0	87	962	0	229	12	114	670	1	226	40	1	129	556	5	137	91	2	17	76
PRMT2	2	499	56	0	2	9	305	37	1	7	427	0	48	2	1	53	1371	0	75	2	40	461	3	60	2	10	54	797	11	68	16	21	5	117
PRPSAP1	5	186	104	0	1	11	164	69	1	3	136	0	50	8	0	33	371	0	92	9	32	239	1	84	13	2	42	185	12	64	38	11	5	30
PRR11	14	298	84	1	2	16	233	81	1	16	168	0	50	11	0	53	461	0	89	7	64	328	0	112	11	0	53	213	7	62	34	1	13	32
PRR13	9	191	150	2	0	18	272	141	2	24	205	0	106	27	0	78	698	1	277	13	60	429	2	224	22	6	106	486	9	230	149	20	27	79
PRRC2C	43	1201	318	5	3	91	1072	232	5	54	858	1	227	30	5	225	2221	1	408	14	428	1944	4	442	37	13	524	2036	21	414	184	31	48	195
PSAP	8	155	1686	5	4	8	152	1220	9	13	115	3	1308	33	3	25	322	2	1860	12	74	248	20	2125	29	33	96	266	45	1742	139	49	5	30
PSIP1	13	320	31	0	1	19	309	21	1	20	168	0	21	2	4	86	1036	2	49	2	82	518	0	49	1	8	98	607	7	50	9	22	20	105
PSMA4	4	140	140	3	0	8	166	102	1	5	158	0	98	4	0	40	482	0	243	2	50	479	2	148	8	0	61	458	9	218	32	8	7	45
PSMA6	7	181	154	1	0	12	155	103	2	11	138	0	77	11	0	37	421	0	174	1	46	374	0	171	21	1	53	379	1	226	85	23	6	63
PSMA7	6	289	304	1	5	20	431	183	0	18	286	5	224	11	4	87	1260	6	466	3	94	1006	9	382	8	14	152	884	41	471	59	95	35	138
PSMB1	10	309	162	0	0	14	323	128	3	18	261	0	152	13	1	66	937	1	252	5	90	766	3	278	8	0	177	822	24	363	80	12	19	100
PSMD13	5	89	50	0	2	5	117	51	0	9	77	0	49	2	1	39	356	0	101	6	52	246	5	99	4	5	41	250	16	102	21	24	6	40
PSMD4	4	110	62	1	0	7	128	38	1	8	87	4	68	4	0	48	395	5	95	4	31	248	29	94	5	2	39	265	81	124	22	16	7	52
PSMD6	3	84	48	1	2	6	105	30	1	11	88	0	37	0	0	28	276	2	64	0	34	237	8	57	3	4	38	273	25	69	17	15	5	30
PSME1	21	663	301	1	0	35	706	249	7	23	449	2	222	13	4	160	1870	8	425	14	128	1475	11	373	10	2	166	1157	40	386	93	16	39	205
PSME4	7	167	63	2	0	4	130	44	1	6	112	2	31	6	0	34	286	7	81	4	41	371	15	88	9	1	47	187	68	71	28	25	7	19
PTBP3	10	197	121	2	1	22	218	124	3	8	160	1	110	20	1	49	500	1	208	20	56	315	2	232	22	1	92	343	11	184	146	8	8	45
PTEN	5	100	146	6	0	8	107	85	3	17	69	0	59	31	1	61	382	1	244	28	39	175	4	195	65	1	37	178	14	163	178	5	8	38
PTGES3	7	366	124	0	2	24	386	95	1	27	311	14	153	3	3	89	1161	9	222	0	66	737	40	199	3	13	158	865	203	417	15	61	26	113
PTMA	232	5654	2027	5	43	458	5786	1753	1	479	4315	2	1829	16	74	1567	15253	1	3025	5	1902	10580	8	2810	13	228	3192	12750	127	3925	67	632	297	1488
PTP4A2	10	601	495	8	24	42	711	408	1	46	436	5	450	31	15	111	1423	5	730	8	188	1023	16	819	69	69	258	1013	86	1128	262	220	28	141
PTPN1	7	204	69	0	3	22	200	55	1	30	159	0	75	3	0	68	444	0	96	3	118	341	1	93	5	3	184	429	5	156	34	15	18	32
PTPN11	14	282	108	0	0	23	294	97	2	17	180	0	79	12	1	68	784	0	169	4	87	508	1	201	18	3	69	363	2	90	54	11	12	61
PTPN18	5	71	66	0	18	16	84	69	0	6	57	0	61	0	19	14	176	0	112	1	22	160	1	131	3	50	41	195	5	172	14	158	4	24
PTPN6	5	51	127	2	1	15	68	101	4	11	42	0	144	11	1	116	340	0	226	5	62	154	1	259	18	3	72	150	1	228	85	7	24	38
PTPRC	23	1134	707	23	0	59	1335	540	30	53	879	2	601	182	4	244	3999	2	1244	66	250	2066	1	1043	118	0	306	1655	24	895	789	5	34	379
PTPRJ	5	269	108	3	13	18	249	93	4	25	186	1	91	13	5	96	823	1	187	13	80	476	0	235	24	18	62	306	1	145	113	52	18	77
QKI	5	156	231	2	2	10	149	202	2	8	88	0	167	19	1	24	252	0	297	7	38	162	1	370	26	10	54	187	9	268	148	34	8	18
R3HDM2	7	161	43	1	0	8	186	56	2	13	138	0	50	4	1	52	473	0	84	3	53	269	0	91	6	0	66	231	6	78	24	7	16	39
R3HDM4	5	93	27	6	13	8	73	23	12	1	67	18	28	55	6	31	249	26	61	18	12	205	73	56	52	26	52	178	170	31	192	88	4	27
RAB11A	1	75	45	1	14	6	93	38	2	7	84	0	46	4	7	29	242	0	80	4	14	190	3	73	8	72	35	218	13	103	73	278	8	25
RAB14	6	149	55	0	1	9	164	42	2	7	111	1	66	3	0	37	340	0	116	1	63	290	1	107	10	5	67	332	12	100	49	22	7	35
RAB18	9	174	60	0	0	6	174	34	5	9	131	0	51	6	0	26	350	0	93	3	54	240	1	99	6	2	59	319	13	97	55	5	6	44
RAB1A	2	124	146	2	0	7	89	90	4	6	77	0	102	12	1	16	209	0	163	2	33	162	2	183	17	3	54	199	11	200	78	30	4	13
RAB21	4	196	91	3	1	13	175	79	3	6	145	1	66	17	1	31	351	2	111	9	59	260	6	131	47	5	101	259	26	135	227	8	7	20
RAB27A	13	282	123	2	0	7	352	115	1	10	181	0	67	10	0	71	889	0	224	3	61	591	2	281	24	2	57	353	1	128	152	5	20	98
RAB2A	8	206	165	2	2	16	251	106	3	16	189	0	137	14	1	36	453	0	163	7	66	442	1	271	22	4	100	455	14	322	122	23	7	50
RAB5A	4	107	62	1	2	5	105	36	4	4	85	0	30	8	0	16	205	2	74	9	48	214	16	88	22	1	46	205	48	101	72	11	3	22
RAB5C	3	126	146	2	1	9	124	115	4	8	92	0	99	12	4	39	272	4	200	8	48	304	6	242	19	3	51	264	19	209	99	29	7	43
RAB5IF	3	113	187	3	2	8	206	115	3	2	105	0	108	15	2	24	361	0	275	14	22	370	3	286	25	1	28	358	3	326	147	24	5	32
RAB7A	5	148	143	2	0	8	149	122	3	7	114	0	92	19	5	36	388	0	220	4	47	256	2	157	24	6	52	294	9	208	151	24	7	41
RAB8A	5	99	77	0	6	11	126	88	1	9	82	0	77	7	8	37	274	0	169	7	48	200	0	143	9	35	43	217	7	163	48	119	8	28
RAB8B	3	121	73	6	2	10	115	43	4	4	64	0	46	14	4	28	251	0	114	9	42	211	3	154	22	6	72	173	8	112	150	13	3	12
RABAC1	10	218	89	1	4	17	235	66	4	10	195	1	58	5	3	53	555	0	121	2	97	428	5	166	13	19	139	556	22	165	58	77	18	98
RABGAP1L	3	136	52	1	12	17	158	58	0	10	131	2	62	6	3	41	381	0	137	4	56	317	6	104	6	36	75	211	29	104	15	119	12	26
RAC1	9	306	451	7	15	21	348	327	9	21	205	1	336	34	22	60	743	0	589	22	107	627	9	894	54	65	110	548	39	737	324	241	15	70
RAC2	23	454	150	4	0	27	553	140	8	37	362	0	122	29	2	124	1689	1	235	22	98	970	2	222	35	4	167	1018	8	328	157	20	43	208
RACK1	103	2885	996	1	1	195	2369	745	0	229	2119	1	922	3	1	920	8337	4	1539	3	1144	4884	14	1233	5	6	1530	6015	94	1181	39	43	159	803
RAD21	15	337	95	0	0	22	313	74	1	31	276	1	76	7	0	89	823	2	135	19	89	675	15	139	21	8	109	743	89	143	92	20	9	76
RAD23B	6	105	88	1	0	13	96	65	0	3	81	0	60	11	0	35	273	0	117	6	45	248	8	132	22	4	45	273	28	133	60	25	7	26
RAF1	7	190	154	5	0	12	212	85	9	17	151	0	94	58	0	43	449	1	135	23	103	465	4	229	134	0	97	319	11	147	261	8	8	43
RALBP1	4	98	60	0	2	7	120	34	3	6	63	3	50	12	0	30	382	14	91	11	25	131	57	89	10	7	38	205	225	84	68	18	8	45
RALY	2	132	56	0	5	8	136	49	0	7	110	0	51	5	1	29	329	0	98	1	29	298	5	89	7	9	61	320	7	118	25	43	4	26
RAP1A	2	222	175	0	6	16	228	88	5	7	147	3	106	25	3	38	540	3	205	10	35	328	29	197	24	16	60	400	79	207	207	69	10	62
RAP1B	12	796	416	3	98	43	831	453	5	20	642	1	497	31	60	126	1923	1	512	18	150	1301	1	563	15	300	300	1291	37	980	201	1208	31	150
RASGRP2	7	153	59	2	14	21	149	29	1	12	83	0	53	7	8	71	457	0	67	1	72	254	0	111	8	31	104	241	4	145	57	262	20	46
RB1CC1	10	325	136	5	0	24	314	123	1	21	207	1	109	29	1	43	513	0	177	11	95	436	36	237	23	0	110	398	207	170	184	9	11	35
RBBP6	14	273	110	0	23	22	264	100	1	21	174	0	61	5	15	41	446	0	122	5	92	462	4	148	14	30	130	554	21	156	41	78	11	31
RBM22P2	23	581	194	6	0	20	516	112	8	35	389	0	124	27	0	110	1013	0	244	5	131	784	0	254	43	2	109	492	6	130	79	1	25	88
RBM3	31	677	385	1	0	55	643	251	2	49	479	0	323	3	1	138	1315	1	429	0	211	988	3	317	7	3	334	1028	15	320	37	7	28	111
RBM38	9	273	26	0	8	29	226	25	0	11	150	88	6	1	3	57	412	130	27	1	107	497	521	23	3	15	98	358	1043	36	8	39	2	21
RBM39	55	1554	521	5	5	86	1262	358	5	100	963	0	398	35	3	259	2438	1	634	17	614	2231	24	658	50	15	1003	2610	112	696	208	84	65	192
RBM4	11	292	76	1	0	15	266	62	0	16	178	3	80	4	1	58	580	0	121	2	79	400	0	116	8	0	101	533	9	150	35	5	6	50
RBM8A	10	329	108	2	0	26	336	93	4	23	247	0	90	9	0	60	631	1	157	0	63	561	9	126	9	2	122	641	40	186	49	14	12	61
RBX1	3	175	91	0	18	9	186	80	0	12	134	20	94	4	5	65	639	37	218	0	44	437	148	138	0	70	78	371	487	185	31	192	16	67
RC3H1	7	108	77	3	2	10	144	58	3	8	86	1	35	8	0	32	294	1	101	5	44	210	12	129	8	2	33	162	20	74	51	8	9	20
RCOR3	6	72	25	1	1	7	80	29	0	3	62	2	17	4	0	21	204	2	37	4	42	125	8	64	10	9	23	120	27	48	14	35	3	8
REEP5	3	131	123	1	1	9	151	106	2	10	150	0	118	5	0	46	328	1	197	3	36	395	1	219	4	10	61	289	8	266	58	22	3	64
REL	88	1730	571	9	0	175	1639	479	4	137	1141	2	423	35	0	456	2485	1	660	19	808	1951	9	683	61	0	833	1750	39	815	338	6	57	105
RESF1	19	307	124	3	0	28	293	50	8	27	267	1	64	51	0	88	1104	2	133	34	128	584	9	197	115	1	152	459	47	158	206	15	16	72
RFFL	18	590	183	7	1	43	515	142	8	35	432	1	111	27	0	146	1539	0	293	12	155	1010	5	306	42	1	138	560	15	133	96	2	43	176
RGS10	3	283	96	0	81	6	281	115	1	4	239	14	89	1	77	12	1248	14	239	0	11	493	34	186	4	233	29	600	99	174	16	835	6	104
RHAG	3	105	34	6	0	9	119	21	2	9	76	0	33	19	0	14	195	1	32	5	29	124	32	40	13	0	16	83	171	23	21	11	2	11
RHEB	2	81	65	1	6	10	86	54	0	7	67	1	56	3	2	19	258	0	107	1	32	203	2	115	3	17	49	216	11	132	21	91	5	15
RHOA	11	447	472	9	13	64	495	411	8	43	317	0	433	34	25	116	1138	3	722	15	218	995	4	799	39	70	506	1112	36	817	293	221	44	111
RHOF	5	163	30	1	6	6	194	28	0	9	120	0	31	0	5	32	607	0	56	2	34	365	1	45	9	11	47	274	7	50	13	43	9	49
RHOG	3	122	175	2	2	9	127	136	7	11	87	1	150	29	1	17	336	0	259	17	42	240	1	351	58	4	67	273	5	396	309	11	10	22
RICTOR	18	429	138	16	0	28	482	102	9	26	345	2	99	45	1	140	1244	1	167	25	164	897	5	240	83	0	168	782	25	114	251	2	29	131
RILPL2	1	74	155	2	2	7	71	156	6	9	58	0	108	19	2	24	148	0	187	11	16	144	0	213	39	14	38	155	0	162	228	25	4	20
RIOK3	6	166	200	2	15	11	189	128	4	10	105	75	165	14	18	36	338	101	227	12	80	324	251	302	44	60	111	374	1357	444	153	251	7	25
RIPOR2	23	560	130	8	42	66	613	80	4	66	375	0	72	66	15	296	2369	1	278	54	160	640	3	230	47	58	212	716	9	149	383	352	40	201
RNASEK	3	224	226	9	7	11	164	231	7	16	153	0	172	37	3	71	408	0	403	16	66	231	1	317	52	8	112	317	17	407	331	53	9	46
RNASEK-C17orf49	10	382	473	1	8	27	364	250	4	23	252	0	324	16	0	103	919	0	585	4	82	587	1	434	14	12	177	841	20	578	255	117	31	92
RNASET2	13	350	291	8	2	37	291	219	10	42	232	0	318	60	3	125	799	0	490	20	198	622	0	391	41	10	248	665	10	578	337	18	30	120
RNF10	6	277	108	3	4	21	263	78	5	19	185	49	79	38	0	53	570	60	111	6	87	524	295	126	31	12	73	360	870	121	144	59	9	49
RNF11	1	61	67	1	11	3	68	31	0	0	40	18	30	7	9	1	77	22	45	4	19	70	77	80	10	28	17	93	184	75	54	85	1	7
RNF115	10	485	135	0	0	25	455	92	1	20	298	0	96	6	0	93	995	0	187	7	86	654	6	186	21	8	101	474	17	107	48	11	14	63
RNF14	9	267	82	1	0	18	253	69	3	15	187	6	71	2	0	71	731	9	138	7	75	439	18	166	19	4	64	318	76	85	29	17	22	96
RNF145	11	179	53	1	0	10	151	57	2	5	105	0	33	6	0	33	310	0	76	4	60	394	1	103	18	2	57	309	6	108	67	7	4	24
RNF213	11	651	187	5	0	20	717	177	6	17	446	1	111	13	2	81	1812	0	324	29	98	1226	1	282	32	3	117	914	22	185	93	6	12	145
RNF41	10	278	104	5	0	23	287	74	3	21	167	0	68	16	0	115	800	0	187	7	86	412	1	173	22	0	76	281	11	86	41	5	27	86
RNF7	3	234	135	0	0	5	228	61	0	14	177	0	105	2	2	40	554	1	186	1	73	470	2	184	5	7	75	497	12	217	24	9	11	55
RNPEPL1	2	137	89	1	4	8	138	56	1	10	124	1	62	2	3	25	346	0	124	0	38	252	2	137	4	11	42	215	15	101	17	44	6	36
RO60	9	155	49	0	0	15	163	43	0	4	111	0	37	5	2	32	446	4	90	3	54	296	1	55	4	5	73	271	24	61	30	21	5	43
ROCK1	9	319	214	4	3	26	330	163	7	30	228	0	148	31	1	79	778	2	298	16	152	593	1	351	34	10	186	536	11	266	175	30	12	47
RPAP2	24	646	103	3	1	51	664	97	0	50	465	1	85	3	1	174	1596	0	143	2	172	793	2	136	11	0	192	655	13	97	16	0	27	130
RPL10	506	16425	3145	1	5	853	16329	3024	0	1070	12835	7	3678	9	7	4068	45839	11	5527	1	5281	27637	48	4096	14	29	6808	31144	293	3517	73	132	830	4593
RPL11	350	10685	2231	1	4	606	9060	2032	7	743	7140	4	2335	11	5	2809	29825	16	3964	9	3032	14163	62	2681	8	8	4789	19237	327	2795	58	50	576	2717
RPL12	226	5714	1113	1	0	410	6279	1232	1	506	4603	4	1520	15	6	2087	19531	11	2627	8	2752	11091	100	1983	16	6	3194	12412	202	1734	57	26	417	1903
RPL13	545	16068	2681	1	2	882	15145	2513	1	1281	12594	8	2994	1	6	4111	43239	19	4525	3	5290	25185	106	3729	9	11	7465	32408	562	3328	71	66	1037	4430
RPL13A	441	10444	1988	0	3	731	10000	1747	0	844	7974	5	1924	6	2	2987	25709	6	2991	1	3974	15380	30	2220	7	6	5704	19150	195	1940	29	45	561	2220
RPL14	148	5854	1030	0	0	269	5775	991	1	398	5073	1	1222	8	1	1433	17573	1	1864	2	1538	9105	18	1346	6	2	2937	13290	147	1588	59	43	348	1875
RPL15	197	5190	1487	0	14	330	5030	1271	0	398	4041	1	1637	4	9	1623	14468	2	2479	1	1911	8312	26	1927	4	34	2622	12026	182	2035	45	123	304	1493
RPL18	231	6561	1296	0	2	385	5874	1152	1	546	5228	2	1402	5	2	1798	17449	4	2284	1	2186	10281	37	1576	10	4	3328	13302	217	1737	68	28	412	1767
RPL18A	350	7686	1540	0	0	605	7041	1590	0	709	5485	4	1849	1	0	2588	20866	10	3096	1	3707	12344	70	2208	3	2	4406	15912	237	2184	19	15	428	1956
RPL19	288	9215	1764	3	1	528	8523	1672	1	665	7150	7	1912	8	2	2447	26143	8	3371	6	2986	13731	45	2150	8	3	4152	17378	226	2341	62	40	493	2367
RPL21	381	11498	2203	2	9	646	11504	2133	2	847	8350	51	2270	9	1	2982	32324	67	3759	7	3611	15536	433	2846	7	14	5025	21699	1179	2602	57	61	602	2889
RPL23	130	3813	1306	2	1	285	3562	1299	3	269	2151	2	1321	12	1	894	8707	2	1835	5	1103	4938	7	1565	15	3	1860	7515	105	1775	112	13	129	623
RPL23A	344	9545	1387	0	1	505	8089	1237	0	741	7889	6	1529	2	0	2496	24177	8	2511	4	3269	13563	50	1632	2	5	4824	18533	268	1884	27	19	561	2394
RPL24	107	4264	938	0	0	203	3758	829	3	254	3235	3	1051	2	0	978	11834	4	1619	4	1116	6507	35	1198	7	1	1688	8608	216	1470	56	36	211	1127
RPL26	297	9094	2445	0	1	476	8370	2153	1	694	7433	2	2750	6	0	2525	25325	2	4582	3	2879	13462	40	2711	4	15	4504	17983	241	3155	73	53	532	2343
RPL27A	230	7039	1463	1	2	411	6425	1361	2	491	5486	5	1529	13	5	1681	16263	5	2174	6	2411	9457	43	1633	19	4	3887	13536	237	2032	75	57	338	1400
RPL28	274	9254	2211	0	2	511	8010	1950	4	626	7680	6	2471	35	2	2701	29603	23	4358	14	2845	14972	47	3048	32	7	4300	20547	272	3581	276	43	494	2618
RPL29	208	5627	1261	0	0	352	5198	1067	2	495	4328	1	1321	6	3	1633	15983	11	2380	1	2105	9049	46	1625	6	7	2942	12378	208	1759	43	38	387	1688
RPL3	267	9481	1343	1	2	383	8791	1132	1	565	7461	1	1378	4	0	1982	24935	5	2211	0	2493	13854	16	1337	2	5	3621	17040	158	1283	12	19	529	2389
RPL30	450	13598	2496	4	3	734	12467	2145	7	903	10044	19	2480	31	2	3451	37945	26	4160	22	3749	19111	124	2780	48	3	5756	24656	465	3117	283	48	632	3371
RPL31	105	2968	533	0	0	155	2883	540	1	200	2052	4	466	0	3	636	7401	6	945	0	753	4158	42	717	7	3	1198	5791	171	729	30	13	113	548
RPL32	391	12041	2048	2	0	684	11693	1915	2	829	8987	9	2131	12	3	3206	35302	32	3809	4	3476	17309	110	2602	20	4	5415	23869	486	2525	82	35	617	3173
RPL34	442	13940	2743	0	1	718	12693	2351	2	897	10379	3	2760	23	0	3615	39975	13	4753	9	3851	19170	56	3012	41	2	5571	24202	404	2892	226	27	743	3572
RPL35A	237	7504	1655	2	16	357	6740	1410	4	485	5629	9	1631	3	14	1978	21261	23	2878	6	2087	10593	108	1983	17	32	3123	14043	472	2047	93	142	411	2076
RPL36	231	6777	1113	1	1	376	6603	1090	0	489	5187	4	1091	0	0	1830	19310	8	2221	1	2097	10381	33	1396	4	3	2901	12868	161	1456	33	26	358	1992
RPL36AL	22	1355	355	0	4	73	1828	423	2	84	1476	2	462	19	4	268	4035	3	683	8	306	2591	36	623	11	4	592	3505	182	735	159	40	53	451
RPL37	476	13480	2686	1	2	802	12665	2302	6	955	9319	2	2660	33	3	3217	34026	11	4598	16	4104	18593	58	3035	57	3	5088	20755	302	2615	313	39	688	3077
RPL37A	343	9558	2127	0	5	570	8234	1779	0	732	6705	2	2118	4	7	2458	24775	12	3726	4	3242	13523	60	2715	5	9	3767	16085	254	2301	60	57	537	2321
RPL38	210	5841	1091	1	0	334	5601	979	5	382	4108	5	1010	10	0	1476	15715	8	1779	5	1492	8053	62	1402	20	4	2081	8946	251	1257	89	18	279	1334
RPL39	530	13506	2867	3	1	777	12285	2536	7	1023	10098	5	2945	40	2	3642	34798	14	4956	16	4411	19711	49	3468	65	5	5863	23069	292	3089	294	35	747	3217
RPL4	102	2767	823	0	7	151	2464	662	1	197	1869	1	758	0	2	621	6245	0	1189	0	789	4086	19	943	4	11	1208	4801	77	760	10	84	124	596
RPL41	651	19529	3816	8	6	1155	17722	3367	26	1532	15581	26	4102	68	13	5123	50663	48	6690	19	6243	28697	391	5090	82	48	8937	35425	982	5159	324	158	1119	5144
RPL5	170	4932	1032	0	0	259	4621	906	0	308	3590	2	1118	2	1	1212	13229	4	1574	0	1524	7819	33	1260	4	2	2144	9819	140	1279	23	14	207	1417
RPL6	161	5189	1374	0	1	246	5253	1184	4	346	3994	2	1451	3	1	1360	15704	8	2523	0	1643	8833	18	1868	4	2	2069	10679	143	1666	28	19	308	1783
RPL7	142	4470	1293	0	0	244	4003	1214	1	286	3128	5	1217	6	0	961	11355	6	1815	1	1208	6429	50	1685	6	1	2135	9708	180	1612	32	15	198	919
RPL7A	216	6095	1388	1	0	351	5487	1165	2	467	5104	3	1623	4	0	1773	16759	1	2328	2	2098	9872	32	1768	3	2	3125	13396	228	1840	50	30	368	1777
RPL8	134	3432	1034	0	1	291	3785	1026	3	284	2699	8	1137	1	0	1154	9735	15	1863	2	1757	6532	52	1585	3	3	2904	9756	184	2042	59	36	390	1422
RPLP1	498	15445	4325	2	12	772	12839	3092	4	1009	11214	12	4202	22	16	4504	41893	37	6359	15	5437	25951	185	5607	42	62	8144	34216	808	4516	179	198	729	3650
RPLP2	306	9494	1834	1	0	572	8511	1506	3	662	6361	9	1572	7	2	2503	23782	43	2933	4	3052	13144	148	2358	16	8	4514	16695	514	2201	82	52	439	1912
RPS10	197	6430	1279	0	0	464	7851	1389	6	594	6307	3	1474	10	1	1711	18222	12	2237	4	2008	9799	77	1666	11	4	3760	15549	248	1905	75	17	379	1876
RPS11	294	4891	1810	3	5	525	4814	1691	8	580	3170	14	1676	25	4	1843	11792	20	2644	15	2549	7162	112	1937	25	19	3361	8763	419	2046	230	91	282	843
RPS12	446	17072	2354	2	3	812	15647	2228	5	994	13017	74	2762	10	3	3804	47879	121	4494	10	4503	24781	344	2927	15	16	6886	33553	1271	3074	71	78	845	4218
RPS13	187	6666	1806	0	1	370	6310	1541	2	439	4641	6	1835	6	0	1845	19891	15	3107	3	2568	11893	57	2756	10	4	3166	14315	226	2414	60	34	363	1767
RPS14	316	11973	2393	5	3	540	11160	2118	7	870	10472	14	2665	18	3	2867	34284	27	4181	13	3150	17209	123	3024	38	11	5284	22974	440	3044	170	55	640	2997
RPS15	277	7172	1554	2	1	449	6732	1256	1	497	5653	8	1562	8	1	2016	20006	26	2846	3	2252	11951	145	1911	18	18	3700	15437	379	2298	107	68	376	2013
RPS15A	346	11959	1831	3	7	575	11474	1658	2	741	9740	6	2020	11	7	2754	32828	20	3215	10	2966	19643	98	2139	14	12	4840	23170	431	2537	145	129	553	3101
RPS16	229	6723	1453	3	0	408	6518	1386	5	445	5244	4	1596	10	1	1566	17133	4	2121	5	2529	11080	19	2084	11	3	3659	15008	190	2238	133	20	377	1704
RPS19	380	9625	1600	2	2	532	9669	1674	1	718	8096	3	2220	5	0	2528	23677	8	3358	6	4080	16806	40	2791	15	9	5601	22701	251	4537	54	27	581	2494
RPS19BP1	5	164	74	0	2	9	160	34	1	12	134	0	43	1	3	37	445	0	80	3	41	335	5	75	2	10	69	361	22	130	24	71	8	48
RPS2	412	11406	2695	0	1	565	10043	2048	3	742	8643	6	2596	8	1	3078	30349	11	4187	2	3411	17119	60	2574	14	5	4938	22350	289	2615	44	23	680	3179
RPS20	228	5551	1052	1	4	380	5313	935	3	468	3721	1	936	5	3	1353	12892	10	1523	1	1609	7171	23	1317	13	13	2618	9194	149	1632	50	60	233	980
RPS21	318	8600	1263	1	0	532	8029	1195	1	636	6478	0	1301	6	0	2386	24849	0	2419	2	2696	13732	20	1658	12	1	3605	14774	173	1443	51	16	529	2183
RPS23	446	10602	2004	0	0	718	9535	2026	0	972	8184	1	2395	4	0	3625	31543	6	3845	1	3816	15322	31	2417	4	3	6261	22246	257	3013	35	21	728	2795
RPS24	179	6278	2467	0	2	390	6094	2183	4	484	5599	4	2649	18	2	1772	20176	13	4639	7	2130	11544	109	3451	17	9	3546	15709	341	3150	96	30	487	2224
RPS25	213	7327	1157	1	2	406	6864	1031	0	488	5431	7	1166	7	2	1937	22117	8	2045	8	2108	11026	61	1471	14	6	2618	12327	219	1514	87	27	312	1676
RPS26	104	4684	756	1	2	401	8304	1219	5	224	3571	1	776	5	0	164	2785	0	541	2	1202	7250	37	1112	14	4	3135	14689	239	1937	55	18	363	2295
RPS27	955	29353	3084	1	8	1701	27317	2937	8	1699	17420	2	2672	14	7	7824	75853	14	5807	7	9071	39726	81	4114	26	30	10250	40317	444	3881	106	232	1446	6990
RPS27A	367	12505	1917	3	8	645	11367	1606	6	839	10101	1	2087	23	6	2973	33054	13	3059	12	3377	17876	64	2539	29	19	5403	24154	414	2655	150	95	633	3103
RPS27L	13	460	178	2	1	20	476	134	2	17	364	0	127	4	0	137	1646	2	325	1	127	969	7	343	20	1	72	847	39	313	47	20	29	242
RPS28	370	11158	2329	2	1	557	10655	2092	2	711	8471	1	2348	12	3	2926	31762	9	4268	7	3206	15949	66	2771	16	6	4842	20218	309	2628	95	36	545	2833
RPS29	438	13653	1644	1	3	762	13818	1515	3	726	8485	0	1435	5	3	3910	42451	6	3196	5	3625	21084	49	2155	9	10	3436	16855	166	1297	68	35	772	4303
RPS3	255	9652	1368	4	2	381	9024	1171	5	598	8672	2	1555	11	3	2001	26446	5	2276	5	2040	13586	61	1274	4	11	4007	20838	319	1806	81	48	470	2727
RPS3A	354	11462	2162	1	1	563	10914	1999	2	792	8649	5	2272	7	6	2249	25654	2	2846	1	3153	16607	37	2443	10	7	4941	22895	287	2623	82	31	619	2913
RPS4X	270	8693	1692	1	3	496	8152	1300	1	631	6458	3	1690	4	2	1920	24063	8	2603	0	1670	9189	20	1361	1	4	3964	18270	238	2023	26	28	469	2359
RPS5	155	3802	549	0	0	281	3941	562	2	395	3170	1	717	4	0	1208	10841	6	1037	0	1797	6430	17	718	3	4	2480	9409	148	951	17	25	284	1198
RPS6	304	10218	1617	0	1	508	9361	1607	6	642	7004	6	1814	10	1	2313	26768	16	2812	3	2835	14425	40	1961	11	3	4044	19310	307	2122	86	17	462	2665
RPS6KA3	15	429	183	2	0	22	441	120	5	20	298	0	133	28	0	64	936	1	245	10	76	542	0	196	25	0	101	454	2	165	114	8	10	62
