gene	Control_#1_B_cell	Control_#1_monocyte	Control_#1_neutrophil	Control_#1_platelet	Control_#1_T_cell	Control_#2_B_cell	Control_#2_monocyte	Control_#2_neutrophil	Control_#2_T_cell	Control_#3_B_cell	Control_#3_erythroid_lineage_cell	Control_#3_monocyte	Control_#3_neutrophil	Control_#3_platelet	Control_#3_T_cell	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Mild_erythroid_lineage_cell	SARS_CoV2_pos_Mild_monocyte	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#1_platelet	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#2_monocyte	SARS_CoV2_pos_Severe_#2_neutrophil	SARS_CoV2_pos_Severe_#2_platelet	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#3_B_cell	SARS_CoV2_pos_Severe_#3_T_cell
HYCC2	15	103	6	0	264	18	89	11	272	12	0	78	29	0	180	105	0	168	13	813	83	3	181	44	1	474	97	7	95	266	6	346	22	74
ELMO1	8	25	0	1	136	13	39	0	127	6	0	26	6	0	86	41	1	75	3	352	34	0	42	7	2	220	53	2	33	13	6	182	9	32
TMBIM4	15	169	5	1	194	16	172	1	265	19	0	186	13	0	192	111	0	351	14	907	81	0	293	22	5	390	119	6	316	139	6	399	22	67
BACH1	10	299	2	0	68	22	190	7	61	12	0	245	29	0	50	37	1	260	3	109	105	3	360	43	4	103	190	26	484	202	28	125	5	2
ATP5MJ	7	393	1	7	414	12	248	1	426	24	3	281	17	11	314	92	2	537	5	1206	112	3	507	24	34	963	123	22	462	185	114	937	23	125
UQCRB	27	454	2	2	1496	64	392	3	1485	57	7	482	2	3	1008	290	9	769	6	4098	328	53	673	4	7	2332	542	274	909	93	48	3038	71	400
RPL30	450	2496	4	3	13598	734	2145	7	12467	903	19	2480	31	2	10044	3451	26	4160	22	37945	3749	124	2780	48	3	19111	5756	465	3117	283	48	24656	632	3371
EEF1A1	581	5411	2	0	18634	974	4571	6	17785	1230	17	5421	34	8	13312	4454	10	7790	12	49641	5459	60	7065	34	14	27567	7563	502	6161	148	63	33637	926	4801
FBRS	6	37	1	3	88	4	42	0	69	5	0	25	5	1	58	31	0	51	2	174	43	4	64	16	4	110	46	9	50	35	12	141	4	13
EIF4A2	19	127	1	3	746	58	107	1	864	38	0	107	7	1	512	230	0	194	3	1780	233	5	170	8	5	997	349	46	185	38	45	1307	29	127
SMG1	38	326	7	0	650	57	298	6	787	30	0	270	29	0	488	240	1	553	16	2295	257	10	568	51	0	1315	245	47	262	168	6	856	73	262
TSC22D3	84	252	7	18	2498	233	189	14	2515	110	0	184	43	23	1930	314	2	231	37	3781	675	30	270	36	53	2587	2195	66	427	152	115	3707	85	144
DYRK1A	5	70	1	0	149	9	68	2	152	5	0	44	12	2	115	38	1	82	5	297	47	9	99	17	3	234	62	27	83	80	11	201	5	24
BRAF	17	98	4	0	372	24	56	2	379	24	0	65	17	0	248	83	0	104	9	607	205	4	122	40	0	511	211	17	102	80	5	419	15	35
SPPL3	3	42	1	2	86	3	56	1	91	3	0	43	3	1	52	19	0	94	3	194	23	1	67	10	4	135	26	10	56	33	26	113	2	10
WIPI2	4	34	0	1	98	7	43	0	108	4	7	44	9	0	75	24	7	70	1	231	33	29	76	9	1	179	32	49	63	15	10	196	6	24
WASF2	14	211	3	7	290	27	171	1	290	23	17	226	9	1	225	72	24	287	7	763	91	120	316	8	18	402	145	302	318	60	81	473	22	81
CUL4B	12	94	3	1	271	16	84	3	303	22	0	54	6	0	168	71	0	135	2	697	96	1	136	18	0	388	89	10	83	57	6	291	14	55
TAGLN2	22	367	17	102	442	51	245	26	439	69	3	250	105	122	428	145	0	440	28	1078	201	3	536	81	372	793	564	51	646	533	881	1463	35	136
NDUFS2	3	66	2	0	140	5	38	2	126	14	2	46	3	1	108	39	0	115	4	395	50	1	86	9	4	304	45	24	108	20	3	252	6	37
CDC42SE2	9	119	1	4	770	31	101	6	686	20	1	90	24	5	530	84	2	126	8	1407	132	0	159	69	21	1168	180	9	118	184	42	1060	23	154
EPB41	10	59	3	7	461	24	53	2	544	28	60	46	18	3	386	106	73	108	10	1496	106	356	145	31	14	771	135	984	62	86	67	653	14	148
SON	27	379	1	2	1001	69	343	2	902	60	2	276	23	1	729	229	2	505	16	2453	363	41	498	30	2	1503	460	105	459	191	31	1527	52	208
SNF8	6	102	0	0	142	12	76	1	161	6	1	92	5	1	95	31	1	141	1	365	48	22	128	6	1	281	54	26	170	30	5	333	9	38
MORC3	8	56	1	1	138	5	41	0	134	7	0	39	7	0	97	50	0	78	2	331	49	3	86	7	3	266	42	23	42	21	13	245	7	30
ADIPOR1	2	56	0	9	61	2	48	2	48	2	51	40	4	6	43	12	107	75	4	115	27	268	73	11	29	111	35	651	64	38	58	114	3	12
PSMD4	4	62	1	0	110	7	38	1	128	8	4	68	4	0	87	48	5	95	4	395	31	29	94	5	2	248	39	81	124	22	16	265	7	52
GPBP1L1	5	49	0	2	78	6	36	0	110	7	0	48	7	1	74	30	3	67	2	250	42	16	76	5	2	170	50	37	83	16	4	145	5	11
ATP6V0D1	4	196	3	2	68	10	167	2	58	10	1	131	22	1	51	32	0	250	4	182	43	2	282	35	5	123	55	13	252	119	21	131	2	22
CALM3	7	123	1	48	269	12	101	1	239	11	1	137	9	74	174	32	3	224	1	792	35	16	276	16	155	634	62	48	295	78	543	597	11	75
BSDC1	5	34	0	2	181	12	28	1	119	17	0	21	6	2	105	39	1	51	1	300	54	20	43	4	4	214	85	51	53	21	13	258	4	17
SSU72	9	108	1	1	249	10	113	3	247	15	0	81	3	1	156	67	2	159	4	669	74	2	175	14	1	381	101	40	195	76	21	490	10	60
U2AF1	7	201	2	0	306	10	52	0	159	46	0	133	13	1	228	62	2	349	11	731	111	2	276	24	0	689	78	6	69	24	5	379	11	36
ZNF66	28	146	2	0	845	52	142	2	754	50	0	111	8	1	538	180	0	280	8	1821	221	4	196	26	0	1019	187	28	146	60	0	823	31	124
PRMT2	2	56	0	2	499	9	37	1	305	7	0	48	2	1	427	53	0	75	2	1371	40	3	60	2	10	461	54	11	68	16	21	797	5	117
SHKBP1	5	93	2	1	49	3	58	2	47	2	0	41	8	0	34	21	0	136	10	140	24	0	152	30	4	119	22	2	112	137	3	109	6	19
TAOK1	4	90	0	0	162	14	80	3	178	15	0	70	7	1	106	52	0	188	3	447	37	1	164	16	3	211	59	5	72	59	20	195	11	57
MED27	10	104	2	1	316	28	132	1	277	13	0	137	14	0	225	77	0	155	5	753	107	0	202	22	1	478	117	4	91	65	1	377	23	40
PCSK7	43	373	5	0	1161	72	324	12	1130	76	0	299	46	0	643	219	1	455	22	2900	324	3	607	93	2	1720	321	21	292	196	6	1346	41	268
ADAR	15	212	11	0	524	36	167	9	480	33	7	154	39	1	405	124	8	324	40	1317	193	13	344	70	1	896	187	30	228	149	7	847	25	131
IER2	15	550	22	1	1605	37	329	30	1633	30	6	361	129	0	885	125	1	827	38	1504	142	3	609	199	1	1046	243	21	392	732	6	1428	32	87
ORAI2	19	124	6	3	90	21	59	9	108	26	0	83	21	8	98	90	0	123	5	360	132	1	131	43	11	193	103	2	86	94	32	154	22	34
SQSTM1	15	205	6	6	417	33	216	6	398	39	3	205	31	3	255	69	1	225	5	420	173	7	403	182	32	354	202	27	261	209	41	425	9	15
RPL8	134	1034	0	1	3432	291	1026	3	3785	284	8	1137	1	0	2699	1154	15	1863	2	9735	1757	52	1585	3	3	6532	2904	184	2042	59	36	9756	390	1422
AP2M1	4	97	0	8	151	9	66	4	178	12	8	84	7	13	127	37	11	156	2	427	52	49	165	5	22	291	58	151	161	44	93	358	6	58
PCYT1A	6	78	2	0	168	19	59	1	164	10	0	65	10	0	100	43	0	123	5	491	50	0	150	14	3	287	36	1	56	28	10	140	16	44
SAP30BP	4	55	4	0	73	7	35	1	87	3	0	43	5	0	50	24	0	60	1	172	23	0	72	3	2	161	43	9	67	38	2	150	4	12
PRPSAP1	5	104	0	1	186	11	69	1	164	3	0	50	8	0	136	33	0	92	9	371	32	1	84	13	2	239	42	12	64	38	11	185	5	30
SRSF2	7	176	1	1	379	25	140	4	543	15	1	120	2	2	312	55	0	223	4	633	49	0	157	8	6	616	130	11	179	42	29	673	16	61
EMC10	6	106	0	1	242	16	68	3	224	16	0	86	5	1	165	76	0	236	5	878	75	1	287	10	3	408	63	7	88	31	8	292	27	116
MED11	3	47	1	1	150	5	30	0	117	11	0	33	5	0	108	43	0	59	7	356	42	0	63	8	2	207	28	3	50	45	2	159	7	24
RNASEK-C17orf49	10	473	1	8	382	27	250	4	364	23	0	324	16	0	252	103	0	585	4	919	82	1	434	14	12	587	177	20	578	255	117	841	31	92
EIF4A1	27	880	0	0	713	40	666	1	860	25	0	673	14	0	537	118	0	1227	9	1498	128	1	1086	19	2	1203	297	7	1098	40	6	1754	40	182
RPL26	297	2445	0	1	9094	476	2153	1	8370	694	2	2750	6	0	7433	2525	2	4582	3	25325	2879	40	2711	4	15	13462	4504	241	3155	73	53	17983	532	2343
CYB561A3	29	285	6	0	696	61	226	1	632	63	0	174	42	2	460	247	1	281	14	1429	292	3	353	54	1	980	277	13	214	182	5	664	57	106
UBXN1	16	129	1	0	413	37	124	1	426	29	2	120	3	0	342	133	0	235	2	1088	171	20	188	7	0	739	274	40	217	32	12	829	27	93
RPL29	208	1261	0	0	5627	352	1067	2	5198	495	1	1321	6	3	4328	1633	11	2380	1	15983	2105	46	1625	6	7	9049	2942	208	1759	43	38	12378	387	1688
JAK1	21	146	10	2	715	39	137	10	716	29	0	128	42	1	481	134	0	237	10	1762	159	0	206	37	14	1085	209	22	285	198	81	1176	24	168
LAPTM5	45	867	14	0	597	110	688	18	529	88	4	608	92	3	373	290	0	1134	59	1541	700	4	1399	184	7	979	726	18	1206	667	29	1048	50	162
FAAP20	7	61	0	0	132	9	50	0	130	8	0	41	5	1	81	45	1	119	1	368	49	1	104	5	3	250	57	3	67	17	15	284	13	41
ARPC5	7	428	7	26	371	18	310	13	308	13	1	367	65	47	265	101	0	706	47	1437	82	4	636	48	88	743	100	17	653	393	296	675	15	115
TRIM58	5	49	0	17	218	9	47	2	185	10	69	33	3	6	130	36	81	68	5	500	42	354	76	11	42	330	61	1325	47	39	134	225	5	33
BROX	7	41	1	0	105	1	20	1	100	10	0	25	4	3	87	19	2	63	3	214	37	10	72	6	8	185	45	43	74	22	19	226	10	27
MAPKAPK2	2	70	3	2	92	10	59	0	89	8	0	51	8	3	94	19	0	74	9	193	16	3	107	20	2	156	37	8	120	73	28	169	4	9
WDR26	9	91	1	0	206	13	92	2	204	6	11	87	22	0	131	21	15	120	15	278	63	64	175	46	4	296	62	232	126	204	16	233	4	16
REL	88	571	9	0	1730	175	479	4	1639	137	2	423	35	0	1141	456	1	660	19	2485	808	9	683	61	0	1951	833	39	815	338	6	1750	57	105
H3-3A	97	2175	34	258	1744	145	1588	92	1860	164	6	1713	439	223	1348	607	19	2771	240	5049	641	59	2867	475	712	3248	897	753	4058	4388	2251	4368	104	488
CTSS	29	2797	8	0	242	33	2118	46	223	48	2	2043	135	0	188	191	1	4362	71	666	227	4	4041	136	0	422	255	10	3518	625	6	428	34	78
CGGBP1	2	60	1	2	163	8	47	0	154	8	1	56	4	2	105	38	3	81	3	351	44	10	77	6	8	256	55	36	81	38	26	251	9	39
HIPK1	1	72	1	2	225	4	60	1	220	10	5	43	8	0	137	22	4	88	3	306	18	32	84	7	2	272	37	75	63	39	15	288	1	37
ATP1A1	4	204	3	0	242	10	152	1	233	16	0	112	11	0	172	36	0	219	5	520	46	1	242	16	2	420	72	7	197	55	12	401	9	64
LRRC58	44	432	10	0	1458	90	357	9	1223	98	0	313	46	1	889	293	0	592	25	2964	397	6	648	83	0	2102	410	29	365	198	1	1494	82	254
TMEM183A	2	43	2	0	80	1	27	1	81	3	2	37	2	0	83	19	6	66	3	189	25	40	62	5	1	194	34	72	59	13	12	198	2	21
ARPC2	35	704	6	9	1069	72	572	11	1217	64	2	718	74	17	805	278	1	1127	42	2971	316	1	1187	79	57	2460	462	30	1355	559	243	2431	80	359
STT3B	16	171	4	0	345	22	124	2	333	15	0	102	30	0	248	71	0	164	6	758	87	1	200	28	0	504	88	15	141	72	10	537	14	83
IFI16	6	53	3	0	169	17	56	2	180	13	0	47	11	0	127	120	1	260	11	815	49	1	172	17	0	531	68	4	98	48	7	425	10	65
PPP4R2	0	57	2	1	95	4	49	1	107	4	2	40	14	0	67	19	0	95	9	305	39	13	82	20	2	197	44	43	97	150	18	236	4	26
THOC7	5	50	0	1	123	7	37	0	128	9	5	38	0	0	89	36	9	94	0	416	31	30	77	2	7	280	30	75	75	16	15	340	10	59
ATXN7	3	116	9	0	379	14	79	9	321	8	1	45	38	0	239	48	0	129	8	719	90	2	131	19	1	616	82	20	79	53	9	526	10	50
PSMD6	3	48	1	2	84	6	30	1	105	11	0	37	0	0	88	28	2	64	0	276	34	8	57	3	4	237	38	25	69	17	15	273	5	30
CCNL1	43	521	27	0	1162	74	348	13	983	70	1	310	99	3	691	166	2	692	29	1891	328	6	798	128	0	1868	523	37	514	467	11	2170	36	179
SLMAP	4	49	1	4	95	3	40	1	87	5	0	35	8	2	68	25	0	71	3	236	28	1	87	11	12	143	28	6	54	55	23	123	5	26
SNRK	2	68	2	0	222	6	50	2	197	6	0	49	10	1	122	17	0	83	10	458	24	0	68	29	2	272	34	5	116	78	1	304	2	36
ZNF148	6	23	0	0	119	11	20	2	142	9	0	27	6	1	95	49	0	80	6	365	42	1	64	15	1	187	57	29	46	41	13	190	7	25
NMNAT3	121	489	6	0	2832	254	436	2	2991	214	1	381	17	2	1948	761	0	723	12	6282	855	20	652	55	5	3701	998	97	543	100	13	2927	107	388
TKT	2	599	3	0	109	12	450	4	121	10	2	521	28	0	82	39	0	701	15	357	45	7	1038	33	0	264	99	17	991	217	13	402	8	43
PBRM1	3	71	1	2	165	11	45	4	129	7	0	48	12	2	100	41	2	130	4	423	40	3	117	14	3	211	55	8	63	17	10	180	13	49
H2AZ1	2	137	4	2	330	13	116	8	361	15	0	132	21	3	264	60	2	214	7	973	68	1	208	16	18	1058	69	13	268	141	48	980	8	85
SHISA5	1	48	0	2	97	3	47	4	133	2	1	32	5	1	94	26	0	76	19	390	21	3	94	14	3	226	45	4	93	44	12	231	4	22
HSPA4L	14	229	7	0	632	29	174	2	534	32	0	140	21	0	361	134	0	243	12	1303	123	2	294	34	0	853	114	2	147	108	5	579	24	76
C4orf3	5	146	1	3	271	25	110	3	283	16	0	116	25	8	214	87	0	227	14	974	85	8	215	27	22	430	138	13	229	345	73	593	16	100
HMGB2	6	88	1	0	227	12	69	2	269	6	0	77	3	1	202	37	0	138	5	881	38	8	106	7	1	1289	95	70	61	114	5	1142	9	59
ANXA5	3	377	1	1	110	5	307	1	171	7	0	358	6	0	119	35	0	649	4	376	28	0	655	4	3	486	49	1	596	61	21	414	7	66
NIPBL	12	131	2	0	289	22	99	3	303	25	0	80	17	0	203	62	3	203	9	634	84	14	222	15	0	452	113	42	126	86	6	397	3	47
CMBL	6	129	8	2	308	16	120	6	304	19	0	81	21	0	188	53	2	134	9	612	63	3	150	41	1	426	67	28	90	85	2	247	4	32
RICTOR	18	138	16	0	429	28	102	9	482	26	2	99	45	1	345	140	1	167	25	1244	164	5	240	83	0	897	168	25	114	251	2	782	29	131
ACSL6	13	180	7	0	455	44	119	12	479	20	5	156	37	0	321	133	7	291	13	1488	159	7	368	70	0	871	117	116	154	167	3	640	47	159
CREBRF	20	118	3	2	411	40	128	8	430	26	0	93	40	0	329	77	0	131	9	842	145	10	200	78	3	569	167	41	170	288	29	624	14	84
STK17A	27	46	0	2	486	23	16	1	429	21	4	17	6	0	353	110	2	38	7	1398	198	16	43	14	1	1330	203	111	76	95	22	1123	27	60
TRA2A	34	115	3	1	553	47	86	2	485	34	0	90	17	0	371	81	1	160	3	764	183	1	142	11	4	595	261	18	123	61	12	599	24	59
RPS14	316	2393	5	3	11973	540	2118	7	11160	870	14	2665	18	3	10472	2867	27	4181	13	34284	3150	123	3024	38	11	17209	5284	440	3044	170	55	22974	640	2997
SLU7	2	34	0	0	171	10	54	0	190	15	1	55	7	2	134	42	2	83	5	355	53	11	98	6	5	336	96	74	121	54	9	368	7	25
CAMLG	6	34	1	2	218	12	39	2	234	9	0	48	6	0	130	47	0	96	3	521	35	0	79	3	2	328	54	22	61	44	5	402	8	48
BRI3	3	658	1	0	154	7	534	5	156	6	0	560	42	2	113	22	1	928	28	377	89	3	1158	81	1	288	81	9	1168	613	21	385	7	35
RAD21	15	95	0	0	337	22	74	1	313	31	1	76	7	0	276	89	2	135	19	823	89	15	139	21	8	675	109	89	143	92	20	743	9	76
YWHAZ	46	382	3	28	1066	92	398	16	1180	89	1	332	48	22	975	221	3	601	36	2027	303	3	554	41	105	1660	720	17	733	332	349	1853	41	160
TP53INP1	9	21	1	0	62	8	14	1	51	9	0	18	2	0	55	49	1	25	3	105	67	0	45	4	0	119	94	5	43	42	5	260	8	22
PSIP1	13	31	0	1	320	19	21	1	309	20	0	21	2	4	168	86	2	49	2	1036	82	0	49	1	8	518	98	7	50	9	22	607	20	105
HNRNPK	27	428	3	6	703	34	277	5	610	33	16	228	27	4	428	145	3	544	14	1599	211	56	496	32	26	1147	285	201	453	162	79	1221	32	172
DYNLT3	5	18	1	2	80	3	17	2	79	3	0	13	4	5	44	20	0	26	0	182	25	0	32	7	6	101	51	1	37	15	47	174	6	16
GAPVD1	2	44	0	0	71	5	33	1	63	2	1	27	4	1	34	12	1	65	0	180	19	34	64	7	2	118	33	129	47	21	13	129	3	16
ATP7A	3	56	1	0	167	12	36	4	138	11	0	29	8	1	74	48	3	67	4	313	35	3	65	16	0	179	32	24	39	25	0	144	9	30
VCP	6	109	2	1	152	8	66	1	162	7	1	70	6	1	111	22	0	139	4	404	30	7	119	15	10	270	49	15	131	49	24	284	2	59
RPL36AL	22	355	0	4	1355	73	423	2	1828	84	2	462	19	4	1476	268	3	683	8	4035	306	36	623	11	4	2591	592	182	735	159	40	3505	53	451
BEND7	16	118	1	1	374	26	87	0	291	19	0	69	20	0	237	91	0	185	5	789	75	0	198	31	1	547	62	11	102	58	22	317	28	91
FAM204A	5	75	0	2	161	10	46	3	151	19	1	58	3	1	104	48	2	105	1	409	63	10	120	1	6	300	89	38	152	14	25	346	9	49
NSD1	8	58	3	1	209	11	50	1	215	9	0	60	6	1	146	74	0	131	3	621	89	5	132	10	4	320	65	11	112	45	8	327	19	52
GHITM	5	173	0	5	309	20	116	1	296	17	16	121	7	1	226	55	17	207	3	820	68	77	199	11	11	524	80	213	200	33	20	557	20	93
DDX21	36	351	18	0	662	72	308	10	405	34	1	327	50	1	378	118	1	516	13	1061	385	2	531	56	0	1236	709	22	429	92	1	1435	48	145
CCDC186	3	62	1	0	186	3	35	1	176	7	1	37	6	0	129	53	0	73	7	421	43	7	91	9	0	291	80	25	130	79	5	296	5	34
TCP11L2	12	22	1	0	114	12	24	2	122	7	14	15	8	0	84	16	27	16	3	291	51	52	16	2	1	191	74	294	27	39	3	227	3	14
RAB8B	3	73	6	2	121	10	43	4	115	4	0	46	14	4	64	28	0	114	9	251	42	3	154	22	6	211	72	8	112	150	13	173	3	12
COPS2	6	44	0	1	135	12	43	1	126	10	3	28	5	0	110	22	1	73	2	288	41	12	75	3	4	257	81	26	101	10	11	326	5	23
ARIH1	8	102	6	0	205	12	79	1	298	13	2	59	11	0	168	45	0	118	5	322	56	11	98	18	0	238	62	35	78	98	11	237	10	21
BORCS7	7	182	2	1	307	11	152	1	244	11	0	104	12	1	221	64	0	192	6	602	107	3	211	28	0	426	105	11	180	46	7	375	12	50
ANAPC16	16	166	0	0	582	39	122	2	582	48	2	130	6	1	456	181	2	209	7	1619	177	12	239	16	8	863	227	39	176	45	11	931	45	150
TAF10	6	70	0	7	213	6	83	1	177	9	2	85	2	4	128	36	1	171	1	497	73	10	132	7	12	300	70	17	188	37	27	377	1	44
ATP9B	33	275	4	0	1117	85	196	5	1116	79	0	214	30	1	747	305	1	406	17	3028	313	10	398	45	2	1751	341	16	290	84	4	1328	51	254
RPL27A	230	1463	1	2	7039	411	1361	2	6425	491	5	1529	13	5	5486	1681	5	2174	6	16263	2411	43	1633	19	4	9457	3887	237	2032	75	57	13536	338	1400
TMEM41B	3	59	0	1	159	7	26	3	136	12	0	41	5	0	81	22	0	56	3	288	40	0	86	13	0	236	42	1	66	48	6	190	5	26
PRKCB	23	232	2	9	259	61	154	3	290	47	3	138	33	7	211	216	0	254	20	670	200	1	233	58	35	415	307	4	211	171	127	449	33	64
B2M	162	3190	13	132	9099	743	4502	108	20468	362	2	1991	281	221	7714	2587	73	7816	419	39922	2764	34	7284	592	1199	26454	4890	646	9869	5957	3516	29957	341	2565
GOLM2	7	42	0	0	102	6	28	0	94	7	0	31	7	2	74	24	0	59	4	217	43	0	80	9	2	158	42	2	71	93	9	178	4	19
TERF2IP	13	62	0	9	360	28	47	1	390	19	50	39	8	6	287	54	60	85	4	702	99	228	99	18	25	669	124	1140	107	63	109	626	13	74
YWHAB	12	524	6	0	660	52	377	9	780	33	1	409	30	3	536	170	1	715	13	2043	184	3	671	55	6	1454	248	26	729	300	38	1397	38	203
TSC22D4	1	34	2	5	98	5	31	0	82	3	1	24	5	1	70	23	6	66	9	360	13	14	74	13	16	183	17	36	44	61	34	131	6	27
CCNDBP1	7	65	2	3	145	19	65	3	163	6	45	66	20	0	156	66	40	108	10	573	58	170	106	25	8	351	85	566	98	74	32	306	8	43
PDIA3	28	542	2	1	1002	51	355	4	938	54	1	352	44	0	734	164	0	600	11	2121	269	2	779	48	10	1716	326	17	598	145	55	1671	37	261
GOLGA2	4	59	4	0	103	10	29	1	100	6	0	31	8	1	75	39	0	82	6	358	46	0	69	27	10	200	28	5	61	62	40	172	7	42
CERCAM	18	212	13	1	436	34	139	6	389	30	0	142	35	7	298	82	0	225	14	850	104	1	269	45	3	532	89	11	135	109	5	398	27	56
ATP5MG	48	654	7	4	1488	90	497	4	1436	89	2	530	29	6	1069	297	10	959	15	3948	364	71	909	43	14	2712	478	331	839	214	84	2795	78	372
TPM4	11	173	3	61	119	14	97	6	145	16	0	99	41	55	115	42	0	249	7	511	60	0	270	19	195	382	53	18	266	116	804	364	11	43
RAB8A	5	77	0	6	99	11	88	1	126	9	0	77	7	8	82	37	0	169	7	274	48	0	143	9	35	200	43	7	163	48	119	217	8	28
GPX4	12	243	1	48	353	12	213	1	311	18	16	236	5	36	217	85	7	330	2	876	82	7	371	6	154	469	128	128	413	23	605	579	29	89
MIDN	9	326	5	1	195	5	323	14	176	26	2	308	94	1	157	29	0	518	24	288	42	1	483	93	1	234	48	7	507	339	4	237	2	19
GATAD2A	4	83	1	5	127	7	43	1	144	7	0	44	10	4	107	35	0	93	5	353	27	6	115	16	7	224	42	8	84	64	18	222	4	25
ANKRD11	11	196	1	2	469	47	166	3	525	23	0	194	18	1	367	95	0	308	8	1094	227	1	275	19	10	730	263	17	243	123	23	719	17	79
SPATA33	3	43	3	1	138	9	41	1	113	8	0	35	8	0	79	19	0	66	2	316	29	1	76	27	0	182	26	2	26	26	1	116	9	39
RPL13	545	2681	1	2	16068	882	2513	1	15145	1281	8	2994	1	6	12594	4111	19	4525	3	43239	5290	106	3729	9	11	25185	7465	562	3328	71	66	32408	1037	4430
TUBA1A	25	396	5	1	551	23	238	16	549	14	0	414	121	3	495	82	1	356	40	1118	68	1	440	54	9	609	309	16	619	266	34	1016	14	50
ZNF526	56	468	16	0	1389	68	330	6	1443	75	4	321	61	4	870	230	0	515	25	2772	378	5	649	79	0	2283	329	32	407	232	2	1460	58	262
EEF2	50	498	0	2	1192	85	388	1	1105	109	5	448	1	0	895	336	4	632	0	2974	446	52	653	5	2	1965	690	94	476	14	13	2138	67	282
SEMA6B	56	565	20	0	1509	111	409	22	1268	87	3	351	95	2	885	502	1	893	41	4387	484	3	1035	138	3	2488	313	30	361	278	0	1430	100	412
OTUB1	4	66	0	0	128	7	37	2	142	12	1	60	6	0	91	33	0	105	5	387	54	3	93	8	2	267	78	11	98	32	7	268	8	40
SRRM2	59	339	2	0	865	69	282	1	850	71	0	273	26	0	582	225	0	440	9	1881	345	5	435	35	1	1378	472	29	513	143	11	1305	43	147
FTH1	90	9843	155	330	3622	186	8862	375	3591	194	69	9374	2022	366	2478	668	204	10953	686	6412	1196	941	13876	1938	1338	6085	1828	2954	18485	14216	4459	6925	163	625
C2CD3	124	977	20	10	2478	182	840	10	2180	181	2	855	102	9	1670	717	5	1393	43	6764	885	22	1738	216	16	4077	865	64	1287	539	29	2969	165	623
SF1	43	190	5	1	1012	76	111	3	805	72	0	111	23	2	715	196	2	225	13	2047	343	8	226	31	1	1317	459	23	249	131	6	1589	61	227
MAP4K2	13	63	1	2	136	12	59	0	137	13	0	62	8	1	86	50	0	60	8	320	54	2	89	6	1	197	46	2	64	39	24	132	9	34
PAFAH1B2	3	61	1	0	84	6	46	2	85	11	0	45	12	0	46	29	0	126	9	213	49	6	109	17	0	152	78	17	86	89	6	119	4	23
HOOK3	5	115	1	1	127	10	102	0	158	8	0	101	10	2	93	34	0	173	1	388	62	0	149	6	4	240	66	2	130	41	27	198	4	21
MAPK1IP1L	8	81	0	0	195	23	62	0	224	13	0	75	4	2	164	28	0	103	1	322	83	2	100	7	2	406	105	5	124	33	8	388	5	29
LMBRD1	11	40	2	0	103	12	35	1	71	10	0	31	7	0	71	39	0	48	4	241	76	1	57	5	2	164	105	3	59	10	13	198	16	20
DNAJC7	19	233	1	0	423	31	186	1	388	23	0	202	5	1	269	119	0	314	1	992	180	0	348	12	0	692	156	13	308	47	15	679	27	102
PCMTD1	5	33	0	8	119	13	27	1	145	11	19	25	1	2	92	52	8	66	4	369	42	25	55	2	12	148	55	105	33	29	59	153	2	15
MPLKIP	6	28	1	0	106	6	26	1	76	8	0	34	4	0	54	38	0	76	3	363	25	0	64	3	2	197	31	8	63	13	2	162	7	39
IRF2	0	27	3	1	62	5	24	2	68	6	0	23	10	0	57	39	0	79	9	301	24	3	40	4	10	99	39	16	30	46	17	86	5	19
ARF4	5	83	0	2	135	6	49	1	125	8	7	47	11	1	97	21	2	93	4	226	24	36	95	15	16	165	39	137	107	74	56	197	6	34
SEPTIN2	7	199	5	2	344	27	125	3	306	19	1	128	8	1	215	72	1	212	10	771	102	6	262	22	16	619	122	25	200	46	57	498	8	66
TMUB2	5	29	2	0	103	5	33	0	77	8	0	29	7	1	46	42	0	101	3	331	35	12	79	10	0	177	59	19	47	56	9	126	14	34
STAT3	8	163	7	4	587	13	120	10	403	17	1	126	50	3	405	56	0	217	19	992	81	2	230	52	9	894	117	22	213	204	30	1094	14	131
DNAJC21	10	100	2	0	296	26	109	2	319	25	0	105	3	0	244	127	1	225	4	1155	138	4	172	14	0	797	233	25	306	81	22	766	44	131
TET2	4	142	2	0	68	10	114	8	77	3	1	94	41	0	42	19	1	183	16	169	44	2	196	19	4	130	40	10	158	124	13	116	2	12
C2orf68	23	182	7	0	494	38	196	4	522	27	0	155	22	0	357	235	1	362	21	2183	190	5	429	41	5	1115	131	12	142	72	7	571	75	228
ATP5ME	9	213	3	0	403	22	166	1	448	15	0	171	6	0	264	95	2	357	5	1132	122	14	343	10	5	779	124	21	212	38	17	755	17	161
