category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0031532	0.400062211302811	0.728257074864761	9	111	actin cytoskeleton reorganization	BP	1	1
GO:1903659	0.400192787586734	0.916464807387256	1	8	regulation of complement-dependent cytotoxicity	BP	1	1
GO:0001956	0.400367257602756	0.848677517776954	2	18	positive regulation of neurotransmitter secretion	BP	1	1
GO:0150003	0.400425023643536	0.919790401419103	1	6	regulation of spontaneous synaptic transmission	BP	1	1
GO:0031468	0.40053193441132	0.846071548168063	2	24	nuclear membrane reassembly	BP	1	1
GO:1902254	0.400574322610385	0.84636561079439	2	23	negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator	BP	1	1
GO:0034198	0.400806016588712	0.784348165710005	4	49	cellular response to amino acid starvation	BP	1	1
GO:0071838	0.400959493115914	0.914068793716666	1	10	cell proliferation in bone marrow	BP	1	1
GO:1904862	0.400991007871572	0.8477364254344	2	19	inhibitory synapse assembly	BP	1	1
GO:0046466	0.400994028102011	0.808364307836231	3	37	membrane lipid catabolic process	BP	1	1
GO:0030835	0.40111729429663	0.784679826566622	4	45	negative regulation of actin filament depolymerization	BP	1	1
GO:0090063	0.401190072855015	0.916003734306836	1	8	positive regulation of microtubule nucleation	BP	1	1
GO:0050773	0.401389822767776	0.727429555517811	9	104	regulation of dendrite development	BP	1	1
GO:0010815	0.401666698728218	0.917257144901762	1	7	bradykinin catabolic process	BP	1	1
GO:0007009	0.40168807854033	0.7102347601964	12	166	plasma membrane organization	BP	1	1
GO:0008652	0.40222596303054	0.752257477444072	6	79	cellular amino acid biosynthetic process	BP	1	1
GO:0006924	0.402329248323239	0.914330961084379	1	9	activation-induced cell death of T cells	BP	1	1
GO:0060539	0.402440832922622	0.91542328291564	1	8	diaphragm development	BP	1	1
GO:0060259	0.402709546768266	0.843797546799553	2	27	regulation of feeding behavior	BP	1	1
GO:2001224	0.402729976724566	0.847125725460306	2	18	positive regulation of neuron migration	BP	1	1
GO:0006382	0.402853452533685	0.916714312439104	1	7	adenosine to inosine editing	BP	1	1
GO:0032727	0.402976207082078	0.844769079114093	2	23	positive regulation of interferon-alpha production	BP	1	1
GO:0021520	0.402996899879299	0.914016442575645	1	9	spinal cord motor neuron cell fate specification	BP	1	1
GO:0072201	0.403106529266069	0.916598271508684	1	7	negative regulation of mesenchymal cell proliferation	BP	1	1
GO:1904035	0.40329161726957	0.740073676357701	7	110	regulation of epithelial cell apoptotic process	BP	1	1
GO:0051901	0.403301229813188	0.915022573471908	1	8	positive regulation of mitochondrial depolarization	BP	1	1
GO:2000669	0.403532772951548	0.913763494312241	1	9	negative regulation of dendritic cell apoptotic process	BP	1	1
GO:1903960	0.403586640530012	0.913738042150522	1	9	negative regulation of anion transmembrane transport	BP	1	1
GO:2000270	0.403608629997091	0.914879116973444	1	8	negative regulation of fibroblast apoptotic process	BP	1	1
GO:0033028	0.403777592038749	0.805936514737601	3	39	myeloid cell apoptotic process	BP	1	1
GO:0007186	0.404072776976468	0.64631159053892	64	1261	G protein-coupled receptor signaling pathway	BP	1	1
GO:0048537	0.40419900784174	0.914603209030093	1	8	mucosa-associated lymphoid tissue development	BP	1	1
GO:0048541	0.40419900784174	0.914603209030093	1	8	Peyer's patch development	BP	1	1
GO:2000766	0.404214922090721	0.916088883856551	1	7	negative regulation of cytoplasmic translation	BP	1	1
GO:1903204	0.404455546207538	0.844532246201711	2	21	negative regulation of oxidative stress-induced neuron death	BP	1	1
GO:0032873	0.404502923095972	0.781173823251122	4	51	negative regulation of stress-activated MAPK cascade	BP	1	1
GO:0070303	0.404502923095972	0.781173823251122	4	51	negative regulation of stress-activated protein kinase signaling cascade	BP	1	1
GO:0014897	0.404541067221379	0.73932996129371	7	102	striated muscle hypertrophy	BP	1	1
GO:0044088	0.404742569321359	0.780983890029136	4	51	regulation of vacuole organization	BP	1	1
GO:0071363	0.405054517023103	0.654184366841214	46	711	cellular response to growth factor stimulus	BP	1	1
GO:0010883	0.405137211693076	0.780324928662289	4	54	regulation of lipid storage	BP	1	1
GO:0021553	0.405210275731406	0.915629813048771	1	7	olfactory nerve development	BP	1	1
GO:0050999	0.405222892009671	0.804535565602892	3	41	regulation of nitric-oxide synthase activity	BP	1	1
GO:0050849	0.405239349040499	0.844009827241203	2	21	negative regulation of calcium-mediated signaling	BP	1	1
GO:0010226	0.405265238739035	0.842912405925382	2	24	response to lithium ion	BP	1	1
GO:0009215	0.405329208252679	0.915574858401056	1	7	purine deoxyribonucleoside triphosphate metabolic process	BP	1	1
GO:0048791	0.405518025457918	0.845892131710365	2	17	calcium ion-regulated exocytosis of neurotransmitter	BP	1	1
GO:0003433	0.405618924428489	0.913937386901309	1	8	chondrocyte development involved in endochondral bone morphogenesis	BP	1	1
GO:2000394	0.405686575740869	0.915409598984281	1	7	positive regulation of lamellipodium morphogenesis	BP	1	1
GO:0010453	0.405712327992806	0.804020381745508	3	42	regulation of cell fate commitment	BP	1	1
GO:0006268	0.405712539287816	0.843299227086088	2	22	DNA unwinding involved in DNA replication	BP	1	1
GO:0007314	0.405989417433251	0.913763136185956	1	8	oocyte anterior/posterior axis specification	BP	1	1
GO:0007315	0.405989417433251	0.913763136185956	1	8	pole plasm assembly	BP	1	1
GO:0008358	0.405989417433251	0.913763136185956	1	8	maternal determination of anterior/posterior axis, embryo	BP	1	1
GO:0030719	0.405989417433251	0.913763136185956	1	8	P granule organization	BP	1	1
GO:0051495	0.406124049854997	0.698365731780446	14	195	positive regulation of cytoskeleton organization	BP	1	1
GO:1990182	0.406262793063515	0.843763307294825	2	20	exosomal secretion	BP	1	1
GO:0070383	0.406592518882703	0.912310509768521	1	9	DNA cytosine deamination	BP	1	1
GO:0031338	0.406771076412509	0.842986359437659	2	21	regulation of vesicle fusion	BP	1	1
GO:0002686	0.406857980270203	0.778956921269805	4	54	negative regulation of leukocyte migration	BP	1	1
GO:0031509	0.406966454159263	0.913302580136934	1	8	subtelomeric heterochromatin formation	BP	1	1
GO:0097320	0.407116966482367	0.843193006890706	2	20	plasma membrane tubulation	BP	1	1
GO:0002883	0.407121857419869	0.91205763734565	1	9	regulation of hypersensitivity	BP	1	1
GO:0042832	0.407328064217013	0.840687844760294	2	27	defense response to protozoan	BP	1	1
GO:0030042	0.407435858388976	0.761825076641602	5	59	actin filament depolymerization	BP	1	1
GO:0000302	0.4078844073958	0.700080290249152	13	203	response to reactive oxygen species	BP	1	1
GO:0070669	0.408097363984467	0.912767614526453	1	8	response to interleukin-2	BP	1	1
GO:0006621	0.408097579472392	0.911590354775629	1	9	protein retention in ER lumen	BP	1	1
GO:0060050	0.408316044086208	0.912663937375668	1	8	positive regulation of protein glycosylation	BP	1	1
GO:0001826	0.408385012601303	0.912631223458326	1	8	inner cell mass cell differentiation	BP	1	1
GO:0034762	0.408663593541337	0.653435681569265	42	619	regulation of transmembrane transport	BP	1	1
GO:0070127	0.409188833532131	0.9122493921598	1	8	tRNA aminoacylation for mitochondrial protein translation	BP	1	1
GO:0034720	0.409320961642906	0.912186530880262	1	8	histone H3-K4 demethylation	BP	1	1
GO:0044273	0.409633568429078	0.80153310410377	3	39	sulfur compound catabolic process	BP	1	1
GO:0006163	0.409949760114963	0.661728289614228	31	475	purine nucleotide metabolic process	BP	1	1
GO:0061643	0.409956712080988	0.915482556190996	1	6	chemorepulsion of axon	BP	1	1
GO:0009205	0.410155925233123	0.690878409805395	15	240	purine ribonucleoside triphosphate metabolic process	BP	1	1
GO:0010216	0.41023590452821	0.91328844887016	1	7	maintenance of DNA methylation	BP	1	1
GO:0035095	0.410375533543331	0.911683817649979	1	8	behavioral response to nicotine	BP	1	1
GO:0007188	0.410558590844911	0.684962905890187	17	249	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	BP	1	1
GO:0016125	0.410662011868387	0.711798304277675	10	154	sterol metabolic process	BP	1	1
GO:0060753	0.410758725727374	0.911500714025914	1	8	regulation of mast cell chemotaxis	BP	1	1
GO:0072396	0.410840959369756	0.911461389361635	1	8	response to cell cycle checkpoint signaling	BP	1	1
GO:0072402	0.410840959369756	0.911461389361635	1	8	response to DNA integrity checkpoint signaling	BP	1	1
GO:0072423	0.410840959369756	0.911461389361635	1	8	response to DNA damage checkpoint signaling	BP	1	1
GO:0035924	0.411106430873218	0.757500611108156	5	74	cellular response to vascular endothelial growth factor stimulus	BP	1	1
GO:1901750	0.411107649208166	0.909187848275328	1	10	leukotriene D4 biosynthetic process	BP	1	1
GO:0007612	0.411121968344074	0.702111657212182	12	152	learning	BP	1	1
GO:0060193	0.411375646790686	0.757724457235993	5	68	positive regulation of lipase activity	BP	1	1
GO:0030199	0.412120706669185	0.757548529161908	5	63	collagen fibril organization	BP	1	1
GO:1901653	0.412290466595715	0.667301886778015	25	374	cellular response to peptide	BP	1	1
GO:0010803	0.412324987762986	0.774177618561896	4	58	regulation of tumor necrosis factor-mediated signaling pathway	BP	1	1
GO:0016254	0.41255836493384	0.910637661156285	1	8	preassembly of GPI anchor in ER membrane	BP	1	1
GO:0033043	0.412568159803293	0.633530834667788	80	1190	regulation of organelle organization	BP	1	1
GO:0002858	0.412654453529525	0.910591435179722	1	8	regulation of natural killer cell mediated cytotoxicity directed against tumor cell target	BP	1	1
GO:0051121	0.412671951513112	0.909379399731583	1	9	hepoxilin metabolic process	BP	1	1
GO:0051122	0.412671951513112	0.909379399731583	1	9	hepoxilin biosynthetic process	BP	1	1
GO:2000253	0.412688961363572	0.907630869984525	1	11	positive regulation of feeding behavior	BP	1	1
GO:0090102	0.41304222866004	0.774492934883187	4	50	cochlea development	BP	1	1
GO:0090207	0.413135717654058	0.798259644513128	3	43	regulation of triglyceride metabolic process	BP	1	1
GO:0070358	0.41314456306773	0.911915296142084	1	7	actin polymerization-dependent cell motility	BP	1	1
GO:0006631	0.413648068566443	0.664483591406161	26	400	fatty acid metabolic process	BP	1	1
GO:0021886	0.413661481894848	0.910106092803407	1	8	hypothalamus gonadotrophin-releasing hormone neuron differentiation	BP	1	1
GO:0021888	0.413661481894848	0.910106092803407	1	8	hypothalamus gonadotrophin-releasing hormone neuron development	BP	1	1
GO:0006863	0.413816829437966	0.908820796612885	1	9	purine nucleobase transport	BP	1	1
GO:0034695	0.414041650212978	0.837306886326884	2	23	response to prostaglandin E	BP	1	1
GO:0021527	0.414043826625058	0.906958183931983	1	11	spinal cord association neuron differentiation	BP	1	1
GO:2000047	0.414186553061427	0.837983766232193	2	21	regulation of cell-cell adhesion mediated by cadherin	BP	1	1
GO:0060143	0.414290918936156	0.836799144223085	2	24	positive regulation of syncytium formation by plasma membrane fusion	BP	1	1
GO:1900371	0.414291942185944	0.797521693144917	3	42	regulation of purine nucleotide biosynthetic process	BP	1	1
GO:0070593	0.414306815723573	0.840032987258732	2	17	dendrite self-avoidance	BP	1	1
GO:0051964	0.414324825187166	0.911354307084837	1	7	negative regulation of synapse assembly	BP	1	1
GO:0032225	0.414335631268774	0.909780279671395	1	8	regulation of synaptic transmission, dopaminergic	BP	1	1
GO:0021855	0.414335732294934	0.911349112580748	1	7	hypothalamus cell migration	BP	1	1
GO:0006925	0.414625233229653	0.836570447484528	2	24	inflammatory cell apoptotic process	BP	1	1
GO:0071578	0.414708340418141	0.909599839687819	1	8	zinc ion import across plasma membrane	BP	1	1
GO:0001754	0.414804397281735	0.773351092571839	4	48	eye photoreceptor cell differentiation	BP	1	1
GO:0002767	0.414840458879112	0.908319567361599	1	9	immune response-inhibiting cell surface receptor signaling pathway	BP	1	1
GO:0006554	0.414874501200854	0.911092290696573	1	7	lysine catabolic process	BP	1	1
GO:0061098	0.415026982348081	0.755549043530012	5	59	positive regulation of protein tyrosine kinase activity	BP	1	1
GO:0046477	0.415031389130372	0.909443262294377	1	8	glycosylceramide catabolic process	BP	1	1
GO:0051026	0.415208868617554	0.910932672757404	1	7	chiasma assembly	BP	1	1
GO:0042509	0.415251201500056	0.753558639591023	5	82	regulation of tyrosine phosphorylation of STAT protein	BP	1	1
GO:0010390	0.415591348502218	0.797781370635908	3	35	histone monoubiquitination	BP	1	1
GO:0030104	0.415811228926752	0.753878256307971	5	70	water homeostasis	BP	1	1
GO:0046931	0.4160603454478	0.83715876887452	2	20	pore complex assembly	BP	1	1
GO:0035995	0.416081574761179	0.910515233021701	1	7	detection of muscle stretch	BP	1	1
GO:0002676	0.416174093272777	0.906689165331692	1	10	regulation of chronic inflammatory response	BP	1	1
GO:0045649	0.416196340428221	0.835181971061612	2	25	regulation of macrophage differentiation	BP	1	1
GO:1900244	0.416555536493293	0.912418339676677	1	6	positive regulation of synaptic vesicle endocytosis	BP	1	1
GO:0006026	0.416866858914877	0.796598660999987	3	36	aminoglycan catabolic process	BP	1	1
GO:0032927	0.416911212887013	0.90852882300811	1	8	positive regulation of activin receptor signaling pathway	BP	1	1
GO:0042796	0.416932536739084	0.908518417552258	1	8	snRNA transcription by RNA polymerase III	BP	1	1
GO:0034219	0.417231362260788	0.712340010366042	9	132	carbohydrate transmembrane transport	BP	1	1
GO:0017015	0.417340134416685	0.706008758059154	10	147	regulation of transforming growth factor beta receptor signaling pathway	BP	1	1
GO:0003062	0.417343106067065	0.909909673663013	1	7	regulation of heart rate by chemical signal	BP	1	1
GO:1902803	0.417379618626374	0.912030911716609	1	6	regulation of synaptic vesicle transport	BP	1	1
GO:0034220	0.417387062610818	0.629139617479001	79	1166	ion transmembrane transport	BP	1	1
GO:0019317	0.417528738640022	0.906995177941033	1	9	fucose catabolic process	BP	1	1
GO:0042354	0.417528738640022	0.906995177941033	1	9	L-fucose metabolic process	BP	1	1
GO:0042355	0.417528738640022	0.906995177941033	1	9	L-fucose catabolic process	BP	1	1
GO:0043436	0.417606758392169	0.634372745647781	62	955	oxoacid metabolic process	BP	1	1
GO:0002349	0.417795868851414	0.908096521603048	1	8	histamine production involved in inflammatory response	BP	1	1
GO:0002441	0.417795868851414	0.908096521603048	1	8	histamine secretion involved in inflammatory response	BP	1	1
GO:0002553	0.417795868851414	0.908096521603048	1	8	histamine secretion by mast cell	BP	1	1
GO:0003091	0.41804648401696	0.834220732133994	2	24	renal water homeostasis	BP	1	1
GO:0030810	0.418083434798305	0.833881764514846	2	25	positive regulation of nucleotide biosynthetic process	BP	1	1
GO:1900373	0.418083434798305	0.833881764514846	2	25	positive regulation of purine nucleotide biosynthetic process	BP	1	1
GO:0006384	0.418245028027101	0.907876551369138	1	8	transcription initiation at RNA polymerase III promoter	BP	1	1
GO:0016199	0.418462562636106	0.914561639206716	1	5	axon midline choice point recognition	BP	1	1
GO:0010728	0.418560100317944	0.905497994178634	1	10	regulation of hydrogen peroxide biosynthetic process	BP	1	1
GO:0002361	0.418715266440961	0.905420208680999	1	10	CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	BP	1	1
GO:0010911	0.418875176578401	0.907567396628578	1	8	regulation of isomerase activity	BP	1	1
GO:0010912	0.418875176578401	0.907567396628578	1	8	positive regulation of isomerase activity	BP	1	1
GO:0051096	0.419235421343735	0.908996583704482	1	7	positive regulation of helicase activity	BP	1	1
GO:1903902	0.419486213406511	0.833226842722536	2	24	positive regulation of viral life cycle	BP	1	1
GO:0008356	0.419844238477972	0.835646236812247	2	18	asymmetric cell division	BP	1	1
GO:2001237	0.419909025747402	0.726236832702733	7	98	negative regulation of extrinsic apoptotic signaling pathway	BP	1	1
GO:0022028	0.420136219929947	0.910727212161288	1	6	tangential migration from the subventricular zone to the olfactory bulb	BP	1	1
GO:0045446	0.420142976636502	0.716935574816442	8	121	endothelial cell differentiation	BP	1	1
GO:0009129	0.420530649211585	0.833225923362457	2	22	pyrimidine nucleoside monophosphate metabolic process	BP	1	1
GO:0014896	0.420571537258412	0.725379157321222	7	104	muscle hypertrophy	BP	1	1
GO:0034316	0.420756436013259	0.908258517791107	1	7	negative regulation of Arp2/3 complex-mediated actin nucleation	BP	1	1
GO:0051683	0.420991207241058	0.906524574382881	1	8	establishment of Golgi localization	BP	1	1
GO:1905563	0.421192735655286	0.898851549467997	1	25	negative regulation of vascular endothelial cell proliferation	BP	1	1
