gene	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#2_neutrophil	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	Control_#2_T_cell	Control_#1_T_cell	Control_#3_T_cell	SARS_CoV2_pos_Severe_#2_platelet	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#2_monocyte	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Mild_monocyte	Control_#3_neutrophil	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Severe_#3_T_cell	Control_#1_monocyte	SARS_CoV2_pos_Severe_#1_platelet	Control_#3_monocyte	Control_#2_monocyte	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Mild_erythroid_lineage_cell	Control_#3_erythroid_lineage_cell	Control_#3_B_cell	Control_#2_neutrophil	Control_#3_platelet	Control_#2_B_cell	Control_#1_platelet	Control_#1_neutrophil	SARS_CoV2_pos_Severe_#3_B_cell	Control_#1_B_cell
HYCC2	813	346	266	474	7	272	264	180	6	97	44	95	181	83	3	168	29	105	74	103	1	78	89	13	0	0	12	11	0	18	0	6	22	15
ELMO1	352	182	13	220	2	127	136	86	6	53	7	33	42	34	0	75	6	41	32	25	2	26	39	3	1	0	6	0	0	13	1	0	9	8
TMBIM4	907	399	139	390	6	265	194	192	6	119	22	316	293	81	0	351	13	111	67	169	5	186	172	14	0	0	19	1	0	16	1	5	22	15
BACH1	109	125	202	103	26	61	68	50	28	190	43	484	360	105	3	260	29	37	2	299	4	245	190	3	1	0	12	7	0	22	0	2	5	10
ATP5MJ	1206	937	185	963	22	426	414	314	114	123	24	462	507	112	3	537	17	92	125	393	34	281	248	5	2	3	24	1	11	12	7	1	23	7
UQCRB	4098	3038	93	2332	274	1485	1496	1008	48	542	4	909	673	328	53	769	2	290	400	454	7	482	392	6	9	7	57	3	3	64	2	2	71	27
RPL30	37945	24656	283	19111	465	12467	13598	10044	48	5756	48	3117	2780	3749	124	4160	31	3451	3371	2496	3	2480	2145	22	26	19	903	7	2	734	3	4	632	450
EEF1A1	49641	33637	148	27567	502	17785	18634	13312	63	7563	34	6161	7065	5459	60	7790	34	4454	4801	5411	14	5421	4571	12	10	17	1230	6	8	974	0	2	926	581
FBRS	174	141	35	110	9	69	88	58	12	46	16	50	64	43	4	51	5	31	13	37	4	25	42	2	0	0	5	0	1	4	3	1	4	6
EIF4A2	1780	1307	38	997	46	864	746	512	45	349	8	185	170	233	5	194	7	230	127	127	5	107	107	3	0	0	38	1	1	58	3	1	29	19
SMG1	2295	856	168	1315	47	787	650	488	6	245	51	262	568	257	10	553	29	240	262	326	0	270	298	16	1	0	30	6	0	57	0	7	73	38
TSC22D3	3781	3707	152	2587	66	2515	2498	1930	115	2195	36	427	270	675	30	231	43	314	144	252	53	184	189	37	2	0	110	14	23	233	18	7	85	84
DYRK1A	297	201	80	234	27	152	149	115	11	62	17	83	99	47	9	82	12	38	24	70	3	44	68	5	1	0	5	2	2	9	0	1	5	5
BRAF	607	419	80	511	17	379	372	248	5	211	40	102	122	205	4	104	17	83	35	98	0	65	56	9	0	0	24	2	0	24	0	4	15	17
SPPL3	194	113	33	135	10	91	86	52	26	26	10	56	67	23	1	94	3	19	10	42	4	43	56	3	0	0	3	1	1	3	2	1	2	3
WIPI2	231	196	15	179	49	108	98	75	10	32	9	63	76	33	29	70	9	24	24	34	1	44	43	1	7	7	4	0	0	7	1	0	6	4
WASF2	763	473	60	402	302	290	290	225	81	145	8	318	316	91	120	287	9	72	81	211	18	226	171	7	24	17	23	1	1	27	7	3	22	14
CUL4B	697	291	57	388	10	303	271	168	6	89	18	83	136	96	1	135	6	71	55	94	0	54	84	2	0	0	22	3	0	16	1	3	14	12
TAGLN2	1078	1463	533	793	51	439	442	428	881	564	81	646	536	201	3	440	105	145	136	367	372	250	245	28	0	3	69	26	122	51	102	17	35	22
NDUFS2	395	252	20	304	24	126	140	108	3	45	9	108	86	50	1	115	3	39	37	66	4	46	38	4	0	2	14	2	1	5	0	2	6	3
CDC42SE2	1407	1060	184	1168	9	686	770	530	42	180	69	118	159	132	0	126	24	84	154	119	21	90	101	8	2	1	20	6	5	31	4	1	23	9
EPB41	1496	653	86	771	984	544	461	386	67	135	31	62	145	106	356	108	18	106	148	59	14	46	53	10	73	60	28	2	3	24	7	3	14	10
SON	2453	1527	191	1503	105	902	1001	729	31	460	30	459	498	363	41	505	23	229	208	379	2	276	343	16	2	2	60	2	1	69	2	1	52	27
SNF8	365	333	30	281	26	161	142	95	5	54	6	170	128	48	22	141	5	31	38	102	1	92	76	1	1	1	6	1	1	12	0	0	9	6
MORC3	331	245	21	266	23	134	138	97	13	42	7	42	86	49	3	78	7	50	30	56	3	39	41	2	0	0	7	0	0	5	1	1	7	8
ADIPOR1	115	114	38	111	651	48	61	43	58	35	11	64	73	27	268	75	4	12	12	56	29	40	48	4	107	51	2	2	6	2	9	0	3	2
PSMD4	395	265	22	248	81	128	110	87	16	39	5	124	94	31	29	95	4	48	52	62	2	68	38	4	5	4	8	1	0	7	0	1	7	4
GPBP1L1	250	145	16	170	37	110	78	74	4	50	5	83	76	42	16	67	7	30	11	49	2	48	36	2	3	0	7	0	1	6	2	0	5	5
ATP6V0D1	182	131	119	123	13	58	68	51	21	55	35	252	282	43	2	250	22	32	22	196	5	131	167	4	0	1	10	2	1	10	2	3	2	4
CALM3	792	597	78	634	48	239	269	174	543	62	16	295	276	35	16	224	9	32	75	123	155	137	101	1	3	1	11	1	74	12	48	1	11	7
BSDC1	300	258	21	214	51	119	181	105	13	85	4	53	43	54	20	51	6	39	17	34	4	21	28	1	1	0	17	1	2	12	2	0	4	5
SSU72	669	490	76	381	40	247	249	156	21	101	14	195	175	74	2	159	3	67	60	108	1	81	113	4	2	0	15	3	1	10	1	1	10	9
U2AF1	731	379	24	689	6	159	306	228	5	78	24	69	276	111	2	349	13	62	36	201	0	133	52	11	2	0	46	0	1	10	0	2	11	7
ZNF66	1821	823	60	1019	28	754	845	538	0	187	26	146	196	221	4	280	8	180	124	146	0	111	142	8	0	0	50	2	1	52	0	2	31	28
PRMT2	1371	797	16	461	11	305	499	427	21	54	2	68	60	40	3	75	2	53	117	56	10	48	37	2	0	0	7	1	1	9	2	0	5	2
SHKBP1	140	109	137	119	2	47	49	34	3	22	30	112	152	24	0	136	8	21	19	93	4	41	58	10	0	0	2	2	0	3	1	2	6	5
TAOK1	447	195	59	211	5	178	162	106	20	59	16	72	164	37	1	188	7	52	57	90	3	70	80	3	0	0	15	3	1	14	0	0	11	4
MED27	753	377	65	478	4	277	316	225	1	117	22	91	202	107	0	155	14	77	40	104	1	137	132	5	0	0	13	1	0	28	1	2	23	10
PCSK7	2900	1346	196	1720	21	1130	1161	643	6	321	93	292	607	324	3	455	46	219	268	373	2	299	324	22	1	0	76	12	0	72	0	5	41	43
ADAR	1317	847	149	896	30	480	524	405	7	187	70	228	344	193	13	324	39	124	131	212	1	154	167	40	8	7	33	9	1	36	0	11	25	15
IER2	1504	1428	732	1046	21	1633	1605	885	6	243	199	392	609	142	3	827	129	125	87	550	1	361	329	38	1	6	30	30	0	37	1	22	32	15
ORAI2	360	154	94	193	2	108	90	98	32	103	43	86	131	132	1	123	21	90	34	124	11	83	59	5	0	0	26	9	8	21	3	6	22	19
SQSTM1	420	425	209	354	27	398	417	255	41	202	182	261	403	173	7	225	31	69	15	205	32	205	216	5	1	3	39	6	3	33	6	6	9	15
RPL8	9735	9756	59	6532	184	3785	3432	2699	36	2904	3	2042	1585	1757	52	1863	1	1154	1422	1034	3	1137	1026	2	15	8	284	3	0	291	1	0	390	134
AP2M1	427	358	44	291	151	178	151	127	93	58	5	161	165	52	49	156	7	37	58	97	22	84	66	2	11	8	12	4	13	9	8	0	6	4
PCYT1A	491	140	28	287	1	164	168	100	10	36	14	56	150	50	0	123	10	43	44	78	3	65	59	5	0	0	10	1	0	19	0	2	16	6
SAP30BP	172	150	38	161	9	87	73	50	2	43	3	67	72	23	0	60	5	24	12	55	2	43	35	1	0	0	3	1	0	7	0	4	4	4
PRPSAP1	371	185	38	239	12	164	186	136	11	42	13	64	84	32	1	92	8	33	30	104	2	50	69	9	0	0	3	1	0	11	1	0	5	5
SRSF2	633	673	42	616	11	543	379	312	29	130	8	179	157	49	0	223	2	55	61	176	6	120	140	4	0	1	15	4	2	25	1	1	16	7
EMC10	878	292	31	408	7	224	242	165	8	63	10	88	287	75	1	236	5	76	116	106	3	86	68	5	0	0	16	3	1	16	1	0	27	6
MED11	356	159	45	207	3	117	150	108	2	28	8	50	63	42	0	59	5	43	24	47	2	33	30	7	0	0	11	0	0	5	1	1	7	3
RNASEK-C17orf49	919	841	255	587	20	364	382	252	117	177	14	578	434	82	1	585	16	103	92	473	12	324	250	4	0	0	23	4	0	27	8	1	31	10
EIF4A1	1498	1754	40	1203	7	860	713	537	6	297	19	1098	1086	128	1	1227	14	118	182	880	2	673	666	9	0	0	25	1	0	40	0	0	40	27
RPL26	25325	17983	73	13462	241	8370	9094	7433	53	4504	4	3155	2711	2879	40	4582	6	2525	2343	2445	15	2750	2153	3	2	2	694	1	0	476	1	0	532	297
CYB561A3	1429	664	182	980	13	632	696	460	5	277	54	214	353	292	3	281	42	247	106	285	1	174	226	14	1	0	63	1	2	61	0	6	57	29
UBXN1	1088	829	32	739	40	426	413	342	12	274	7	217	188	171	20	235	3	133	93	129	0	120	124	2	0	2	29	1	0	37	0	1	27	16
RPL29	15983	12378	43	9049	208	5198	5627	4328	38	2942	6	1759	1625	2105	46	2380	6	1633	1688	1261	7	1321	1067	1	11	1	495	2	3	352	0	0	387	208
JAK1	1762	1176	198	1085	22	716	715	481	81	209	37	285	206	159	0	237	42	134	168	146	14	128	137	10	0	0	29	10	1	39	2	10	24	21
LAPTM5	1541	1048	667	979	18	529	597	373	29	726	184	1206	1399	700	4	1134	92	290	162	867	7	608	688	59	0	4	88	18	3	110	0	14	50	45
FAAP20	368	284	17	250	3	130	132	81	15	57	5	67	104	49	1	119	5	45	41	61	3	41	50	1	1	0	8	0	1	9	0	0	13	7
ARPC5	1437	675	393	743	17	308	371	265	296	100	48	653	636	82	4	706	65	101	115	428	88	367	310	47	0	1	13	13	47	18	26	7	15	7
TRIM58	500	225	39	330	1325	185	218	130	134	61	11	47	76	42	354	68	3	36	33	49	42	33	47	5	81	69	10	2	6	9	17	0	5	5
BROX	214	226	22	185	43	100	105	87	19	45	6	74	72	37	10	63	4	19	27	41	8	25	20	3	2	0	10	1	3	1	0	1	10	7
MAPKAPK2	193	169	73	156	8	89	92	94	28	37	20	120	107	16	3	74	8	19	9	70	2	51	59	9	0	0	8	0	3	10	2	3	4	2
WDR26	278	233	204	296	232	204	206	131	16	62	46	126	175	63	64	120	22	21	16	91	4	87	92	15	15	11	6	2	0	13	0	1	4	9
REL	2485	1750	338	1951	39	1639	1730	1141	6	833	61	815	683	808	9	660	35	456	105	571	0	423	479	19	1	2	137	4	0	175	0	9	57	88
H3-3A	5049	4368	4388	3248	753	1860	1744	1348	2251	897	475	4058	2867	641	59	2771	439	607	488	2175	712	1713	1588	240	19	6	164	92	223	145	258	34	104	97
CTSS	666	428	625	422	10	223	242	188	6	255	136	3518	4041	227	4	4362	135	191	78	2797	0	2043	2118	71	1	2	48	46	0	33	0	8	34	29
CGGBP1	351	251	38	256	36	154	163	105	26	55	6	81	77	44	10	81	4	38	39	60	8	56	47	3	3	1	8	0	2	8	2	1	9	2
HIPK1	306	288	39	272	75	220	225	137	15	37	7	63	84	18	32	88	8	22	37	72	2	43	60	3	4	5	10	1	0	4	2	1	1	1
ATP1A1	520	401	55	420	7	233	242	172	12	72	16	197	242	46	1	219	11	36	64	204	2	112	152	5	0	0	16	1	0	10	0	3	9	4
LRRC58	2964	1494	198	2102	29	1223	1458	889	1	410	83	365	648	397	6	592	46	293	254	432	0	313	357	25	0	0	98	9	1	90	0	10	82	44
TMEM183A	189	198	13	194	72	81	80	83	12	34	5	59	62	25	40	66	2	19	21	43	1	37	27	3	6	2	3	1	0	1	0	2	2	2
ARPC2	2971	2431	559	2460	30	1217	1069	805	243	462	79	1355	1187	316	1	1127	74	278	359	704	57	718	572	42	1	2	64	11	17	72	9	6	80	35
STT3B	758	537	72	504	15	333	345	248	10	88	28	141	200	87	1	164	30	71	83	171	0	102	124	6	0	0	15	2	0	22	0	4	14	16
IFI16	815	425	48	531	4	180	169	127	7	68	17	98	172	49	1	260	11	120	65	53	0	47	56	11	1	0	13	2	0	17	0	3	10	6
PPP4R2	305	236	150	197	43	107	95	67	18	44	20	97	82	39	13	95	14	19	26	57	2	40	49	9	0	2	4	1	0	4	1	2	4	0
THOC7	416	340	16	280	75	128	123	89	15	30	2	75	77	31	30	94	0	36	59	50	7	38	37	0	9	5	9	0	0	7	1	0	10	5
ATXN7	719	526	53	616	20	321	379	239	9	82	19	79	131	90	2	129	38	48	50	116	1	45	79	8	0	1	8	9	0	14	0	9	10	3
PSMD6	276	273	17	237	25	105	84	88	15	38	3	69	57	34	8	64	0	28	30	48	4	37	30	0	2	0	11	1	0	6	2	1	5	3
CCNL1	1891	2170	467	1868	37	983	1162	691	11	523	128	514	798	328	6	692	99	166	179	521	0	310	348	29	2	1	70	13	3	74	0	27	36	43
SLMAP	236	123	55	143	6	87	95	68	23	28	11	54	87	28	1	71	8	25	26	49	12	35	40	3	0	0	5	1	2	3	4	1	5	4
SNRK	458	304	78	272	5	197	222	122	1	34	29	116	68	24	0	83	10	17	36	68	2	49	50	10	0	0	6	2	1	6	0	2	2	2
ZNF148	365	190	41	187	29	142	119	95	13	57	15	46	64	42	1	80	6	49	25	23	1	27	20	6	0	0	9	2	1	11	0	0	7	6
NMNAT3	6282	2927	100	3701	97	2991	2832	1948	13	998	55	543	652	855	20	723	17	761	388	489	5	381	436	12	0	1	214	2	2	254	0	6	107	121
TKT	357	402	217	264	17	121	109	82	13	99	33	991	1038	45	7	701	28	39	43	599	0	521	450	15	0	2	10	4	0	12	0	3	8	2
PBRM1	423	180	17	211	8	129	165	100	10	55	14	63	117	40	3	130	12	41	49	71	3	48	45	4	2	0	7	4	2	11	2	1	13	3
H2AZ1	973	980	141	1058	13	361	330	264	48	69	16	268	208	68	1	214	21	60	85	137	18	132	116	7	2	0	15	8	3	13	2	4	8	2
SHISA5	390	231	44	226	4	133	97	94	12	45	14	93	94	21	3	76	5	26	22	48	3	32	47	19	0	1	2	4	1	3	2	0	4	1
HSPA4L	1303	579	108	853	2	534	632	361	5	114	34	147	294	123	2	243	21	134	76	229	0	140	174	12	0	0	32	2	0	29	0	7	24	14
C4orf3	974	593	345	430	13	283	271	214	73	138	27	229	215	85	8	227	25	87	100	146	22	116	110	14	0	0	16	3	8	25	3	1	16	5
HMGB2	881	1142	114	1289	70	269	227	202	5	95	7	61	106	38	8	138	3	37	59	88	1	77	69	5	0	0	6	2	1	12	0	1	9	6
ANXA5	376	414	61	486	1	171	110	119	21	49	4	596	655	28	0	649	6	35	66	377	3	358	307	4	0	0	7	1	0	5	1	1	7	3
NIPBL	634	397	86	452	42	303	289	203	6	113	15	126	222	84	14	203	17	62	47	131	0	80	99	9	3	0	25	3	0	22	0	2	3	12
CMBL	612	247	85	426	28	304	308	188	2	67	41	90	150	63	3	134	21	53	32	129	1	81	120	9	2	0	19	6	0	16	2	8	4	6
RICTOR	1244	782	251	897	25	482	429	345	2	168	83	114	240	164	5	167	45	140	131	138	0	99	102	25	1	2	26	9	1	28	0	16	29	18
ACSL6	1488	640	167	871	116	479	455	321	3	117	70	154	368	159	7	291	37	133	159	180	0	156	119	13	7	5	20	12	0	44	0	7	47	13
CREBRF	842	624	288	569	41	430	411	329	29	167	78	170	200	145	10	131	40	77	84	118	3	93	128	9	0	0	26	8	0	40	2	3	14	20
STK17A	1398	1123	95	1330	111	429	486	353	22	203	14	76	43	198	16	38	6	110	60	46	1	17	16	7	2	4	21	1	0	23	2	0	27	27
TRA2A	764	599	61	595	18	485	553	371	12	261	11	123	142	183	1	160	17	81	59	115	4	90	86	3	1	0	34	2	0	47	1	3	24	34
RPS14	34284	22974	170	17209	440	11160	11973	10472	55	5284	38	3044	3024	3150	123	4181	18	2867	2997	2393	11	2665	2118	13	27	14	870	7	3	540	3	5	640	316
SLU7	355	368	54	336	74	190	171	134	9	96	6	121	98	53	11	83	7	42	25	34	5	55	54	5	2	1	15	0	2	10	0	0	7	2
CAMLG	521	402	44	328	22	234	218	130	5	54	3	61	79	35	0	96	6	47	48	34	2	48	39	3	0	0	9	2	0	12	2	1	8	6
BRI3	377	385	613	288	9	156	154	113	21	81	81	1168	1158	89	3	928	42	22	35	658	1	560	534	28	1	0	6	5	2	7	0	1	7	3
RAD21	823	743	92	675	89	313	337	276	20	109	21	143	139	89	15	135	7	89	76	95	8	76	74	19	2	1	31	1	0	22	0	0	9	15
YWHAZ	2027	1853	332	1660	17	1180	1066	975	349	720	41	733	554	303	3	601	48	221	160	382	105	332	398	36	3	1	89	16	22	92	28	3	41	46
TP53INP1	105	260	42	119	5	51	62	55	5	94	4	43	45	67	0	25	2	49	22	21	0	18	14	3	1	0	9	1	0	8	0	1	8	9
PSIP1	1036	607	9	518	7	309	320	168	22	98	1	50	49	82	0	49	2	86	105	31	8	21	21	2	2	0	20	1	4	19	1	0	20	13
HNRNPK	1599	1221	162	1147	201	610	703	428	79	285	32	453	496	211	56	544	27	145	172	428	26	228	277	14	3	16	33	5	4	34	6	3	32	27
DYNLT3	182	174	15	101	1	79	80	44	47	51	7	37	32	25	0	26	4	20	16	18	6	13	17	0	0	0	3	2	5	3	2	1	6	5
GAPVD1	180	129	21	118	129	63	71	34	13	33	7	47	64	19	34	65	4	12	16	44	2	27	33	0	1	1	2	1	1	5	0	0	3	2
ATP7A	313	144	25	179	24	138	167	74	0	32	16	39	65	35	3	67	8	48	30	56	0	29	36	4	3	0	11	4	1	12	0	1	9	3
VCP	404	284	49	270	15	162	152	111	24	49	15	131	119	30	7	139	6	22	59	109	10	70	66	4	0	1	7	1	1	8	1	2	2	6
RPL36AL	4035	3505	159	2591	182	1828	1355	1476	40	592	11	735	623	306	36	683	19	268	451	355	4	462	423	8	3	2	84	2	4	73	4	0	53	22
BEND7	789	317	58	547	11	291	374	237	22	62	31	102	198	75	0	185	20	91	91	118	1	69	87	5	0	0	19	0	0	26	1	1	28	16
FAM204A	409	346	14	300	38	151	161	104	25	89	1	152	120	63	10	105	3	48	49	75	6	58	46	1	2	1	19	3	1	10	2	0	9	5
NSD1	621	327	45	320	11	215	209	146	8	65	10	112	132	89	5	131	6	74	52	58	4	60	50	3	0	0	9	1	1	11	1	3	19	8
GHITM	820	557	33	524	213	296	309	226	20	80	11	200	199	68	77	207	7	55	93	173	11	121	116	3	17	16	17	1	1	20	5	0	20	5
DDX21	1061	1435	92	1236	22	405	662	378	1	709	56	429	531	385	2	516	50	118	145	351	0	327	308	13	1	1	34	10	1	72	0	18	48	36
CCDC186	421	296	79	291	25	176	186	129	5	80	9	130	91	43	7	73	6	53	34	62	0	37	35	7	0	1	7	1	0	3	0	1	5	3
TCP11L2	291	227	39	191	294	122	114	84	3	74	2	27	16	51	52	16	8	16	14	22	1	15	24	3	27	14	7	2	0	12	0	1	3	12
RAB8B	251	173	150	211	8	115	121	64	13	72	22	112	154	42	3	114	14	28	12	73	6	46	43	9	0	0	4	4	4	10	2	6	3	3
COPS2	288	326	10	257	26	126	135	110	11	81	3	101	75	41	12	73	5	22	23	44	4	28	43	2	1	3	10	1	0	12	1	0	5	6
ARIH1	322	237	98	238	35	298	205	168	11	62	18	78	98	56	11	118	11	45	21	102	0	59	79	5	0	2	13	1	0	12	0	6	10	8
BORCS7	602	375	46	426	11	244	307	221	7	105	28	180	211	107	3	192	12	64	50	182	0	104	152	6	0	0	11	1	1	11	1	2	12	7
ANAPC16	1619	931	45	863	39	582	582	456	11	227	16	176	239	177	12	209	6	181	150	166	8	130	122	7	2	2	48	2	1	39	0	0	45	16
TAF10	497	377	37	300	17	177	213	128	27	70	7	188	132	73	10	171	2	36	44	70	12	85	83	1	1	2	9	1	4	6	7	0	1	6
ATP9B	3028	1328	84	1751	16	1116	1117	747	4	341	45	290	398	313	10	406	30	305	254	275	2	214	196	17	1	0	79	5	1	85	0	4	51	33
RPL27A	16263	13536	75	9457	237	6425	7039	5486	57	3887	19	2032	1633	2411	43	2174	13	1681	1400	1463	4	1529	1361	6	5	5	491	2	5	411	2	1	338	230
TMEM41B	288	190	48	236	1	136	159	81	6	42	13	66	86	40	0	56	5	22	26	59	0	41	26	3	0	0	12	3	0	7	1	0	5	3
PRKCB	670	449	171	415	4	290	259	211	127	307	58	211	233	200	1	254	33	216	64	232	35	138	154	20	0	3	47	3	7	61	9	2	33	23
B2M	39922	29957	5957	26454	646	20468	9099	7714	3516	4890	592	9869	7284	2764	34	7816	281	2587	2565	3190	1199	1991	4502	419	73	2	362	108	221	743	132	13	341	162
GOLM2	217	178	93	158	2	94	102	74	9	42	9	71	80	43	0	59	7	24	19	42	2	31	28	4	0	0	7	0	2	6	0	0	4	7
TERF2IP	702	626	63	669	1140	390	360	287	109	124	18	107	99	99	228	85	8	54	74	62	25	39	47	4	60	50	19	1	6	28	9	0	13	13
YWHAB	2043	1397	300	1454	26	780	660	536	38	248	55	729	671	184	3	715	30	170	203	524	6	409	377	13	1	1	33	9	3	52	0	6	38	12
TSC22D4	360	131	61	183	36	82	98	70	34	17	13	44	74	13	14	66	5	23	27	34	16	24	31	9	6	1	3	0	1	5	5	2	6	1
CCNDBP1	573	306	74	351	566	163	145	156	32	85	25	98	106	58	170	108	20	66	43	65	8	66	65	10	40	45	6	3	0	19	3	2	8	7
PDIA3	2121	1671	145	1716	17	938	1002	734	55	326	48	598	779	269	2	600	44	164	261	542	10	352	355	11	0	1	54	4	0	51	1	2	37	28
GOLGA2	358	172	62	200	5	100	103	75	40	28	27	61	69	46	0	82	8	39	42	59	10	31	29	6	0	0	6	1	1	10	0	4	7	4
CERCAM	850	398	109	532	11	389	436	298	5	89	45	135	269	104	1	225	35	82	56	212	3	142	139	14	0	0	30	6	7	34	1	13	27	18
ATP5MG	3948	2795	214	2712	331	1436	1488	1069	84	478	43	839	909	364	71	959	29	297	372	654	14	530	497	15	10	2	89	4	6	90	4	7	78	48
TPM4	511	364	116	382	18	145	119	115	804	53	19	266	270	60	0	249	41	42	43	173	195	99	97	7	0	0	16	6	55	14	61	3	11	11
RAB8A	274	217	48	200	7	126	99	82	119	43	9	163	143	48	0	169	7	37	28	77	35	77	88	7	0	0	9	1	8	11	6	0	8	5
GPX4	876	579	23	469	128	311	353	217	605	128	6	413	371	82	7	330	5	85	89	243	154	236	213	2	7	16	18	1	36	12	48	1	29	12
MIDN	288	237	339	234	7	176	195	157	4	48	93	507	483	42	1	518	94	29	19	326	1	308	323	24	0	2	26	14	1	5	1	5	2	9
GATAD2A	353	222	64	224	8	144	127	107	18	42	16	84	115	27	6	93	10	35	25	83	7	44	43	5	0	0	7	1	4	7	5	1	4	4
ANKRD11	1094	719	123	730	17	525	469	367	23	263	19	243	275	227	1	308	18	95	79	196	10	194	166	8	0	0	23	3	1	47	2	1	17	11
SPATA33	316	116	26	182	2	113	138	79	1	26	27	26	76	29	1	66	8	19	39	43	0	35	41	2	0	0	8	1	0	9	1	3	9	3
RPL13	43239	32408	71	25185	562	15145	16068	12594	66	7465	9	3328	3729	5290	106	4525	1	4111	4430	2681	11	2994	2513	3	19	8	1281	1	6	882	2	1	1037	545
TUBA1A	1118	1016	266	609	16	549	551	495	34	309	54	619	440	68	1	356	121	82	50	396	9	414	238	40	1	0	14	16	3	23	1	5	14	25
ZNF526	2772	1460	232	2283	32	1443	1389	870	2	329	79	407	649	378	5	515	61	230	262	468	0	321	330	25	0	4	75	6	4	68	0	16	58	56
EEF2	2974	2138	14	1965	94	1105	1192	895	13	690	5	476	653	446	52	632	1	336	282	498	2	448	388	0	4	5	109	1	0	85	2	0	67	50
SEMA6B	4387	1430	278	2488	30	1268	1509	885	0	313	138	361	1035	484	3	893	95	502	412	565	3	351	409	41	1	3	87	22	2	111	0	20	100	56
OTUB1	387	268	32	267	11	142	128	91	7	78	8	98	93	54	3	105	6	33	40	66	2	60	37	5	0	1	12	2	0	7	0	0	8	4
SRRM2	1881	1305	143	1378	29	850	865	582	11	472	35	513	435	345	5	440	26	225	147	339	1	273	282	9	0	0	71	1	0	69	0	2	43	59
FTH1	6412	6925	14216	6085	2954	3591	3622	2478	4459	1828	1938	18485	13876	1196	941	10953	2022	668	625	9843	1338	9374	8862	686	204	69	194	375	366	186	330	155	163	90
C2CD3	6764	2969	539	4077	64	2180	2478	1670	29	865	216	1287	1738	885	22	1393	102	717	623	977	16	855	840	43	5	2	181	10	9	182	10	20	165	124
SF1	2047	1589	131	1317	23	805	1012	715	6	459	31	249	226	343	8	225	23	196	227	190	1	111	111	13	2	0	72	3	2	76	1	5	61	43
MAP4K2	320	132	39	197	2	137	136	86	24	46	6	64	89	54	2	60	8	50	34	63	1	62	59	8	0	0	13	0	1	12	2	1	9	13
PAFAH1B2	213	119	89	152	17	85	84	46	6	78	17	86	109	49	6	126	12	29	23	61	0	45	46	9	0	0	11	2	0	6	0	1	4	3
HOOK3	388	198	41	240	2	158	127	93	27	66	6	130	149	62	0	173	10	34	21	115	4	101	102	1	0	0	8	0	2	10	1	1	4	5
MAPK1IP1L	322	388	33	406	5	224	195	164	8	105	7	124	100	83	2	103	4	28	29	81	2	75	62	1	0	0	13	0	2	23	0	0	5	8
LMBRD1	241	198	10	164	3	71	103	71	13	105	5	59	57	76	1	48	7	39	20	40	2	31	35	4	0	0	10	1	0	12	0	2	16	11
DNAJC7	992	679	47	692	13	388	423	269	15	156	12	308	348	180	0	314	5	119	102	233	0	202	186	1	0	0	23	1	1	31	0	1	27	19
PCMTD1	369	153	29	148	105	145	119	92	59	55	2	33	55	42	25	66	1	52	15	33	12	25	27	4	8	19	11	1	2	13	8	0	2	5
MPLKIP	363	162	13	197	8	76	106	54	2	31	3	63	64	25	0	76	4	38	39	28	2	34	26	3	0	0	8	1	0	6	0	1	7	6
IRF2	301	86	46	99	16	68	62	57	17	39	4	30	40	24	3	79	10	39	19	27	10	23	24	9	0	0	6	2	0	5	1	3	5	0
ARF4	226	197	74	165	137	125	135	97	56	39	15	107	95	24	36	93	11	21	34	83	16	47	49	4	2	7	8	1	1	6	2	0	6	5
SEPTIN2	771	498	46	619	25	306	344	215	57	122	22	200	262	102	6	212	8	72	66	199	16	128	125	10	1	1	19	3	1	27	2	5	8	7
TMUB2	331	126	56	177	19	77	103	46	9	59	10	47	79	35	12	101	7	42	34	29	0	29	33	3	0	0	8	0	1	5	0	2	14	5
STAT3	992	1094	204	894	22	403	587	405	30	117	52	213	230	81	2	217	50	56	131	163	9	126	120	19	0	1	17	10	3	13	4	7	14	8
DNAJC21	1155	766	81	797	25	319	296	244	22	233	14	306	172	138	4	225	3	127	131	100	0	105	109	4	1	0	25	2	0	26	0	2	44	10
TET2	169	116	124	130	10	77	68	42	13	40	19	158	196	44	2	183	41	19	12	142	4	94	114	16	1	1	3	8	0	10	0	2	2	4
C2orf68	2183	571	72	1115	12	522	494	357	7	131	41	142	429	190	5	362	22	235	228	182	5	155	196	21	1	0	27	4	0	38	0	7	75	23
ATP5ME	1132	755	38	779	21	448	403	264	17	124	10	212	343	122	14	357	6	95	161	213	5	171	166	5	2	0	15	1	0	22	0	3	17	9
